DH IY0         [the       ] | [57 58  4 69 95]
DH AH0         [the       ] | [58  4]
AH0            [a         ] | [94  7]
EY1            [a         ] | [95 94 51]
DH AH1         [the       ] | [57 59 58  4]
DH AH1         [the       ] | [56 58  4]
AH0            [a         ] | [93 45 94 32]
DH AH1         [the       ] | [58  4]
DH AH0         [the       ] | [ 0 58  4]
AH0            [a         ] | [94 61]
AH0 N          [an        ] | [39 38 94 97 54 67]
DH AH0         [the       ] | [72 58  4]
DH AH0         [the       ] | [29 81 13 58 91 25 55 83 40]
DH AH1         [the       ] | [81 58  4]
DH AH0         [the       ] | [72 10 58  4]
AH0            [a         ] | [94 51]
DH AH0         [the       ] | [40 58  4 28 61]
DH AH0         [the       ] | [30 58  4]
DH AH0         [the       ] | [58  4]
DH AH0         [the       ] | [56 58  4]
AH0            [a         ] | [39 94 51]
DH AH0         [the       ] | [81 13 58  4]
DH AH0         [the       ] | [56 58  4]
DH AH0         [the       ] | [56 58  4 51]
AH0            [a         ] | [67 94 32  7]
DH AH0         [the       ] | [72 58  4 51]
DH AH0         [the       ] | [81 58  4  7]
DH AH0         [the       ] | [56 58  4]
EY1            [a         ] | [67 38 28]
AH0            [a         ] | [38 94]
DH AH0         [the       ] | [58  4]
DH AH0         [the       ] | [ 0 58  4 51]
DH AH0         [the       ] | [58  4 61]
DH AH0         [the       ] | [18 58  4 69]
DH IY0         [the       ] | [ 0 13 58  4 68]
DH AH0         [the       ] | [56 58  4 51]
DH AH0         [the       ] | [81 13 58  4 51]
DH AH0         [the       ] | [30 58  4 51]
AH0 N          [an        ] | [38 94 97 54 69]
AH0            [a         ] | [67 94 55 51 70]
DH AH0         [the       ] | [14 58  4  8 40]
AH0            [a         ] | [94 51]
DH AH1         [the       ] | [57 58  4 51]
AH0            [a         ] | [ 3 14 13 95 94 51]
DH AH0         [the       ] | [58  4 19]
AH0            [a         ] | [94 61]
DH AH0         [the       ] | [56 58  4  8]
AH0            [a         ] | [39 94 79 19]
AH0            [a         ] | [67 94]
DH AH0         [the       ] | [66 14  0 58  4 61]
AH0            [a         ] | [92 94 51 70]
AH0            [a         ] | [67 94]
DH AH0         [the       ] | [58  4 94 51]
DH AH0         [the       ] | [57 58  4 51]
AH0            [a         ] | [67 94 51]
AH0            [a         ] | [38 28 61]
DH AH0         [the       ] | [58  4]
DH AH0         [the       ] | [58  4]
AH0            [a         ] | [47 94 79 19]
AH0            [a         ] | [67]
DH AH0         [the       ] | [14 58  4]
DH AH0         [the       ] | [58  4 28]
DH AH0         [the       ] | [58  4  8]
DH AH1         [the       ] | [56  4]
DH IY0         [the       ] | [14 13 58  4 22]
AH0            [a         ] | [94 61]
DH AH1         [the       ] | [14  0 58  4 80  7]
DH AH0         [the       ] | [56 58  4  8]
DH AH0         [the       ] | [29 14  0 58  4 51]
DH AH0         [the       ] | [58  4 61]
AH0            [a         ] | [67 94 97]
DH AH0         [the       ] | [58  4  8]
DH AH0         [the       ] | [56 58  4]
DH AH1         [the       ] | [57 58  4]
DH AH1         [the       ] | [66 81 13 58  4]
DH IY0         [the       ] | [56 58 50 74 69]
AH0            [a         ] | [94]
DH AH1         [the       ] | [56 58  4 51]
AH0            [a         ] | [94]
DH IY0         [the       ] | [29 14 58  4 50 74 22]
DH AH0         [the       ] | [29 14 58  4  8]
AH0            [a         ] | [ 3 13 95 94 19]
DH AH0         [the       ] | [21 56 58  4]
DH IY0         [the       ] | [58 50 74 91]
DH AH1         [the       ] | [58  4 51]
DH AH1         [the       ] | [56 58  4]
DH IY0         [the       ] | [57 58 50 74 38]
AH0            [a         ] | [58  4  8 70]
DH AH1         [the       ] | [57 58  4]
DH AH0         [the       ] | [56 58  4 51]
DH AH1         [the       ] | [57 58  4]
DH AH0         [the       ] | [57 58  4  8]
DH AH1         [the       ] | [56 58  4 51]
DH AH0         [the       ] | [ 0 58  4 51 30]
DH AH0         [the       ] | [58  4 51 70 30]
DH IY0         [the       ] | [58  4 50 74 69 95]
DH AH1         [the       ] | [56 58  4]
DH AH1         [the       ] | [58  4]
DH AH1         [the       ] | [56 58  4]
AH0            [a         ] | [94 32 51]
DH AH1         [the       ] | [ 0 58  4]
AH0            [a         ] | [58 94 80]
DH AH0         [the       ] | [10 58  4 51]
DH AH1         [the       ] | [58  4]
DH IY0         [the       ] | [30 58  4 74 69]
DH AH0         [the       ] | [56 58  4 51]
AH0            [a         ] | [69 95 94]
AH0            [a         ] | [39 94  8 70 10]
AH0            [a         ] | [ 3 29 14 95 94 93 80  7]
DH AH1         [the       ] | [ 3 29 14 58  4]
DH IY0         [the       ] | [56 58  4 50 74 26 69]
AH0            [a         ] | [69 95 94 28]
DH AH0         [the       ] | [58  4 18]
DH AH1         [the       ] | [57 58  4]
DH AH1         [the       ] | [29 13 58  4 93 28 61]
DH AH0         [the       ] | [56 58  4 51]
DH AH0         [the       ] | [56 58  4 51 70]
DH AH1         [the       ] | [14  0 58  4]
DH AH1         [the       ] | [14  0 58  4]
DH AH1         [the       ] | [57 58  4]
DH IY0         [the       ] | [58 50 74 69]
AH0            [a         ] | [67 94]
AH0            [a         ] | [67 94 51]
DH IY0         [the       ] | [56 58 50 74 67 91]
DH AH0         [the       ] | [56 58  4]
DH AH0         [the       ] | [56 58  4]
DH AH0         [the       ] | [57 58  4 51 70 30]
DH AH0         [the       ] | [58  4 51]
DH IY0         [the       ] | [21 58  4 50 74 16]
DH AH0         [the       ] | [14 13 58  4]
AH0            [a         ] | [94 28 61]
AH0            [a         ] | [91 94 51 40]
DH AH0         [the       ] | [58  4  8 40]
DH AH0         [the       ] | [56 58  4 19]
AH0            [a         ] | [67 94 61]
AH0            [a         ] | [67 94  7]
DH AH0         [the       ] | [58  4 51]
AH0 N          [an        ] | [67 97 98 67]
AE1 N          [an        ] | [ 3 14 81 13 95 34 54 67]
DH AH0         [the       ] | [57 58  4 79 19]
AH0            [a         ] | [94 28]
DH AH1         [the       ] | [57 58  4]
AH0            [a         ] | [67 94]
DH AH1         [the       ] | [56 58  4]
AH0            [a         ] | [94  8 70]
DH AH0         [the       ] | [57 58  4 19]
DH IY0         [the       ] | [13 58  4 74]
AH0            [a         ] | [ 4 94]
DH AH0         [the       ] | [29 14 13 58  4 61]
DH AH0         [the       ] | [57 58  4 19]
DH AH1         [the       ] | [56 58  4]
AH0            [a         ] | [69 95 94 28]
AH0            [a         ] | [67 94  8]
DH IY0         [the       ] | [58 50 74 91]
DH AH0         [the       ] | [ 0 58  4]
DH IY0         [the       ] | [14 13 58  4]
DH AH1         [the       ] | [59 58  4 73]
DH IY0         [the       ] | [56 58 50 74 91]
DH AH0         [the       ] | [56 58  4]
DH AH0         [the       ] | [58  4 61]
DH AH0         [the       ] | [58  4]
DH IY0         [the       ] | [58 50 74]
L EY1 D IY0    [lady      ] | [ 7 84 31 74 68 23 50 26 53 37]
DH AH0         [the       ] | [58  4 51]
DH AH0         [the       ] | [72 10 58  4]
DH AH0         [the       ] | [54 58  4]
DH AH0         [the       ] | [72 58  4 54]
DH AH0         [the       ] | [58  4]
L EY1 D IY0    [lady      ] | [ 7 84 31 74 68 23 67 50 74]
DH AH0         [the       ] | [ 0 58  4]
AE1 N          [an        ] | [42 66 69  0 95 34 54 67]
DH AH0         [the       ] | [29  0 58  4]
DH AH0         [the       ] | [56 58  4 51]
DH AH1         [the       ] | [58  4]
L EY1 D IY0    [lady      ] | [ 7 84 31 74 68 23 67 50 26 53 42]
DH AH0         [the       ] | [58  4]
L EY1 D IY0    [lady      ] | [ 7 84 31 68 23 67 50 26 53 42]
DH AH0         [the       ] | [57 56 58  4 19]
DH AH1         [the       ] | [57 58  4]
DH AH0         [the       ] | [56 58  4 19]
DH AH0         [the       ] | [58  4 51]
DH AH0         [the       ] | [ 0 58  4 51]
DH AH1         [the       ] | [56 58  4]
AH0            [a         ] | [94  8]
DH AH0         [the       ] | [56 58  4 51]
DH AH0         [the       ] | [14  0 58  4 73]
AH0            [a         ] | [81 13 95 94]
DH AH0         [the       ] | [58  4  8]
AH0            [a         ] | [82 94 18]
AH0            [a         ] | [38 94 51]
DH IY0         [the       ] | [30 58  4 74]
DH AH0         [the       ] | [56 58  4]
DH AH0         [the       ] | [ 0 58  4]
AH0            [a         ] | [39 94 28]
DH AH0         [the       ] | [ 0 58  4]
DH IY0         [the       ] | [72 58 50 74 69]
DH AH0         [the       ] | [57 58  4]
DH AH1         [the       ] | [40 58  4]
AH0            [a         ] | [94 51]
AH0            [a         ] | [39 94]
AH0 N          [an        ] | [10 67 57]
AH0            [a         ] | [ 3 81 13 95 94]
DH IY0         [the       ] | [56 58 50 74]
AH0            [a         ] | [67 94]
DH AH1         [the       ] | [58  4]
DH IY0         [the       ] | [81 13 58 50 74 69]
AH0            [a         ] | [94 61]
AH0            [a         ] | [94 51]
DH AH1         [the       ] | [29 81 13 58  4]
AH0            [a         ] | [67 94 51 40]
AH0            [a         ] | [94 51]
DH AH1         [the       ] | [ 0 58  4 73]
DH AH0         [the       ] | [57 58  4]
AH0            [a         ] | [67 28]
DH AH0         [the       ] | [72 58  4 51]
DH AH0         [the       ] | [58  4 46]
DH AH1         [the       ] | [58  4]
AE1 N          [an        ] | [57 67 97 67]
DH AH0         [the       ] | [58  4]
L EY1 D IY0    [lady      ] | [ 7 84 31 74 68 23 50 74 68]
DH AH0         [the       ] | [81  0 13 58  4]
DH AH0         [the       ] | [81  0 58  4]
DH AH0         [the       ] | [56 58  4 73]
DH AH0         [the       ] | [56  4  7]
DH IY0         [the       ] | [66 13 56 50 74 91]
AH0            [a         ] | [94 28 61]
DH AH1         [the       ] | [18 58  4]
DH AH0         [the       ] | [ 0 58  4 51]
DH AH1         [the       ] | [56 58  4]
AH0            [a         ] | [94]
DH AH0         [the       ] | [ 0 58  4 51 19]
DH AH0         [the       ] | [56 58  4]
AH0            [a         ] | [94]
DH AH0         [the       ] | [13 58  4 61]
AH0            [a         ] | [94 28]
DH AH0         [the       ] | [29  0 58  4 51]
DH AH0         [the       ] | [59 58  4  8]
DH AH0         [the       ] | [ 9 56 58  4  8]
DH AH0         [the       ] | [56 58  4]
AH0            [a         ] | [39 94]
DH AH1         [the       ] | [72 58  4]
DH AH1         [the       ] | [58  4]
DH AH0         [the       ] | [58  4 61]
DH AH0         [the       ] | [ 0 58  4  7]
AH0            [a         ] | [67 94]
AH0            [a         ] | [39 94  7]
AH0            [a         ] | [67 94]
DH AH0         [the       ] | [29  0 58  4]
AH0            [a         ] | [39 94]
DH AH1         [the       ] | [66  0 58  4]
AH0            [a         ] | [94]
DH IY0         [the       ] | [58  4]
DH AH0         [the       ] | [58  4]
DH AH0         [the       ] | [58  4]
DH AH0         [the       ] | [ 0 58  4 61]
AH0            [a         ] | [ 8 23 79]
DH AH0         [the       ] | [29  0 58  4 28]
DH AH0         [the       ] | [13  0 58  4  8 40]
DH IY0         [the       ] | [14  0 13 58 22 74]
DH IY0         [the       ] | [56 58 50 74]
DH IY0         [the       ] | [58 50 74 38]
DH AH0         [the       ] | [ 0 58  4 51]
DH AH0         [the       ] | [58  4]
DH IY0         [the       ] | [58 50 74 69 91]
DH AH0         [the       ] | [58  4 51]
DH AH0         [the       ] | [58  4]
DH AH0         [the       ] | [ 9  8 40 58  4 28  8]
AH0            [a         ] | [94]
DH AH0         [the       ] | [ 0 13 58  4 51 90]
AH0 N          [an        ] | [97 54 57 69]
DH AH1         [the       ] | [57 58  4  7]
DH IY0         [the       ] | [ 0 58  4 74]
DH IY0         [the       ] | [56 58 50 74]
DH AH0         [the       ] | [66 13 58  4 51]
DH AH0         [the       ] | [58  4]
DH AH0         [the       ] | [70 58  4 61]
DH AH1         [the       ] | [57 58  4]
DH AH0         [the       ] | [57 58  4 51]
DH IY0         [the       ] | [56 50 74]
AH0            [a         ] | [94 97]
AH0            [a         ] | [67 38 55  8]
DH AH1         [the       ] | [57 58  4]
DH IY0         [the       ] | [21 58  4 50 74]
DH AH0         [the       ] | [58  4 51]
DH AH0         [the       ] | [57 58  4 51]
DH IY0         [the       ] | [56 58 50 74]
DH IY0         [the       ] | [58 50 74 69]
DH AH1         [the       ] | [58  4]
DH AH0         [the       ] | [54 57  4 73]
DH AH0         [the       ] | [56 58  4 51]
AH0            [a         ] | [23 67 94  8 40]
DH AH0         [the       ] | [58  4]
DH AH1         [the       ] | [56 58  4]
DH AH1         [the       ] | [30 58  4]
AH0            [a         ] | [7]
DH AH1         [the       ] | [ 0 58  4]
DH AH0         [the       ] | [29 14  0 58  4]
DH AH0         [the       ] | [ 0 58  4]
AH0            [a         ] | [ 4 51]
DH IY0         [the       ] | [13 58  4]
DH AH1         [the       ] | [56 58  4]
DH IY0         [the       ] | [ 0 58 22 74]
DH AH0         [the       ] | [56  4 51]
DH AH1         [the       ] | [56 58  4]
AH0            [a         ] | [67 94 51]
DH IY0         [the       ] | [56 58  4]
DH AH0         [the       ] | [30 58  4 19]
DH AH0         [the       ] | [14 13 58  4 51]
DH AH0         [the       ] | [68 56 58  4 28 61]
DH IY0         [the       ] | [56 58  4 50 74]
DH AH0         [the       ] | [57 58  4 51]
DH AH0         [the       ] | [56 58  4  8]
DH AH0         [the       ] | [ 0 58  4 19]
AH0            [a         ] | [94 61]
AH0            [a         ] | [14 13 95 94 51]
DH AH0         [the       ] | [58  4 19]
DH AH0         [the       ] | [56 58  4]
AH0            [a         ] | [29 13 95 94]
DH AH1         [the       ] | [57  4 44]
AH0            [a         ] | [58  4 51]
AH0            [a         ] | [14 13 95 94]
DH AH0         [the       ] | [30 58  4 51]
AH0 N          [an        ] | [82 79 97 54 98 67]
DH IY0         [the       ] | [57 58 50 74]
DH AH0         [the       ] | [13 58  4 76 19]
AH0            [a         ] | [39 94]
DH AH0         [the       ] | [29  0 13 58  4]
AH0            [a         ] | [67 94]
DH AH0         [the       ] | [57 58  4]
AH0            [a         ] | [79 94 97]
AH0 N          [an        ] | [79 97 98 67]
DH AH0         [the       ] | [57 58  4]
AH0            [a         ] | [94 51]
DH AH0         [the       ] | [58  4]
AH0            [a         ] | [94 51]
DH IY0         [the       ] | [56 58  4]
DH IY0         [the       ] | [58 50]
DH AH0         [the       ] | [58  4]
DH AH0         [the       ] | [ 0 58  4 51]
AH0            [a         ] | [94 28]
DH AH1         [the       ] | [ 0 13 58  4  9]
DH AH1         [the       ] | [56 58  4]
DH IY0         [the       ] | [56 58 50 74]
DH IY0         [the       ] | [13  0 58 22]
DH AH0         [the       ] | [14  0 58  4 51]
DH IY0         [the       ] | [56 58 50 74]
DH IY0         [the       ] | [58 50]
AH0            [a         ] | [82 94 51]
AH0            [a         ] | [69 94]
DH AH0         [the       ] | [56 58  4 51]
DH AH0         [the       ] | [57 58  4]
DH AH1         [the       ] | [56 58  4]
AH0 N          [an        ] | [39 94 97 54]
AH0            [a         ] | [85 94 97]
DH AH0         [the       ] | [57 58  4]
DH IY0         [the       ] | [66 14 13 58 50 74]
DH AH0         [the       ] | [58  4 51]
DH IY0         [the       ] | [40 58  4]
DH IY0         [the       ] | [57 58 50]
DH AH0         [the       ] | [58  4 97]
DH IY0         [the       ] | [58  4]
DH AH0         [the       ] | [56 58  4]
DH AH0         [the       ] | [56 58  4 51]
DH AH0         [the       ] | [14  0 58  4]
AH0            [a         ] | [79 94]
DH IY0         [the       ] | [56 58 50 74]
DH IY0         [the       ] | [40 58 50 74]
AH0            [a         ] | [92 94 51 90]
DH IY0         [the       ] | [30 58 22 74]
DH AH0         [the       ] | [ 0 58  4 55 44]
AH0            [a         ] | [94 97  8 40]
DH IY0         [the       ] | [56 58  4 50 74]
AH0            [a         ] | [58 94  4]
DH AH0         [the       ] | [ 0 58  4]
DH AH0         [the       ] | [56  4 90]
DH AH0         [the       ] | [56 58  4 28 61]
AH0            [a         ] | [39 94 51]
DH AH1         [the       ] | [57 58  4]
DH AH0         [the       ] | [58  4]
DH IY0         [the       ] | [56 67 50 71]
DH AH0         [the       ] | [58  4 51]
AH0            [a         ] | [67 94 28]
DH IY0         [the       ] | [30 58 22 74]
EY1            [a         ] | [38 50 74 22]
DH AH1         [the       ] | [58  4]
DH AH0         [the       ] | [ 0 13 58  4 19]
AH0            [a         ] | [67 94 51]
DH AH0         [the       ] | [56 58  4 51]
DH AH0         [the       ] | [56 58  4]
DH IY0         [the       ] | [ 0 58 50 74]
DH AH0         [the       ] | [57 58  4]
DH AH0         [the       ] | [56 58  4]
DH IY0         [the       ] | [57 58 50]
AH0            [a         ] | [39 94 28 61]
DH AH0         [the       ] | [58  4]
EY1            [a         ] | [50]
AH0            [a         ] | [94]
AH0            [a         ] | [67 97]
DH IY0         [the       ] | [58  4 50 74]
AH0            [a         ] | [58 94  8 40]
DH AH0         [the       ] | [58  4 28 61]
DH IY0         [the       ] | [21 39 50 74]
DH AH0         [the       ] | [58  4 51]
AH0            [a         ] | [39 94]
DH AH0         [the       ] | [57 58  4 19]
AH0            [a         ] | [94 28 61]
AH0            [a         ] | [94]
AH0 N          [an        ] | [39 94 97 54]
AH0            [a         ] | [94  8]
AH0            [a         ] | [67 94 28 61]
DH IY0         [the       ] | [57 58 50 74 88]
DH AH0         [the       ] | [30  1 58  4  8]
DH AH0         [the       ] | [56 58  4 51]
DH AH0         [the       ] | [58  4 51]
DH AH0         [the       ] | [67  4  8]
DH AH0         [the       ] | [56 58  4]
AH0            [a         ] | [13 95 94  8 40]
DH AH1         [the       ] | [58  4]
DH AH1         [the       ] | [72 56 58  4]
DH AH0         [the       ] | [58  4 46]
DH AH0         [the       ] | [58  4 51]
DH IY0         [the       ] | [57 58 50 74 67]
AH0            [a         ] | [94 51]
DH IY0         [the       ] | [57 58 50]
AH0            [a         ] | [67 94 51]
DH AH0         [the       ] | [58  4  8]
DH AH1         [the       ] | [ 2 39  4]
DH AH1         [the       ] | [29 14 58  4]
AH0            [a         ] | [94  8]
AH0            [a         ] | [67 94]
DH AH0         [the       ] | [ 0 58  4 80]
DH AH0         [the       ] | [29 14 58  4  8]
DH AH1         [the       ] | [58  4]
DH AH1         [the       ] | [29 14  0 58  4  7]
AH0            [a         ] | [ 0 13 94 51]
AH0            [a         ] | [94 51]
AH0            [a         ] | [67 94 51]
DH AH0         [the       ] | [58  4]
AH0            [a         ] | [85 94 97]
DH AH0         [the       ] | [30 58  4  8]
DH AH0         [the       ] | [16 56 58  4 61]
DH AH0         [the       ] | [57 58  4 61]
DH AH0         [the       ] | [ 0 58  4 61]
DH AH0         [the       ] | [39 94 28]
DH AH0         [the       ] | [57 58  4]
AH0 N          [an        ] | [39 94 97 54 98 69]
DH AH0         [the       ] | [56 58  4]
DH AH0         [the       ] | [30 58  4]
DH AH0         [the       ] | [58  4 73]
DH AH0         [the       ] | [56 58  4]
DH AH0         [the       ] | [56 58  4 61]
DH AH0         [the       ] | [72 58  4 51]
DH AH0         [the       ] | [56 58  4]
AH0            [a         ] | [94 44]
DH IY0         [the       ] | [56 58 50 74 69]
DH AH0         [the       ] | [57 58  4 51]
AH0            [a         ] | [69 95 94 32  7]
DH AH0         [the       ] | [56 58  4]
AH0            [a         ] | [67 94 51 70]
AH0            [a         ] | [67 94 51]
DH AH0         [the       ] | [56 58  4 69]
DH AH0         [the       ] | [56 58  4]
DH IY0         [the       ] | [32 56 58  4 74 91]
DH AH0         [the       ] | [13  0 58  4]
AH0            [a         ] | [69 95 94 51 70]
DH AH0         [the       ] | [58  4  8 70]
DH IY0         [the       ] | [57 58  4 50 74 69]
DH AH0         [the       ] | [58  4 51]
AH0            [a         ] | [94]
DH AH1         [the       ] | [56  0 58  4]
DH AH1         [the       ] | [58  4]
DH AH0         [the       ] | [ 2 58  4  8]
DH AH0         [the       ] | [56 58  4 51]
DH IY0         [the       ] | [ 0 58  4 51]
DH AH0         [the       ] | [56 58  4]
DH AH1         [the       ] | [56  4]
DH AH1         [the       ] | [57 58  4]
AH0            [a         ] | [67 94]
DH AH0         [the       ] | [ 0 13 58  4]
DH AH1         [the       ] | [57 58  4]
DH AH0         [the       ] | [58  4]
DH AH0         [the       ] | [ 0 58  4 18]
DH AH1         [the       ] | [56 58  4]
DH AH0         [the       ] | [56 58  4 51]
DH AH0         [the       ] | [ 0 13 58  4]
AH0            [a         ] | [94  8]
AH0            [a         ] | [69 94]
DH AH0         [the       ] | [56 58  4  8]
DH AH0         [the       ] | [16 56 58  4 51]
AH0            [a         ] | [95 94]
DH AH1         [the       ] | [57 58  4]
DH AH0         [the       ] | [56 58  4  8]
DH AH0         [the       ] | [56 58  4]
DH AH0         [the       ] | [29  0 13 58]
DH AH0         [the       ] | [66 56 58  4]
DH AH1         [the       ] | [29  0 58  4 73]
DH AH0         [the       ] | [13 58  4 19]
DH AH0         [the       ] | [ 0 13 58  4 51]
DH AH0         [the       ] | [29 13 58  4]
AH0            [a         ] | [67 94]
DH AH0         [the       ] | [56  4 61]
DH AH0         [the       ] | [56 58  4]
DH IY0         [the       ] | [56 58 50 74 69 95]
DH AH0         [the       ] | [57 58  4]
DH AH0         [the       ] | [56 58  4 51]
DH AH0         [the       ] | [57 58  4 51 73]
DH AH0         [the       ] | [ 0 13 58  4 51]
AH0            [a         ] | [39 94 61]
DH AH1         [the       ] | [56 58  4 51]
DH IY0         [the       ] | [57 58  4 74 69]
DH AH0         [the       ] | [ 3 29  0 58  4]
AH0            [a         ] | [67 94]
AH0            [a         ] | [82 94  8 40]
DH AH0         [the       ] | [58  4]
DH AH1         [the       ] | [ 0 58  4 93 94 53]
DH AH0         [the       ] | [14  0 58  4 51]
DH AH1         [the       ] | [17 58  4]
AH0            [a         ] | [94]
AH0            [a         ] | [92 94]
AH0            [a         ] | [39 94]
AH0            [a         ] | [94]
DH IY0         [the       ] | [56 58  4 69]
DH AH0         [the       ] | [58  4]
DH AH0         [the       ] | [56 58  4 51]
AH0            [a         ] | [ 0 95 55  8 70]
AH0            [a         ] | [94]
AH0            [a         ] | [67 94]
DH AH1         [the       ] | [59 56 58  4]
AH0            [a         ] | [94 28]
DH IY0         [the       ] | [59 35 17 58  4 74 16]
DH AH0         [the       ] | [72 56 58  4  8]
AH0            [a         ] | [13 95 34 55  8]
AH0            [a         ] | [94 51 70]
DH AH0         [the       ] | [29 13 17 58  4]
DH IY0         [the       ] | [17 58 50 74]
DH AH1         [the       ] | [58  4 94]
AH0            [a         ] | [29 13 95 55 28 61]
DH AH1         [the       ] | [29 13 58  4]
DH AH1         [the       ] | [13 17 58  4]
DH IY0         [the       ] | [58 50 74]
DH AH1         [the       ] | [17 58  4]
L EY1 D IY0    [lady      ] | [14 13  7 84 31 74 68 23 67 50 26 53]
L EY1 D IY0    [lady      ] | [66  7 84 31 74 68 23 50 26 53 66]
L EY1 D IY0    [lady      ] | [ 7 84 31 68 23 50 74 26 37 87]
L EY1 D IY0    [lady      ] | [35 73  7 84 31 68 23 67 50 26 53 37]
L EY1 D IY0    [lady      ] | [81 13  7 84 91 31 74 68 23 50 74 26 53]
L EY1 D IY0    [lady      ] | [66  7 84 31 74 68 23 67 50 74 26 53 42 66]
L EY1 D IY0    [lady      ] | [ 7 84 31 68 23 50 26 53 37]
AH0            [a         ] | [69 30 95 94]
L EY1 D IY0    [lady      ] | [ 7 84 31 68 23 67 50 26 53 37]
DH AH0         [the       ] | [29 14 13 17 58  4]
AH0            [a         ] | [94 33 79 19]
L EY1 D IY0    [lady      ] | [ 7 84 31 68  8 23 50 26 53 37]
EY1            [a         ] | [74 38 51]
DH IY0         [the       ] | [59 17 58 50 74 69]
AH0            [a         ] | [38 94 51 17]
DH AH1         [the       ] | [56 17 58  4]
L EY1 D IY0    [lady      ] | [29 13  7 84 31 74 68 23 50 26 68]
L EY1 D IY0    [lady      ] | [66  7 84 31 74 68 23 67 50 74 26 53 37]
L EY1 D IY0    [lady      ] | [ 7 84 31 68 23 50 26 53 37]
L EY1 D IY0    [lady      ] | [ 7 84 31 26 68 23 50 26 53 37]
DH IY0         [the       ] | [29 13 17 58  4 74 69]
DH AH0         [the       ] | [14 13 17 58  4]
DH AH0         [the       ] | [13 17 58  4  8 70]
AH0            [a         ] | [ 0 95 94 51]
AH0            [a         ] | [38 94 28]
AH0            [a         ] | [14 13 64 94  8]
AH0 N          [an        ] | [79 97 54 67]
L EY1 D IY0    [lady      ] | [ 7 84 31 68 23 67 50 26 53 37]
DH AH0         [the       ] | [56 58  4 51 90]
DH IY0         [the       ] | [59 58 50 69 30]
DH AH0         [the       ] | [58  4 51 18]
DH AH1         [the       ] | [58  4]
DH AH1         [the       ] | [14 13 17 58  4]
AH0            [a         ] | [94 51]
DH AH0         [the       ] | [14 13 17 58  4  7]
DH IY0         [the       ] | [68 56 58  4 51]
DH AH0         [the       ] | [17 58  4 51]
DH AH0         [the       ] | [56 17 58  4 19]
DH AH0         [the       ] | [58  4 51 70]
DH AH0         [the       ] | [58  4 61]
DH AH0         [the       ] | [72 58  4 61]
DH AH1         [the       ] | [17 58  4]
DH AH0         [the       ] | [66 13 58  4 61]
DH AH1         [the       ] | [58  4]
DH AH0         [the       ] | [56 58  4  8]
DH AH0         [the       ] | [58  4 61]
DH AH0         [the       ] | [56 58  4 19]
DH AH0         [the       ] | [56 58  4  8]
DH IY0         [the       ] | [72 58  4 74 69]
DH AH0         [the       ] | [17 58  4]
DH AH1         [the       ] | [66 17 58  4]
AH0            [a         ] | [67 94 45]
AH0            [a         ] | [39 94 51]
DH AH0         [the       ] | [56 58  4 73]
DH AH0         [the       ] | [14 29 13 17 58  4  7]
AH0            [a         ] | [94 19]
DH IY0         [the       ] | [17 58 50 74 69]
DH AH1         [the       ] | [56 58  4]
DH AH0         [the       ] | [56 17 58  4 28 61]
DH AH1         [the       ] | [58  4]
DH AH0         [the       ] | [69 66 17 58  4  7]
L EY1 D IY0    [lady      ] | [ 7 84 31 68 23 50 26 68]
DH AH0         [the       ] | [14 29 13 58  4  8]
DH AH1         [the       ] | [58  4]
AH0            [a         ] | [38 28]
AH0            [a         ] | [39 94 19]
DH IY0         [the       ] | [17 58 50 74 69]
AH0            [a         ] | [67 28]
DH AH1         [the       ] | [68 56 17 58  4]
DH AH1         [the       ] | [56 58  4]
DH AH0         [the       ] | [58  4]
DH AH0         [the       ] | [ 3 13 58  4 19]
DH IY0         [the       ] | [56 58 74 69 30]
DH AH0         [the       ] | [56 58  4]
DH AH0         [the       ] | [58  4 61]
DH IY0         [the       ] | [72 58 74]
AH0            [a         ] | [38 94  8 70]
DH AH0         [the       ] | [17 58  4  8]
AH0            [a         ] | [39 94 51 61]
DH AH0         [the       ] | [56 58  4 28]
DH IY0         [the       ] | [58  4 74]
DH AH0         [the       ] | [59 58  4  8]
AH0            [a         ] | [81 13 95 94]
DH AH1         [the       ] | [58  4]
AH0            [a         ] | [67 94 18]
DH AH1         [the       ] | [58  4 28]
AH0            [a         ] | [94 51 40]
DH AH0         [the       ] | [58  4]
DH AH1         [the       ] | [58  4  7]
DH IY0         [the       ] | [58  4 50 74]
AH0            [a         ] | [67 94  7]
AH0            [a         ] | [58  4 51]
DH AH1         [the       ] | [17 58  4]
DH AH0         [the       ] | [57 58  4 51]
DH IY0         [the       ] | [40 58 50 74 38]
AH0            [a         ] | [38 94 51]
AH0            [a         ] | [94 51]
AH0            [a         ] | [94  7]
DH AH0         [the       ] | [13 58  4  8]
DH AH1         [the       ] | [58  4]
DH AH0         [the       ] | [81  0 58  4 51]
DH AH0         [the       ] | [58  4  8 40]
AH0            [a         ] | [58 94 51]
DH AH0         [the       ] | [58  4 51]
DH IY0         [the       ] | [54 58 50 74]
DH AH0         [the       ] | [58  4 97]
DH AH1         [the       ] | [56 58  4]
AH0            [a         ] | [58  4 94 28  8 40 10]
DH AH0         [the       ] | [30 58  4]
DH AH0         [the       ] | [56 58  4 19]
AH0            [a         ] | [94  7]
AH0            [a         ] | [67 94]
AH0            [a         ] | [13 95 94 61]
