Class 0
5694-64025-0015 0.71 0.85
5694-64025-0023 4.18 4.38
5694-64029-0020 11.18 11.29
6241-61943-0026 1.04 1.24
6241-61946-0014 1.48 1.65
6241-66616-0019 4.59 4.73
6241-66616-0021 2.03 2.12
6241-66616-0024 1.46 1.58
6313-66125-0001 3.55 3.64
6313-66125-0011 2.52 2.67
6313-66125-0012 0.39 0.55
6313-66129-0033 7.79 7.97
6313-76958-0029 3.01 3.11
6319-275224-0008 3.89 4.01
6319-57405-0009 4.58 4.71
6345-64257-0000 8.51 8.66
6345-93302-0002 0.44 0.62
6345-93302-0009 5.10 5.18
6345-93302-0014 5.31 5.46
6345-93302-0018 0.90 1.03
6345-93302-0018 2.52 2.65
6345-93302-0029 7.43 7.65
6345-93306-0007 2.19 2.27
6345-93306-0017 2.97 3.08
6345-93306-0020 0.93 1.05
6345-93306-0023 3.01 3.23
652-130726-0012 1.62 1.73
652-130726-0029 2.63 2.82
777-126732-0047 2.34 2.51
7850-281318-0019 0.89 1.02
7850-281318-0020 1.31 1.45
7976-105575-0000 1.22 1.46
7976-105575-0008 0.70 0.94
7976-105575-0009 2.81 2.93
7976-110124-0002 0.81 0.95
7976-110124-0008 3.73 3.91
7976-110124-0016 1.56 1.67
7976-110124-0019 1.45 1.56
8297-275154-0012 2.69 3.08
8297-275154-0014 0.38 0.69
8297-275154-0015 1.45 1.56
8297-275155-0007 1.32 1.43
8297-275155-0014 6.87 7.08
8297-275155-0015 0.51 0.70
8297-275155-0022 4.34 4.50
8297-275156-0001 0.51 0.65
84-121123-0005 10.94 11.06
84-121123-0008 4.95 5.02
84-121123-0017 4.39 4.50
84-121123-0026 8.16 8.31
84-121123-0026 12.89 13.01
84-121123-0027 2.42 2.52
8842-304647-0002 18.78 18.93
8842-304647-0009 3.07 3.20

Class 59
1272-135031-0010 7.21 7.38
1462-170138-0005 6.22 6.41
1462-170142-0006 1.41 1.62
1462-170142-0018 0.48 0.73
1462-170142-0022 2.03 2.30
1673-143396-0004 14.65 14.90
1673-143396-0020 9.97 10.13
1673-143397-0002 4.75 4.92
1673-143397-0012 4.12 4.30
174-168635-0002 1.44 1.64
174-50561-0001 1.81 1.98
174-84280-0012 13.23 13.48
1919-142785-0060 2.49 2.62
1988-147956-0001 3.98 4.16
1988-24833-0001 4.13 4.38
1993-147964-0007 0.55 0.78
1993-147964-0010 9.42 9.64
1993-147964-0010 18.59 18.86
2035-147960-0009 1.89 2.06
2035-147960-0010 1.81 2.05
2035-147960-0016 0.94 1.14
2035-152373-0016 1.54 1.73
2078-142845-0006 3.26 3.44
2078-142845-0008 18.04 18.30
2086-149214-0001 5.86 6.04
2086-149220-0004 1.26 1.47
2277-149897-0007 0.94 1.22
2412-153947-0009 1.54 1.74
2412-153954-0005 1.04 1.24
2428-83705-0026 5.69 5.84
251-118436-0003 5.30 5.48
251-136532-0015 1.19 1.47
251-137823-0020 2.31 2.46
2803-154320-0003 4.03 4.27
2803-154328-0019 2.88 3.04
2803-161169-0012 7.46 7.67
2902-9006-0016 4.32 4.50
3000-15664-0004 0.59 0.74
3081-166546-0000 9.10 9.32
3081-166546-0007 1.76 2.00
3081-166546-0051 4.10 4.32
3081-166546-0077 0.51 0.78
3081-166546-0086 1.96 2.20
3170-137482-0015 5.73 5.89
3170-137482-0031 7.64 7.80
3536-23268-0013 2.54 2.75
3536-23268-0019 7.45 7.63
3536-23268-0021 1.45 1.64
3536-23268-0021 8.90 9.10
3536-8226-0001 2.06 2.27
3576-138058-0001 2.09 2.28
3576-138058-0003 0.43 0.59
3576-138058-0020 23.25 23.51
3576-138058-0022 12.17 12.41
3576-138058-0023 0.67 0.88
3576-138058-0035 16.53 16.68
3752-4943-0022 1.20 1.46
3752-4943-0025 2.16 2.38
3853-163249-0010 9.11 9.30
3853-163249-0015 0.40 0.58
3853-163249-0020 2.26 2.44
3853-163249-0026 4.46 4.66
3853-163249-0030 7.32 7.51
422-122949-0013 0.45 0.67
422-122949-0027 13.73 13.92
5338-24640-0007 10.64 10.92
5338-284437-0026 7.24 7.47
5536-43358-0012 0.37 0.54
5536-43359-0016 1.61 1.78
5536-43363-0004 0.58 0.77
5895-34615-0016 12.86 13.03
5895-34615-0021 4.18 4.40
5895-34622-0007 2.75 2.94
5895-34629-0006 0.67 0.90
5895-34629-0025 0.39 0.62
5895-34629-0028 2.87 3.10
6241-66616-0013 1.09 1.26
6241-66616-0019 5.39 5.56
6241-66616-0025 9.37 9.52
6295-64301-0031 0.49 0.69
6313-66125-0027 5.19 5.36
6313-66129-0008 0.69 0.88
6313-66129-0014 7.01 7.22
6313-66129-0024 6.55 6.72
6313-66129-0033 6.61 6.75
6313-76958-0009 1.05 1.26
6313-76958-0018 1.02 1.38
6313-76958-0022 1.65 1.85
6313-76958-0031 1.46 1.69
6319-275224-0019 0.75 0.98
6319-64726-0003 0.64 0.96
6345-93306-0025 1.23 1.46
652-130726-0013 0.66 0.83
652-130726-0034 2.56 2.73
777-126732-0022 2.00 2.17
777-126732-0037 4.52 4.68
7850-286674-0001 0.65 0.97
7850-286674-0009 5.47 5.66
7850-73752-0000 1.67 1.97
7850-73752-0003 2.69 2.87
7850-73752-0003 3.66 3.83
7850-73752-0003 14.50 14.68
7850-73752-0008 9.77 9.96
7976-110124-0008 1.89 2.06
7976-110523-0004 3.99 4.18
8297-275154-0004 1.06 1.24
8297-275154-0014 2.51 2.88
8297-275155-0010 0.93 1.10
84-121123-0002 6.96 7.18
8842-302196-0004 4.79 4.98
8842-302201-0002 6.96 7.19
8842-304647-0003 5.19 5.41

Class 60
1272-128104-0008 3.94 4.19
1272-128104-0009 11.68 11.83
1272-141231-0020 1.35 1.54
1462-170138-0017 4.29 4.46
1462-170145-0013 0.50 0.79
1673-143397-0007 2.07 2.37
1673-143397-0015 4.34 4.69
174-168635-0003 11.23 11.42
174-168635-0004 3.09 3.26
1919-142785-0061 4.75 4.91
1988-147956-0008 7.71 7.90
1988-147956-0009 2.56 2.69
1988-147956-0022 5.05 5.26
1988-147956-0025 1.22 1.42
1993-147149-0002 4.05 4.24
1993-147964-0009 6.78 7.00
1993-147965-0007 2.43 2.69
2078-142845-0008 10.40 10.58
2078-142845-0012 7.63 7.82
2078-142845-0015 6.29 6.46
2078-142845-0025 10.86 11.14
2078-142845-0025 26.27 26.51
2078-142845-0027 5.71 5.90
2078-142845-0028 7.75 7.97
2078-142845-0034 5.94 6.16
2086-149220-0029 3.00 3.20
2277-149897-0005 9.82 9.94
2412-153948-0004 15.60 15.80
2412-153954-0009 1.59 1.79
2428-83705-0015 8.49 8.70
2428-83705-0042 6.12 6.32
251-118436-0003 6.74 6.98
251-136532-0003 6.34 6.56
251-136532-0003 13.80 13.97
2803-154320-0000 4.97 5.23
2803-161169-0005 7.13 7.35
2803-161169-0005 13.03 13.28
2803-161169-0009 7.61 7.80
2803-161169-0010 7.74 7.96
2902-9006-0020 4.45 4.68
3000-15664-0037 4.80 5.08
3081-166546-0031 7.78 7.99
3081-166546-0037 2.82 3.19
3170-137482-0019 1.14 1.34
3170-137482-0022 11.59 11.82
3536-23268-0006 1.59 1.79
3536-23268-0010 0.38 0.56
3536-23268-0018 2.94 3.12
3536-8226-0011 6.53 6.75
3576-138058-0001 6.50 6.77
3576-138058-0005 10.31 10.61
3576-138058-0019 5.05 5.32
3752-4944-0020 11.07 11.26
3853-163249-0002 3.66 3.89
3853-163249-0008 3.55 3.77
3853-163249-0014 1.98 2.13
3853-163249-0022 2.07 2.30
3853-163249-0030 3.56 3.72
3853-163249-0036 17.27 17.51
422-122949-0000 16.59 16.82
422-122949-0008 8.20 8.38
422-122949-0010 27.17 27.56
422-122949-0013 25.55 25.76
422-122949-0028 0.38 0.68
5338-24615-0002 14.74 14.96
5338-24615-0005 1.84 2.15
5338-24640-0009 6.99 7.22
5338-284437-0022 8.68 8.97
5536-43363-0007 3.29 3.52
6241-66616-0000 2.88 3.14
6241-66616-0018 2.66 2.84
6295-244435-0019 2.55 2.80
6295-244435-0030 1.64 1.84
6319-275224-0006 3.68 3.96
6319-64726-0002 3.66 3.84
6319-64726-0004 13.02 13.24
6345-64257-0000 5.10 5.31
6345-64257-0006 4.31 4.56
6345-64257-0019 5.63 5.82
652-129742-0000 5.17 5.39
652-129742-0009 8.95 9.23
652-129742-0015 8.12 8.28
652-129742-0015 8.93 9.18
652-130726-0002 11.65 11.83
652-130726-0005 1.98 2.12
652-130726-0006 5.23 5.44
652-130726-0009 1.69 1.88
652-130726-0011 13.41 13.54
652-130726-0022 5.83 6.01
652-130726-0025 0.93 1.16
652-130737-0012 0.94 1.08
777-126732-0066 6.61 6.76
7850-281318-0007 0.20 0.45
7850-73752-0003 23.15 23.28
7976-110523-0011 4.25 4.43
7976-110523-0011 6.79 6.98
8297-275154-0006 6.85 6.99
8297-275154-0014 11.13 11.33
84-121123-0004 1.85 2.00
84-121550-0007 8.01 8.24
84-121550-0013 0.41 0.68
84-121550-0021 6.83 7.07
8842-302196-0001 3.37 3.53
8842-302203-0003 2.29 2.51
8842-302203-0009 10.34 10.48
8842-302203-0010 7.24 7.41

Class 61
1272-128104-0000 1.40 1.52
1462-170142-0018 1.82 2.03
1673-143396-0007 1.79 1.90
1673-143396-0011 9.55 9.65
1673-143396-0016 5.40 5.51
1673-143396-0018 1.15 1.26
1673-143397-0005 3.76 3.93
174-168635-0007 2.69 2.82
174-50561-0011 4.10 4.23
1919-142785-0002 5.94 6.07
1919-142785-0004 1.30 1.45
1919-142785-0013 0.61 0.78
1919-142785-0018 5.72 5.86
1919-142785-0028 3.78 3.92
1919-142785-0043 1.58 1.75
1919-142785-0047 9.86 10.04
1988-147956-0027 4.26 4.41
1988-148538-0014 8.80 8.93
1988-24833-0026 1.62 1.74
1993-147149-0006 21.03 21.20
2035-152373-0005 11.79 11.91
2078-142845-0008 11.44 11.65
2078-142845-0025 17.84 18.00
2078-142845-0039 8.60 8.69
2078-142845-0043 1.83 2.03
2078-142845-0047 1.98 2.11
2412-153948-0008 1.66 1.82
2412-153948-0014 4.58 4.69
2412-153954-0007 2.90 3.05
2412-153954-0012 6.16 6.32
2412-153954-0014 9.53 9.65
2428-83705-0030 7.44 7.69
2428-83705-0034 4.36 4.53
251-136532-0001 4.57 4.70
2803-154328-0017 1.04 1.14
2803-154328-0017 6.10 6.24
2902-9006-0005 5.62 5.76
2902-9006-0007 15.39 15.52
2902-9006-0013 4.27 4.39
2902-9006-0014 8.56 8.67
2902-9008-0001 3.70 3.83
3000-15664-0024 6.03 6.15
3081-166546-0010 2.66 2.80
3081-166546-0022 2.12 2.25
3081-166546-0046 2.28 2.45
3081-166546-0050 2.62 2.76
3081-166546-0052 2.30 2.47
3081-166546-0079 7.12 7.24
3081-166546-0084 1.84 2.05
3170-137482-0001 17.06 17.20
3170-137482-0039 7.82 7.98
3536-23268-0001 1.63 1.82
3536-23268-0010 1.98 2.07
3536-8226-0003 3.60 3.72
3576-138058-0020 17.55 17.70
3576-138058-0034 0.96 1.21
3752-4943-0025 3.85 3.98
3853-163249-0006 5.64 5.80
3853-163249-0047 4.78 4.96
3853-163249-0056 1.13 1.30
422-122949-0006 7.92 8.06
422-122949-0026 11.21 11.34
5338-24615-0007 8.92 9.07
5338-24615-0011 2.39 2.49
5338-24615-0011 5.79 5.93
5338-24640-0003 2.83 2.95
5338-284437-0026 5.58 5.73
5536-43358-0005 1.74 1.87
5536-43363-0005 13.17 13.31
5536-43363-0009 1.55 1.66
5536-43363-0014 9.24 9.35
5536-43363-0019 5.76 5.87
5694-64025-0005 3.82 3.94
5694-64038-0002 6.10 6.20
5895-34622-0007 0.37 0.52
5895-34622-0009 3.75 3.93
5895-34622-0010 0.53 0.68
5895-34622-0013 2.55 2.71
5895-34622-0022 5.66 5.85
6241-61943-0004 2.34 2.46
6241-66616-0002 0.74 0.85
6241-66616-0011 8.36 8.46
6295-64301-0021 0.89 1.14
6295-64301-0021 1.93 2.11
6313-76958-0022 1.10 1.26
6319-57405-0009 12.61 12.79
6319-64726-0001 13.62 13.78
6319-64726-0009 8.15 8.33
6345-64257-0008 0.65 0.80
6345-93302-0005 1.77 1.89
6345-93302-0009 0.72 0.85
6345-93306-0000 1.60 1.78
6345-93306-0000 14.67 14.80
6345-93306-0015 6.42 6.56
652-130726-0017 1.45 1.56
652-130726-0025 0.45 0.61
652-130726-0027 3.81 3.94
652-130726-0034 1.90 2.07
7976-110124-0012 2.36 2.50
8297-275154-0006 10.02 10.14
84-121550-0024 7.32 7.44
8842-302196-0000 6.44 6.56
8842-302196-0010 4.50 4.63
8842-302201-0001 5.01 5.12
8842-302201-0015 3.85 4.01

Class 62
1272-128104-0001 3.28 3.51
1272-128104-0011 12.37 12.72
1462-170142-0040 0.41 0.58
1462-170145-0000 10.40 10.64
1673-143396-0006 13.32 13.50
1673-143396-0008 3.43 3.56
1673-143396-0008 12.76 12.97
1673-143397-0005 2.40 2.56
174-168635-0002 13.74 14.07
1919-142785-0013 2.07 2.30
1919-142785-0027 3.01 3.31
1919-142785-0047 11.50 11.70
1988-148538-0005 13.42 13.54
1988-148538-0013 9.38 9.56
1993-147149-0009 5.32 5.50
1993-147149-0024 6.79 6.89
1993-147964-0003 2.99 3.14
2035-152373-0001 12.63 12.84
2035-152373-0005 7.56 7.76
2035-152373-0005 18.11 18.32
2035-152373-0012 3.76 3.92
2078-142845-0025 23.30 23.58
2078-142845-0025 26.82 27.03
2086-149220-0010 3.76 3.91
2086-149220-0010 8.40 8.56
2086-149220-0012 12.82 12.96
2086-149220-0013 6.30 6.48
2277-149874-0005 2.82 3.00
2277-149874-0018 2.51 2.69
2277-149896-0011 2.88 3.06
2277-149896-0032 6.58 6.77
2412-153947-0005 1.72 1.87
2412-153948-0001 3.42 3.62
2412-153948-0012 3.72 3.89
2412-153954-0001 4.34 4.53
2412-153954-0003 2.81 2.96
2428-83699-0016 3.47 3.59
2428-83699-0019 3.24 3.45
2428-83705-0002 10.46 10.59
2428-83705-0012 1.30 1.53
2428-83705-0015 4.48 4.63
2428-83705-0015 8.70 8.94
2428-83705-0017 0.69 0.83
2428-83705-0020 0.91 1.05
2428-83705-0025 5.26 5.48
2428-83705-0026 9.28 9.48
2428-83705-0037 6.20 6.42
251-118436-0015 2.78 2.94
251-136532-0004 5.50 5.69
2902-9006-0001 1.30 1.51
2902-9006-0017 3.86 4.10
2902-9006-0017 13.67 13.91
2902-9008-0002 2.80 3.03
2902-9008-0010 3.43 3.63
3000-15664-0041 8.34 8.54
3000-15664-0045 11.13 11.37
3170-137482-0017 9.12 9.27
3170-137482-0020 5.30 5.46
3170-137482-0039 1.13 1.29
3536-8226-0020 5.16 5.34
3576-138058-0002 12.06 12.23
3576-138058-0015 7.12 7.37
3576-138058-0024 19.27 19.46
3576-138058-0036 5.25 5.48
3752-4943-0002 0.99 1.20
3752-4943-0020 3.30 3.46
3752-4944-0000 1.45 1.62
3752-4944-0069 6.73 6.92
3853-163249-0041 5.55 5.74
422-122949-0015 10.22 10.46
422-122949-0027 14.98 15.12
5338-24615-0005 14.00 14.19
5338-24640-0009 8.80 8.97
5338-284437-0007 2.36 2.54
5536-43359-0011 4.38 4.51
5536-43363-0009 1.40 1.55
5536-43363-0009 12.56 12.72
5694-64025-0019 3.45 3.67
5694-64029-0024 5.54 5.74
5694-64038-0014 0.48 0.62
5895-34622-0009 9.40 9.52
6241-61943-0012 2.38 2.59
6241-61943-0024 1.77 1.91
6241-66616-0005 0.71 0.89
6241-66616-0007 3.44 3.56
6295-244435-0016 2.02 2.26
6295-64301-0003 5.36 5.52
6313-66125-0002 1.60 1.78
6313-66125-0017 4.10 4.28
6319-64726-0006 0.92 1.12
7850-73752-0015 5.80 6.03
7976-105575-0022 3.73 3.92
7976-110523-0008 4.27 4.46
8297-275154-0002 5.33 5.49
8297-275155-0012 1.35 1.47
8297-275156-0013 6.81 6.97
84-121550-0003 1.37 1.55
84-121550-0013 14.44 14.70
84-121550-0020 4.87 5.12
84-121550-0035 4.64 4.93
8842-302203-0007 1.74 1.91
8842-304647-0003 3.36 3.52
8842-304647-0011 0.84 1.04
8842-304647-0013 5.18 5.32

Class 63
1272-135031-0001 0.51 0.72
1462-170142-0005 10.11 10.26
1462-170142-0041 0.50 0.72
174-168635-0000 0.45 0.63
174-168635-0002 14.31 14.50
174-168635-0003 0.51 0.68
174-168635-0004 1.35 1.53
174-168635-0007 5.54 5.81
174-168635-0014 3.29 3.50
174-168635-0016 0.49 0.69
174-168635-0018 0.48 0.66
174-168635-0018 5.66 5.85
174-168635-0020 1.40 1.62
174-168635-0021 0.45 0.69
174-168635-0022 2.77 3.13
174-84280-0003 0.54 0.72
1919-142785-0013 0.39 0.61
1919-142785-0041 6.80 6.99
1988-147956-0028 1.21 1.32
1993-147149-0009 3.62 3.80
1993-147149-0021 3.94 4.10
1993-147964-0001 0.91 1.09
1993-147966-0001 3.77 4.01
2035-147960-0014 2.31 2.53
2035-152373-0005 6.50 6.63
2277-149897-0011 1.93 2.04
2277-149897-0016 4.89 5.06
2277-149897-0022 2.16 2.32
2277-149897-0023 1.41 1.60
2277-149897-0026 0.28 0.44
2428-83705-0001 4.78 4.93
2428-83705-0015 0.61 0.81
2428-83705-0019 3.97 4.20
2428-83705-0028 0.46 0.79
251-136532-0018 1.59 1.83
251-136532-0019 3.70 3.84
2902-9008-0014 6.76 6.97
2902-9008-0014 8.92 9.16
3081-166546-0026 2.26 2.44
3081-166546-0038 0.26 0.48
3081-166546-0042 4.09 4.32
3081-166546-0051 0.67 0.86
3081-166546-0066 1.19 1.39
3081-166546-0085 7.13 7.32
3536-23268-0011 2.40 2.56
3536-23268-0019 3.37 3.60
3536-23268-0023 5.79 5.90
3536-8226-0000 7.31 7.42
3536-8226-0003 1.11 1.22
3536-8226-0010 6.31 6.42
3576-138058-0005 3.76 3.97
3576-138058-0009 13.23 13.45
3576-138058-0020 8.91 9.12
3752-4943-0003 0.77 0.93
3752-4944-0028 1.91 2.19
3752-4944-0066 0.69 0.81
3752-4944-0066 4.04 4.17
3853-163249-0017 7.76 7.94
3853-163249-0030 1.62 1.76
3853-163249-0042 7.53 7.75
3853-163249-0047 10.71 10.90
5338-24640-0006 9.22 9.38
5536-43359-0008 0.40 0.62
5694-64029-0016 3.34 3.45
5694-64029-0024 5.06 5.17
5895-34622-0001 3.85 4.09
5895-34622-0020 4.24 4.45
5895-34629-0021 1.16 1.40
5895-34629-0026 0.29 0.48
5895-34629-0026 3.16 3.42
6295-64301-0028 1.03 1.34
6313-66129-0019 0.19 0.30
6313-76958-0012 4.03 4.16
6319-275224-0007 0.42 0.69
6319-275224-0016 2.72 2.98
6319-275224-0019 1.55 1.76
6319-64726-0001 3.86 4.10
6319-64726-0006 0.45 0.64
6345-64257-0011 0.31 0.52
6345-64257-0011 7.40 7.54
6345-93302-0016 0.96 1.12
6345-93306-0005 3.49 3.64
6345-93306-0016 1.13 1.25
652-130726-0006 2.58 2.83
777-126732-0029 0.55 0.70
7850-286674-0015 0.77 0.98
7850-73752-0010 2.01 2.18
7850-73752-0016 0.31 0.52
7976-110124-0014 1.92 2.19
7976-110124-0015 0.49 0.68
7976-110124-0022 0.46 0.71
7976-110523-0000 11.27 11.50
8297-275154-0018 1.25 1.55
8297-275154-0020 0.48 0.72
8297-275155-0017 2.49 2.64
8297-275156-0011 1.48 1.64
84-121123-0017 5.25 5.55
84-121550-0007 1.97 2.17
84-121550-0007 6.03 6.25
84-121550-0029 3.57 3.76
84-121550-0034 1.09 1.32
8842-304647-0002 3.27 3.50

Class 64
1272-141231-0014 2.30 2.38
1462-170142-0001 3.15 3.30
1462-170142-0011 1.77 1.94
1462-170145-0000 10.64 10.77
1673-143396-0020 1.52 1.65
1673-143397-0001 7.36 7.48
1673-143397-0010 2.47 2.59
174-168635-0019 3.84 3.96
174-50561-0006 3.77 3.91
174-50561-0016 12.07 12.22
174-84280-0002 0.86 0.99
174-84280-0004 13.32 13.47
1919-142785-0041 2.27 2.39
1919-142785-0041 7.12 7.30
1919-142785-0055 6.83 6.97
1919-142785-0061 2.17 2.35
1919-142785-0061 15.66 15.83
1993-147149-0028 0.51 0.71
2035-152373-0000 3.86 3.96
2035-152373-0003 3.81 3.92
2035-152373-0006 3.73 3.86
2035-152373-0007 0.50 0.68
2277-149897-0003 0.92 1.04
2277-149897-0007 3.13 3.23
2277-149897-0022 4.44 4.55
2277-149897-0022 7.47 7.57
2412-153954-0018 5.43 5.56
2428-83705-0001 2.17 2.31
2428-83705-0012 8.13 8.22
251-118436-0009 7.98 8.11
251-118436-0021 0.85 0.97
2803-154328-0012 7.88 8.05
2803-154328-0016 1.00 1.21
2803-154328-0018 8.28 8.48
2902-9006-0012 2.25 2.40
3000-15664-0001 6.73 6.84
3000-15664-0028 4.15 4.27
3000-15664-0037 5.54 5.66
3000-15664-0042 0.40 0.53
3081-166546-0007 2.69 2.85
3081-166546-0016 5.19 5.33
3081-166546-0026 8.09 8.18
3081-166546-0037 0.51 0.73
3081-166546-0082 5.31 5.50
3170-137482-0007 6.60 6.68
3170-137482-0039 6.40 6.56
3536-8226-0003 6.36 6.49
3536-8226-0018 6.49 6.61
3576-138058-0004 14.08 14.23
3853-163249-0000 8.78 8.95
3853-163249-0046 15.80 15.93
3853-163249-0047 8.98 9.14
422-122949-0015 6.30 6.45
422-122949-0018 7.29 7.45
422-122949-0022 15.32 15.45
5338-24615-0004 6.28 6.47
5338-24615-0004 17.16 17.27
5338-24640-0007 16.51 16.62
5536-43358-0006 4.87 5.01
5536-43358-0011 0.41 0.53
5536-43359-0003 2.12 2.24
5536-43359-0009 5.60 5.75
5536-43359-0014 3.04 3.17
5536-43363-0001 2.79 2.87
5536-43363-0017 4.28 4.42
5536-43363-0018 0.94 1.05
5694-64025-0011 4.50 4.58
5694-64029-0016 2.47 2.58
5694-64029-0018 1.89 1.99
5694-64038-0024 1.24 1.37
5895-34629-0007 7.47 7.67
6241-61943-0008 0.67 0.74
6241-61946-0000 1.35 1.45
6241-66616-0001 6.21 6.30
6241-66616-0009 1.09 1.20
6241-66616-0010 4.60 4.71
6295-64301-0001 0.79 0.92
6295-64301-0011 2.68 2.80
6295-64301-0029 0.45 0.55
652-129742-0000 2.77 2.89
652-130726-0014 1.65 1.79
652-130726-0016 4.93 5.05
652-130726-0020 2.46 2.61
652-130726-0027 0.68 0.88
652-130726-0033 2.08 2.21
652-130737-0000 9.05 9.14
7850-281318-0007 0.96 1.13
7850-281318-0021 3.14 3.29
7976-105575-0001 1.70 1.83
7976-110124-0013 5.23 5.37
8297-275154-0004 2.47 2.64
8297-275154-0006 5.62 5.75
8297-275154-0006 12.91 13.04
8297-275154-0011 1.28 1.39
84-121123-0009 0.77 0.89
84-121123-0024 1.65 1.79
84-121550-0000 2.30 2.46
84-121550-0026 4.31 4.42
84-121550-0028 1.43 1.55
84-121550-0035 3.51 3.65

Class 65
1272-128104-0011 3.62 3.92
1272-135031-0006 2.96 3.17
1462-170142-0016 0.47 0.74
1462-170145-0015 3.28 3.54
174-168635-0017 1.62 1.85
174-84280-0015 2.12 2.45
1919-142785-0014 5.81 6.06
1988-147956-0021 3.76 4.00
1988-148538-0012 3.99 4.28
1988-24833-0001 6.46 6.66
1993-147149-0003 1.38 1.59
2078-142845-0025 13.98 14.23
2086-149220-0013 5.73 5.99
2277-149896-0001 5.59 5.77
2277-149897-0003 2.59 2.80
2277-149897-0030 0.55 0.79
2412-153948-0006 1.63 1.84
2428-83699-0010 0.78 1.11
2428-83699-0022 0.77 0.99
251-118436-0002 5.98 6.17
251-136532-0019 0.27 0.77
2803-154320-0000 5.42 5.68
2803-154328-0019 5.11 5.38
2803-161169-0014 10.70 11.07
2902-9006-0009 2.32 2.64
2902-9006-0009 4.59 4.89
2902-9006-0014 7.89 8.14
2902-9008-0005 3.14 3.51
2902-9008-0013 0.37 0.64
2902-9008-0014 9.35 9.58
3000-15664-0040 5.77 6.05
3081-166546-0025 1.10 1.37
3081-166546-0061 0.23 0.53
3170-137482-0018 7.30 7.53
3170-137482-0025 2.35 2.58
3170-137482-0036 2.35 2.58
3536-23268-0012 0.66 0.89
3536-23268-0019 3.77 4.03
3536-23268-0020 8.77 9.07
3536-23268-0021 10.63 11.05
3536-23268-0022 4.89 5.12
3536-8226-0022 4.35 4.62
3536-8226-0024 0.75 1.01
3576-138058-0017 12.34 12.61
3576-138058-0020 22.33 22.70
3576-138058-0022 15.57 16.00
3576-138058-0023 0.97 1.32
3576-138058-0039 13.13 13.37
3752-4943-0002 0.40 0.60
3752-4944-0020 4.56 4.76
3853-163249-0043 1.91 2.18
3853-163249-0044 0.20 0.48
422-122949-0006 11.87 12.14
422-122949-0021 6.06 6.36
422-122949-0032 8.68 8.89
422-122949-0033 0.46 0.64
5338-284437-0010 4.46 4.72
5536-43358-0010 0.72 1.06
5536-43359-0006 1.21 1.42
5536-43359-0007 3.42 3.67
5536-43359-0016 3.66 3.89
5694-64029-0006 1.69 1.94
5694-64029-0016 6.69 7.08
5694-64029-0020 0.61 0.85
5694-64029-0024 1.59 1.78
5895-34615-0008 1.18 1.40
5895-34629-0024 1.97 2.32
5895-34629-0031 2.11 2.49
6241-61943-0023 0.48 0.76
6241-61946-0009 2.38 2.58
6295-64301-0009 1.93 2.52
6295-64301-0026 8.90 9.14
6313-66125-0005 0.48 0.70
6313-66129-0013 2.79 2.99
6313-76958-0002 1.52 1.90
6313-76958-0017 2.43 2.74
6313-76958-0028 1.48 1.74
6319-57405-0011 1.35 1.53
6319-64726-0015 2.54 2.82
652-129742-0009 12.95 13.18
777-126732-0043 0.64 0.96
7850-286674-0005 0.60 0.92
7850-73752-0003 13.76 13.97
7850-73752-0007 8.75 9.09
7850-73752-0010 0.77 0.95
7976-110124-0013 3.59 3.90
7976-110124-0018 2.01 2.27
8297-275154-0000 0.50 0.77
8297-275155-0028 0.44 0.81
8297-275156-0003 0.41 0.79
84-121123-0017 8.39 8.60
84-121550-0016 0.51 0.90
84-121550-0024 2.10 2.38
84-121550-0024 4.56 4.88
84-121550-0025 5.17 5.42
84-121550-0030 8.14 8.55
8842-302201-0002 1.19 1.44
8842-302201-0002 8.81 9.01
8842-304647-0006 3.03 3.28

Class 66
1272-128104-0001 0.00 0.50
1272-128104-0005 0.00 0.50
1272-135031-0015 0.00 0.49
1462-170142-0036 0.00 0.26
1673-143396-0001 3.83 4.07
1673-143396-0009 0.03 0.45
1673-143396-0020 7.32 7.52
1673-143397-0003 0.00 0.48
1673-143397-0003 9.12 9.34
1673-143397-0005 0.00 0.42
1673-143397-0009 0.00 0.22
1673-143397-0011 6.05 6.35
1919-142785-0006 0.00 0.51
1919-142785-0014 0.00 0.44
1919-142785-0058 0.00 0.56
1993-147964-0007 0.05 0.55
2035-147961-0007 0.00 0.30
2035-152373-0003 0.00 0.51
2035-152373-0017 0.00 0.51
2078-142845-0002 0.00 0.50
2078-142845-0017 0.00 0.50
2078-142845-0022 0.00 0.51
2078-142845-0023 0.00 0.51
2078-142845-0038 0.00 0.37
2078-142845-0050 0.00 0.51
2277-149874-0013 0.00 0.23
2277-149896-0000 0.04 0.37
2277-149896-0011 0.00 0.29
2277-149897-0025 0.00 0.22
2277-149897-0027 0.00 0.20
2428-83699-0000 6.78 7.07
251-118436-0023 0.00 0.20
251-136532-0007 0.00 0.23
251-136532-0020 0.00 0.23
251-137823-0020 0.00 0.43
2803-154320-0000 0.00 0.50
2803-154328-0000 0.00 0.53
2902-9008-0015 0.00 0.21
3000-15664-0027 0.00 0.20
3000-15664-0029 0.00 0.31
3000-15664-0033 0.00 0.35
3081-166546-0018 0.00 0.50
3170-137482-0007 7.44 7.76
3170-137482-0014 0.00 0.48
3170-137482-0017 0.00 0.37
3170-137482-0035 0.00 0.36
