Class 0
2277-149896-0023 2.34 2.51
2412-153948-0015 1.85 2.01
2412-153954-0018 8.73 8.91
2428-83699-0017 8.74 8.98
2428-83705-0019 3.78 3.97
2428-83705-0035 0.28 0.53
2428-83705-0042 4.20 4.42
2428-83705-0043 3.30 3.45
251-118436-0019 4.00 4.20
251-136532-0002 3.77 3.96
251-136532-0003 6.34 6.56
251-136532-0003 7.46 7.61
251-136532-0015 2.38 2.68
251-136532-0016 3.39 3.65
251-137823-0019 9.26 9.48
2803-161169-0003 0.42 0.60
2803-161169-0009 11.41 11.59
2902-9006-0007 18.77 19.00
2902-9006-0008 8.80 8.91
2902-9006-0009 9.58 9.70
2902-9006-0015 20.68 20.88
2902-9008-0000 3.53 3.74
2902-9008-0001 9.91 10.08
2902-9008-0006 16.58 16.69
2902-9008-0010 5.19 5.37
2902-9008-0012 3.20 3.40
3000-15664-0016 3.31 3.49
3000-15664-0032 8.73 8.92
3081-166546-0031 7.78 7.99
3081-166546-0060 0.54 0.90
3081-166546-0079 0.54 0.80
3081-166546-0088 9.12 9.29
3170-137482-0032 1.83 2.02
3170-137482-0047 4.65 4.86
3536-23268-0001 11.90 12.07
3536-23268-0010 0.38 0.56
3536-23268-0016 3.49 3.62
3536-23268-0018 2.94 3.12
3536-23268-0021 5.94 6.11
3536-8226-0019 3.98 4.13
3536-8226-0023 5.66 5.78
3536-8226-0026 3.74 3.86
3576-138058-0014 13.65 13.80
3576-138058-0024 12.74 12.95
3576-138058-0033 7.96 8.07
3576-138058-0036 15.12 15.50
3752-4943-0025 3.12 3.34
3752-4944-0022 5.43 5.64
3752-4944-0025 2.17 2.41
3853-163249-0001 7.57 7.72
3853-163249-0006 6.56 6.79
3853-163249-0016 13.59 13.76
3853-163249-0020 2.06 2.26
3853-163249-0028 7.53 7.81
3853-163249-0030 3.56 3.72
3853-163249-0037 4.59 4.78
3853-163249-0040 1.27 1.46
3853-163249-0046 12.46 12.71
3853-163249-0047 2.11 2.28
3853-163249-0052 3.13 3.36
422-122949-0000 7.36 7.62
422-122949-0003 6.05 6.28
422-122949-0003 7.59 7.74
422-122949-0009 7.31 7.54
422-122949-0009 11.97 12.16
422-122949-0010 23.23 23.39
422-122949-0014 6.88 7.03
422-122949-0018 4.69 4.89
422-122949-0019 4.62 4.88
422-122949-0023 5.21 5.42
5338-24615-0007 3.87 4.08
5338-24615-0013 2.49 2.61
5536-43358-0008 5.39 5.54
5536-43359-0004 4.06 4.19
5536-43363-0004 6.74 6.89
5536-43363-0016 1.96 2.22
5694-64029-0008 1.48 1.70
5694-64029-0009 1.95 2.09
5694-64029-0012 2.76 2.93
5694-64038-0004 3.62 3.79
5694-64038-0017 2.18 2.32
5895-34615-0004 2.45 2.59
5895-34615-0011 0.44 0.68
6241-61946-0020 4.07 4.29
6241-66616-0009 6.43 6.55
6241-66616-0011 5.98 6.17
6241-66616-0017 5.29 5.45
6295-64301-0001 2.88 3.03
6295-64301-0012 2.52 2.70
6295-64301-0014 2.27 2.48
6313-66125-0027 9.60 9.88
6313-66129-0003 3.53 3.75
6313-76958-0013 3.57 3.72
6319-275224-0006 3.68 3.96
6319-64726-0005 8.07 8.24
6319-64726-0010 2.25 2.41
6345-64257-0001 9.67 9.84
6345-64257-0016 2.81 3.04
6345-93302-0001 2.77 3.02
6345-93302-0002 5.38 5.66
652-129742-0005 3.04 3.28
652-129742-0006 7.67 7.90
652-129742-0011 2.07 2.17
652-129742-0020 0.74 0.91
652-130726-0005 1.98 2.12
652-130726-0016 9.46 9.64
652-130726-0034 7.16 7.31
652-130737-0003 4.50 4.65
652-130737-0005 2.41 2.63
777-126732-0048 1.92 2.07
777-126732-0059 4.75 4.92
7850-281318-0014 0.23 0.47
7850-73752-0002 6.99 7.20
7850-73752-0002 7.88 8.02
7850-73752-0003 9.30 9.50
7850-73752-0003 23.15 23.28
7850-73752-0008 4.86 5.10
7850-73752-0018 10.87 11.02
7850-73752-0018 17.50 17.73
7976-110523-0004 0.28 0.47
7976-110523-0009 2.57 2.74
7976-110523-0011 6.79 6.98
7976-110523-0013 2.81 3.03
7976-110523-0017 1.82 2.05
8297-275154-0006 6.85 6.99
84-121123-0018 2.14 2.30
8842-302201-0008 2.89 3.07
8842-302201-0008 4.30 4.48
8842-302203-0001 0.29 0.45
8842-304647-0002 7.74 7.93

Class 34
1272-135031-0002 9.90 10.01
1272-141231-0025 7.48 7.65
1272-141231-0032 1.77 1.93
1462-170138-0006 0.71 0.80
1462-170138-0007 0.68 0.81
1673-143396-0000 11.12 11.36
1673-143396-0008 3.43 3.56
1673-143397-0006 6.11 6.25
1673-143397-0011 10.32 10.46
1673-143397-0016 11.75 11.92
1673-143397-0019 8.28 8.42
174-168635-0004 5.88 6.03
174-84280-0007 6.06 6.22
1919-142785-0007 4.04 4.17
1919-142785-0007 13.94 14.11
1919-142785-0018 1.09 1.26
1919-142785-0028 1.15 1.33
1988-147956-0016 0.68 0.88
1988-147956-0017 1.20 1.32
1988-148538-0000 8.01 8.12
1988-148538-0000 13.88 13.95
1988-148538-0005 13.54 13.64
1988-148538-0005 15.52 15.64
1988-148538-0007 6.10 6.22
1988-148538-0013 3.90 4.00
1988-148538-0015 11.04 11.19
1988-24833-0009 4.08 4.21
1993-147964-0010 9.31 9.42
1993-147965-0007 3.89 4.05
1993-147966-0005 2.01 2.12
2035-147960-0010 2.33 2.42
2035-147961-0035 3.84 3.95
2035-152373-0007 10.84 10.91
2035-152373-0012 1.62 1.74
2078-142845-0008 16.26 16.43
2078-142845-0012 2.42 2.57
2078-142845-0021 3.41 3.56
2078-142845-0025 0.58 0.77
2078-142845-0045 5.58 5.73
2086-149220-0003 1.96 2.06
2086-149220-0003 12.02 12.15
2086-149220-0013 6.48 6.59
2086-149220-0018 3.32 3.44
2086-149220-0019 5.36 5.49
2277-149874-0015 1.94 2.11
2277-149896-0007 2.46 2.60
2277-149896-0008 2.20 2.36
2277-149896-0011 2.29 2.43
2277-149897-0002 5.64 5.81
2277-149897-0012 1.29 1.45
2277-149897-0017 0.96 1.16
2412-153948-0006 5.83 6.03
2412-153948-0006 11.27 11.42
2412-153948-0011 7.89 8.04
2412-153948-0012 4.34 4.46
2412-153954-0006 2.42 2.55
2412-153954-0009 7.78 7.93
2412-153954-0011 4.40 4.52
2412-153954-0018 6.68 6.81
2412-153954-0022 1.88 2.05
2428-83699-0016 3.47 3.59
2428-83699-0029 5.07 5.21
2428-83705-0017 0.69 0.83
2428-83705-0025 5.26 5.48
2428-83705-0032 1.41 1.57
2428-83705-0038 6.21 6.36
251-118436-0015 2.78 2.94
251-136532-0007 4.90 5.07
251-136532-0015 5.83 6.01
2803-154328-0004 1.54 1.70
2803-154328-0011 5.51 5.64
2803-154328-0018 4.96 5.16
2803-154328-0019 8.84 8.96
2803-161169-0014 10.10 10.28
2803-161169-0015 10.89 11.11
2902-9006-0007 30.27 30.39
2902-9006-0016 11.00 11.13
2902-9008-0000 7.32 7.56
2902-9008-0004 0.50 0.61
2902-9008-0005 0.59 0.69
3000-15664-0010 11.37 11.51
3000-15664-0013 4.60 4.73
3000-15664-0033 10.69 10.83
3081-166546-0007 1.55 1.76
3170-137482-0017 9.27 9.43
3170-137482-0017 11.98 12.09
3170-137482-0021 8.58 8.69
3170-137482-0022 12.52 12.62
3170-137482-0040 7.41 7.57
3170-137482-0042 9.60 9.70
3170-137482-0044 12.31 12.42
3536-23268-0002 7.44 7.56
3536-23268-0016 2.87 3.01
3536-23268-0017 10.97 11.11
3536-23268-0019 3.23 3.37
3536-23268-0030 2.25 2.37
3536-8226-0004 8.22 8.38
3576-138058-0008 0.44 0.60
3576-138058-0016 0.78 0.93
3576-138058-0016 2.36 2.48
3576-138058-0016 3.52 3.73
3576-138058-0030 1.11 1.23
3576-138058-0037 2.62 2.78
3576-138058-0039 7.31 7.47
3576-138058-0040 5.54 5.67
3853-163249-0012 0.52 0.64
3853-163249-0012 7.88 7.99
3853-163249-0017 9.22 9.43
3853-163249-0025 3.39 3.51
3853-163249-0025 4.96 5.27
3853-163249-0027 0.71 0.86
3853-163249-0045 0.66 0.81
3853-163249-0046 5.68 5.84
3853-163249-0048 1.27 1.44
3853-163249-0052 3.56 3.73
3853-163249-0052 8.17 8.31
422-122949-0009 8.35 8.53
422-122949-0015 15.38 15.53
422-122949-0022 6.91 7.03
5338-284437-0007 2.36 2.54
5338-284437-0030 2.05 2.22
5536-43358-0008 7.97 8.19
5536-43363-0002 5.49 5.62
5536-43363-0009 12.72 12.90
5536-43363-0014 5.19 5.40
5694-64025-0019 3.45 3.67
5694-64029-0016 5.94 6.11
5694-64029-0016 7.83 8.00
5694-64029-0016 8.33 8.44
5694-64029-0020 2.44 2.50
5694-64038-0025 4.97 5.06
5895-34615-0004 1.53 1.64
5895-34615-0010 1.79 1.91
5895-34615-0012 5.07 5.21
5895-34629-0014 1.43 1.59
6241-61943-0012 1.06 1.21
6241-61946-0011 0.45 0.61
6241-61946-0022 4.67 4.82
6241-66616-0005 0.71 0.89
6241-66616-0007 3.44 3.56
6295-244435-0016 7.42 7.56
6295-244435-0031 1.48 1.69
6295-244435-0039 2.60 2.74
6295-64301-0018 5.03 5.22
6295-64301-0022 0.62 0.79
6295-64301-0023 0.68 0.84
6295-64301-0023 8.10 8.22
6313-66125-0017 4.10 4.28
6313-76958-0010 1.15 1.29
6319-275224-0003 3.16 3.31
6319-275224-0008 2.79 2.97
6319-64726-0004 5.78 5.90
6319-64726-0007 3.63 3.80
6319-64726-0012 6.14 6.27
6319-64726-0016 6.59 6.71
6345-93306-0011 0.82 0.94
6345-93306-0017 2.43 2.54
6345-93306-0019 2.72 2.83
652-130726-0004 0.69 0.87
652-130726-0006 5.44 5.58
652-130726-0022 3.97 4.10
777-126732-0002 0.81 0.90
777-126732-0041 4.85 5.03
777-126732-0069 0.91 1.00
777-126732-0079 2.38 2.47
7850-281318-0002 0.63 0.82
7850-281318-0013 1.20 1.41
7850-286674-0009 1.15 1.31
7850-286674-0011 4.49 4.67
7976-105575-0003 5.46 5.64
7976-110124-0011 4.42 4.54
7976-110124-0012 0.69 0.81
7976-110124-0013 4.08 4.28
7976-110523-0021 3.10 3.24
8297-275154-0001 8.34 8.51
8297-275154-0025 2.13 2.30
8297-275155-0031 2.87 2.97
8297-275156-0010 6.92 7.07
84-121123-0002 8.96 9.08
84-121550-0025 8.20 8.42
84-121550-0030 5.79 5.95
8842-302201-0002 8.24 8.40
8842-302201-0006 5.69 5.93
8842-302203-0000 1.64 1.76
8842-302203-0004 4.82 4.95
8842-304647-0013 5.18 5.32

Class 35
1462-170138-0005 9.54 9.69
1462-170142-0023 0.32 0.44
1462-170142-0039 2.17 2.32
1462-170145-0003 1.10 1.24
1462-170145-0004 0.31 0.44
1462-170145-0004 4.19 4.27
1462-170145-0014 0.47 0.59
1462-170145-0014 1.38 1.46
1462-170145-0022 3.76 3.84
1673-143396-0000 10.95 11.12
1673-143397-0013 0.48 0.65
174-50561-0008 0.86 0.95
174-50561-0016 4.53 4.67
174-84280-0004 18.30 18.41
174-84280-0005 7.20 7.34
174-84280-0006 3.29 3.43
174-84280-0007 0.53 0.67
174-84280-0008 2.00 2.15
1988-147956-0010 0.45 0.63
1988-147956-0020 2.25 2.37
1988-147956-0029 0.35 0.47
1988-148538-0009 0.48 0.54
1993-147964-0002 0.35 0.46
1993-147966-0003 1.02 1.24
2035-147960-0000 4.86 4.91
2035-147960-0004 2.45 2.55
2035-147960-0006 0.52 0.65
2035-147960-0011 3.19 3.29
2035-152373-0014 2.46 2.62
2078-142845-0039 15.38 15.53
2086-149220-0000 6.78 7.00
2086-149220-0015 6.62 6.77
2086-149220-0022 3.56 3.73
2086-149220-0029 0.48 0.59
2086-149220-0030 7.04 7.22
2086-149220-0046 1.32 1.39
2412-153947-0002 0.75 0.90
2412-153947-0002 3.47 3.65
2412-153947-0003 0.57 0.65
2412-153947-0005 9.26 9.34
2412-153947-0006 3.65 3.85
2412-153947-0010 0.48 0.69
2412-153947-0014 0.46 0.61
2412-153947-0015 10.08 10.16
2412-153948-0001 1.28 1.42
2412-153948-0001 2.26 2.42
2412-153948-0003 0.91 1.04
2412-153948-0003 7.46 7.66
2412-153948-0005 0.50 0.64
2412-153948-0013 0.51 0.63
2412-153948-0013 4.10 4.25
2412-153954-0000 5.83 5.97
2412-153954-0009 0.14 0.26
2412-153954-0011 0.29 0.49
2412-153954-0014 14.85 15.00
2412-153954-0015 8.65 8.73
2412-153954-0019 0.94 1.11
2412-153954-0019 4.43 4.55
2412-153954-0020 4.28 4.42
2428-83699-0000 0.48 0.60
2428-83699-0006 2.15 2.25
2428-83699-0007 2.70 2.88
2428-83699-0013 0.33 0.46
2428-83699-0016 3.59 3.71
2428-83699-0017 0.84 0.92
2428-83699-0029 5.21 5.32
2428-83699-0039 0.31 0.48
2428-83705-0002 0.54 0.67
2428-83705-0019 2.44 2.63
2428-83705-0023 0.53 0.68
2428-83705-0024 0.42 0.51
2428-83705-0025 8.77 8.87
2428-83705-0037 0.51 0.65
251-118436-0018 0.38 0.55
251-136532-0021 1.10 1.35
251-136532-0021 5.23 5.38
251-137823-0022 4.19 4.28
2803-154320-0012 2.84 2.98
2803-154328-0014 2.85 2.97
2803-154328-0023 1.30 1.50
2902-9006-0019 7.22 7.45
2902-9006-0020 0.50 0.64
2902-9008-0013 8.58 8.79
3000-15664-0025 2.55 2.71
3081-166546-0001 2.19 2.36
3081-166546-0011 4.08 4.22
3081-166546-0026 5.66 5.79
3081-166546-0042 0.34 0.51
3081-166546-0059 4.54 4.67
3081-166546-0080 0.52 0.65
3170-137482-0001 0.36 0.48
3170-137482-0002 0.40 0.53
3170-137482-0002 12.93 13.01
3170-137482-0003 12.58 12.74
3170-137482-0013 1.04 1.18
3170-137482-0020 6.28 6.42
3170-137482-0023 11.42 11.56
3170-137482-0031 8.79 8.89
3170-137482-0034 6.91 7.01
3170-137482-0038 8.78 8.87
3170-137482-0039 14.50 14.65
3170-137482-0043 2.01 2.09
3170-137482-0045 3.62 3.79
3536-23268-0004 0.33 0.47
3536-23268-0005 0.51 0.65
3536-23268-0030 2.37 2.53
3536-8226-0013 1.64 1.75
3576-138058-0018 3.54 3.67
3576-138058-0019 3.12 3.28
3576-138058-0022 20.64 20.74
3752-4944-0016 6.60 6.74
3752-4944-0018 0.47 0.62
3752-4944-0034 0.97 1.14
3752-4944-0034 2.04 2.23
3752-4944-0048 2.71 2.80
3752-4944-0059 0.87 0.95
3752-4944-0059 3.61 3.73
3853-163249-0003 4.32 4.50
3853-163249-0011 0.48 0.64
3853-163249-0022 2.88 3.01
3853-163249-0028 3.84 3.99
3853-163249-0041 1.52 1.65
3853-163249-0042 2.59 2.77
3853-163249-0048 3.73 3.85
5338-24615-0001 4.07 4.27
5338-24640-0007 3.16 3.33
5338-284437-0026 15.01 15.16
5694-64025-0007 0.62 0.77
5694-64025-0010 0.53 0.68
5694-64025-0014 8.49 8.62
5694-64025-0015 3.13 3.27
5694-64025-0019 6.08 6.21
5694-64025-0022 4.89 5.02
5694-64025-0023 0.66 0.83
5694-64029-0008 0.86 1.01
5694-64029-0010 0.76 0.91
5694-64029-0016 5.00 5.09
5694-64038-0010 1.11 1.22
6241-61943-0021 0.42 0.59
6241-61943-0024 2.02 2.33
6241-61943-0026 0.48 0.62
6241-61946-0009 0.31 0.43
6241-61946-0009 2.20 2.26
6241-61946-0023 3.15 3.29
6313-66125-0006 0.86 1.04
6313-66125-0007 0.23 0.39
6313-66129-0007 0.21 0.34
6313-66129-0009 3.34 3.51
6313-66129-0013 0.37 0.49
6313-66129-0031 1.46 1.59
6319-275224-0000 2.96 3.18
6319-275224-0020 0.53 0.64
6319-57405-0011 1.05 1.17
6319-64726-0014 0.54 0.71
6345-93302-0018 0.29 0.43
6345-93302-0020 1.97 2.08
6345-93306-0013 2.31 2.41
6345-93306-0013 3.76 3.86
6345-93306-0013 4.53 4.70
6345-93306-0013 7.93 8.07
6345-93306-0015 1.61 1.78
6345-93306-0017 2.54 2.64
777-126732-0014 1.79 1.90
777-126732-0069 0.39 0.48
7976-105575-0006 8.03 8.24
7976-105575-0011 0.16 0.35
7976-105575-0016 7.47 7.59
7976-110124-0002 2.23 2.40
7976-110124-0002 4.77 4.92
8297-275154-0019 2.82 2.98
8297-275155-0014 3.00 3.15
8297-275155-0019 2.87 3.06
8297-275156-0011 0.83 0.97
84-121123-0028 0.25 0.42
84-121550-0022 6.32 6.41
84-121550-0024 5.97 6.19
8842-302196-0000 6.31 6.44
8842-302201-0000 7.79 7.86
8842-302201-0004 3.25 3.34
8842-302201-0005 0.29 0.37
8842-302201-0013 0.97 1.04
8842-302203-0000 1.76 1.84
8842-302203-0002 3.85 3.98
8842-302203-0002 12.34 12.43
8842-302203-0005 2.72 2.79

Class 36
1272-128104-0004 8.73 8.81
1272-135031-0000 6.19 6.25
1272-135031-0012 1.00 1.11
1272-135031-0024 1.24 1.32
1272-141231-0005 1.19 1.25
1272-141231-0029 1.23 1.29
1272-141231-0029 4.70 4.79
1272-141231-0031 0.50 0.61
1462-170138-0000 0.95 1.01
1462-170142-0006 3.27 3.35
1462-170142-0008 3.83 3.89
1462-170142-0011 1.08 1.15
1462-170142-0019 9.26 9.33
1462-170145-0006 0.91 0.97
1462-170145-0007 4.47 4.55
1673-143396-0001 5.83 5.89
1673-143397-0017 4.39 4.49
174-168635-0003 7.79 7.83
174-168635-0003 9.97 10.02
174-84280-0006 4.19 4.25
1919-142785-0007 12.84 12.91
1919-142785-0012 2.53 2.60
1919-142785-0014 1.23 1.31
1919-142785-0030 5.96 6.02
1919-142785-0033 5.51 5.56
1919-142785-0034 2.61 2.69
1919-142785-0040 0.73 0.80
1919-142785-0053 5.26 5.32
1919-142785-0061 5.54 5.61
1988-147956-0007 2.18 2.23
1988-148538-0001 1.84 1.88
1988-148538-0009 3.01 3.07
1988-24833-0003 0.35 0.38
1988-24833-0009 4.46 4.55
1988-24833-0012 0.95 1.01
1988-24833-0017 1.84 1.91
1988-24833-0018 1.83 1.88
1988-24833-0019 1.72 1.75
1988-24833-0021 0.47 0.53
1993-147149-0006 23.56 23.61
1993-147149-0006 24.69 24.75
1993-147149-0020 3.30 3.37
1993-147149-0023 5.86 5.90
1993-147149-0029 0.78 0.83
1993-147964-0005 6.85 6.93
1993-147964-0008 3.54 3.59
1993-147965-0003 3.05 3.09
2035-147960-0016 0.50 0.57
2035-147961-0002 1.53 1.58
2035-147961-0014 1.89 1.94
2035-152373-0007 7.25 7.29
2078-142845-0004 2.66 2.73
2086-149214-0002 8.97 9.03
2086-149214-0004 7.97 8.02
2086-149220-0008 3.64 3.70
2086-149220-0008 6.73 6.79
2086-149220-0027 1.19 1.27
2277-149874-0003 3.64 3.71
2277-149874-0019 2.89 2.98
2277-149896-0000 4.26 4.35
2277-149897-0003 3.30 3.35
2412-153947-0005 9.93 9.99
2412-153947-0009 7.42 7.49
2412-153948-0007 4.10 4.15
2412-153948-0009 0.78 0.85
2412-153948-0013 7.29 7.34
2412-153948-0015 1.05 1.12
2412-153954-0009 6.81 6.87
2412-153954-0014 6.47 6.53
2412-153954-0018 9.46 9.55
2412-153954-0024 2.77 2.83
2428-83699-0002 1.35 1.40
2428-83699-0007 0.91 0.97
2428-83699-0014 0.87 0.93
2428-83699-0017 5.35 5.41
2428-83705-0000 0.99 1.05
2428-83705-0018 2.36 2.41
2428-83705-0018 4.14 4.21
2428-83705-0026 8.39 8.43
2428-83705-0028 0.99 1.05
2428-83705-0028 7.29 7.39
251-118436-0012 7.13 7.23
251-136532-0021 3.68 3.73
251-137823-0004 3.85 3.90
251-137823-0013 1.32 1.40
251-137823-0022 4.94 5.05
2803-154320-0000 4.15 4.23
2803-154328-0005 4.14 4.21
2803-154328-0017 3.71 3.79
2803-154328-0022 1.79 1.84
2803-161169-0000 4.20 4.32
2803-161169-0008 3.70 3.75
2803-161169-0009 17.22 17.31
2902-9006-0008 2.19 2.26
3000-15664-0038 7.05 7.10
3081-166546-0004 2.44 2.51
3081-166546-0009 2.51 2.59
3081-166546-0024 1.57 1.63
3081-166546-0027 1.16 1.25
3081-166546-0074 7.05 7.15
3170-137482-0010 5.51 5.57
3170-137482-0012 2.01 2.05
3170-137482-0023 5.83 5.89
3170-137482-0026 7.96 8.04
3536-23268-0019 4.13 4.19
3536-23268-0021 11.59 11.65
3536-8226-0006 1.37 1.43
3536-8226-0010 0.57 0.61
3536-8226-0015 3.15 3.21
3536-8226-0021 3.16 3.23
3536-8226-0028 1.30 1.37
3576-138058-0014 15.08 15.15
3576-138058-0040 3.79 3.87
3752-4943-0001 7.22 7.30
3752-4944-0016 5.18 5.23
3752-4944-0022 2.93 2.99
3752-4944-0036 3.41 3.49
3752-4944-0065 1.04 1.11
3752-4944-0068 5.81 5.87
3752-4944-0068 12.03 12.08
3853-163249-0009 1.67 1.73
422-122949-0000 10.75 10.81
422-122949-0005 6.37 6.43
422-122949-0020 22.18 22.28
422-122949-0026 6.75 6.83
5338-24640-0006 1.55 1.61
5338-24640-0009 4.33 4.39
5338-284437-0005 4.07 4.11
5338-284437-0008 2.69 2.77
5338-284437-0009 0.83 0.89
5338-284437-0020 1.07 1.17
5536-43359-0007 9.43 9.49
5536-43359-0012 2.51 2.56
5536-43363-0005 15.30 15.37
5536-43363-0014 10.02 10.06
5536-43363-0019 0.59 0.66
5694-64025-0021 0.73 0.80
5694-64025-0023 6.92 7.03
5694-64029-0028 4.17 4.22
5694-64029-0029 0.51 0.56
5895-34615-0012 7.65 7.71
6241-61946-0022 6.95 7.01
6295-64301-0001 1.55 1.60
6295-64301-0013 2.91 2.97
6295-64301-0016 0.39 0.49
6295-64301-0024 3.99 4.05
6313-66125-0011 0.64 0.73
6313-66125-0015 1.14 1.20
6313-66125-0025 2.29 2.35
6313-66129-0014 10.21 10.29
6319-57405-0000 2.77 2.82
6319-57405-0012 3.89 3.97
6319-64726-0006 2.31 2.34
6319-64726-0009 9.24 9.29
6319-64726-0011 4.45 4.53
6345-64257-0001 20.37 20.43
6345-64257-0003 1.03 1.08
6345-93302-0000 3.66 3.73
652-130726-0007 1.15 1.20
652-130726-0034 10.33 10.41
652-130737-0010 1.79 1.85
777-126732-0006 2.56 2.62
777-126732-0015 3.75 3.81
777-126732-0047 6.39 6.42
777-126732-0060 1.46 1.55
777-126732-0065 4.39 4.49
777-126732-0078 0.79 0.86
777-126732-0080 0.95 1.01
7850-111771-0008 5.83 5.89
7850-281318-0001 1.63 1.67
7850-281318-0003 2.02 2.08
7850-281318-0009 0.59 0.65
7850-286674-0010 5.77 5.87
7850-286674-0015 1.82 1.89
7850-73752-0003 10.39 10.45
7850-73752-0003 26.23 26.29
7976-105575-0000 8.05 8.11
7976-110523-0015 1.31 1.37
8297-275154-0026 1.31 1.38
8842-302196-0000 11.53 11.57
8842-302196-0001 7.81 7.87
8842-302196-0010 1.99 2.05
8842-304647-0002 27.41 27.47
8842-304647-0004 3.10 3.18

Class 37
1272-128104-0001 3.28 3.51
1272-128104-0009 12.66 12.89
1272-135031-0010 6.57 6.70
1272-141231-0014 4.20 4.37
1462-170142-0026 3.73 4.04
1462-170142-0040 0.41 0.58
1462-170145-0000 10.40 10.64
1462-170145-0004 0.66 0.87
1673-143396-0001 2.28 2.51
1673-143396-0001 4.07 4.28
1673-143396-0006 13.32 13.50
1673-143396-0008 12.76 12.97
1673-143396-0010 8.06 8.19
1673-143396-0011 5.21 5.45
1673-143396-0020 7.52 7.74
1673-143397-0020 5.12 5.30
174-50561-0003 1.96 2.17
174-84280-0002 4.36 4.52
1919-142785-0004 0.31 0.56
1919-142785-0007 15.17 15.45
1988-147956-0004 7.66 7.82
1988-147956-0012 1.98 2.17
1988-148538-0004 0.80 0.97
1988-148538-0005 2.76 2.95
1988-148538-0008 1.15 1.31
1993-147149-0009 5.32 5.50
1993-147149-0021 3.74 3.94
1993-147149-0024 6.79 6.89
1993-147964-0003 2.99 3.14
2035-147960-0009 1.65 1.89
2035-147961-0008 0.94 1.07
2035-152373-0001 12.63 12.84
2035-152373-0002 2.16 2.35
2035-152373-0005 7.56 7.76
2035-152373-0005 18.11 18.32
2078-142845-0004 6.08 6.32
2078-142845-0007 0.30 0.55
2078-142845-0025 23.30 23.58
2078-142845-0033 1.20 1.51
2078-142845-0047 7.29 7.51
2078-142845-0051 1.05 1.19
2086-149214-0004 4.66 4.78
2086-149220-0008 1.40 1.54
2086-149220-0010 3.76 3.91
2086-149220-0011 9.66 9.84
2086-149220-0012 12.82 12.96
2086-149220-0013 6.30 6.48
2086-149220-0013 9.09 9.26
2086-149220-0031 7.61 7.83
2277-149874-0005 2.82 3.00
2277-149874-0018 2.51 2.69
2277-149896-0001 4.03 4.18
2277-149896-0006 0.98 1.19
2277-149896-0011 2.88 3.06
2277-149896-0019 1.99 2.16
2277-149896-0019 2.16 2.26
2277-149896-0032 6.58 6.77
2277-149897-0006 0.52 0.70
2412-153947-0003 0.36 0.57
2412-153947-0005 1.72 1.87
2412-153947-0005 11.56 11.73
2412-153947-0006 10.24 10.40
2412-153948-0001 3.42 3.62
2412-153948-0012 3.72 3.89
2412-153948-0012 4.19 4.34
2412-153954-0001 4.34 4.53
2412-153954-0003 2.81 2.96
2412-153954-0015 1.06 1.18
2412-153954-0020 0.92 1.04
2428-83699-0000 0.98 1.13
2428-83699-0003 4.88 5.09
2428-83699-0032 0.49 0.66
2428-83705-0001 1.71 1.90
2428-83705-0015 8.70 8.94
2428-83705-0020 0.91 1.05
2428-83705-0029 1.18 1.49
2428-83705-0037 6.20 6.42
251-136532-0004 5.50 5.69
251-136532-0019 0.77 0.92
2803-154320-0006 0.94 1.20
2803-154328-0011 2.11 2.23
2803-154328-0013 2.67 2.85
2902-9006-0001 1.30 1.51
2902-9008-0002 2.80 3.03
2902-9008-0012 1.14 1.39
3000-15664-0008 1.99 2.24
3081-166546-0024 2.95 3.16
3081-166546-0035 1.04 1.20
3081-166546-0062 4.91 5.12
3081-166546-0072 1.54 1.80
3081-166546-0079 4.61 4.81
3170-137482-0007 9.90 10.05
3170-137482-0007 12.92 13.24
3170-137482-0020 5.30 5.46
3170-137482-0021 5.11 5.31
3536-23268-0024 1.14 1.31
3536-8226-0004 10.50 10.62
3536-8226-0024 1.45 1.65
3576-138058-0000 9.27 9.52
3576-138058-0002 12.06 12.23
3576-138058-0013 1.50 1.72
3576-138058-0016 7.39 7.58
3576-138058-0022 11.78 12.03
3576-138058-0023 4.61 4.82
3576-138058-0024 3.83 3.96
3576-138058-0024 19.27 19.46
3576-138058-0030 4.29 4.51
3576-138058-0036 5.25 5.48
3752-4943-0001 1.76 1.87
3752-4943-0002 0.99 1.20
3752-4943-0013 2.87 3.05
3752-4943-0020 3.30 3.46
3752-4944-0066 6.02 6.18
3752-4944-0069 6.73 6.92
3853-163249-0012 0.32 0.52
3853-163249-0022 7.10 7.30
3853-163249-0032 2.59 2.86
3853-163249-0036 19.89 20.15
3853-163249-0041 5.55 5.74
3853-163249-0054 3.36 3.65
3853-163249-0054 11.81 12.06
422-122949-0009 10.47 10.66
422-122949-0020 19.05 19.26
422-122949-0027 6.62 6.76
422-122949-0027 14.98 15.12
422-122949-0035 1.73 1.97
5338-24615-0005 14.00 14.19
5338-24640-0009 8.80 8.97
5338-284437-0019 0.66 0.85
5338-284437-0021 4.56 4.77
5536-43359-0011 4.38 4.51
5536-43363-0003 6.61 6.77
5536-43363-0009 1.40 1.55
5694-64029-0024 5.54 5.74
5895-34622-0009 9.40 9.52
5895-34622-0014 2.88 3.14
5895-34629-0011 3.45 3.64
5895-34629-0027 2.12 2.35
6241-61943-0024 1.77 1.91
6241-66616-0010 5.60 5.88
6295-244435-0009 5.73 5.91
6295-64301-0003 4.61 4.79
