Class 0
3170-137482-0011 7.75 7.91
3170-137482-0047 13.51 13.69
3536-23268-0008 3.82 3.93
3536-23268-0022 5.12 5.26
3536-8226-0002 6.79 6.89
3536-8226-0004 2.31 2.40
3576-138058-0002 3.15 3.29
3576-138058-0015 3.63 3.81
3576-138058-0027 8.92 9.10
3576-138058-0033 14.17 14.31
3576-138058-0039 2.58 2.74
3752-4943-0004 7.43 7.60
3752-4943-0011 1.32 1.44
3853-163249-0003 4.20 4.32
3853-163249-0005 8.52 8.64
3853-163249-0018 4.95 5.10
3853-163249-0036 1.65 1.78
3853-163249-0047 4.65 4.78
3853-163249-0048 2.03 2.19
422-122949-0000 11.89 12.05
422-122949-0013 12.51 12.64
422-122949-0020 12.95 13.20
422-122949-0027 8.82 9.03
5338-24615-0004 18.84 18.97
5338-24615-0005 2.15 2.31
5338-24615-0007 2.05 2.23
5338-24640-0002 7.42 7.53
5338-284437-0001 7.08 7.22
5338-284437-0010 5.60 5.70
5338-284437-0020 9.41 9.53
5536-43358-0002 2.41 2.62
5536-43358-0004 4.45 4.59
5536-43358-0006 7.12 7.26
5536-43358-0012 0.79 0.93
5536-43359-0004 3.49 3.62
5536-43359-0007 8.15 8.28
5694-64025-0002 7.35 7.48
5694-64025-0010 3.55 3.66
5694-64038-0015 5.20 5.37
5694-64038-0017 5.25 5.39
5895-34615-0003 4.03 4.16
5895-34615-0010 2.14 2.29
5895-34629-0013 2.22 2.39
5895-34629-0024 1.04 1.21
6241-61943-0027 4.67 4.81
6241-61946-0000 2.32 2.44
6241-66616-0010 0.64 0.76
6295-244435-0008 2.47 2.62
6313-66125-0006 1.66 1.78
6313-66125-0020 1.50 1.63
6313-66129-0008 1.91 2.04
6313-76958-0010 3.10 3.21
6319-275224-0020 10.39 10.54
6319-57405-0008 5.72 5.84
6319-64726-0002 10.98 11.15
6319-64726-0004 5.67 5.78
6345-93302-0000 1.60 1.73
6345-93302-0001 1.71 1.84
6345-93302-0002 5.66 5.78
652-129742-0004 4.84 4.96
652-130726-0011 4.84 4.94
777-126732-0024 5.99 6.12
777-126732-0035 0.75 0.86
777-126732-0037 1.42 1.54
7850-281318-0016 1.11 1.30
7850-281318-0022 2.95 3.13
7850-73752-0001 3.42 3.54
7976-105575-0022 1.47 1.60
7976-105575-0023 1.39 1.58
7976-110124-0010 1.80 1.93
7976-110523-0008 5.11 5.24
7976-110523-0013 8.06 8.20
8297-275154-0006 11.12 11.40
8297-275155-0009 5.08 5.20
8297-275156-0009 1.46 1.57
84-121550-0019 2.36 2.49
8842-302196-0000 11.95 12.08
8842-302196-0006 4.03 4.14
8842-302196-0009 4.15 4.27
8842-302196-0011 1.51 1.63
8842-302201-0015 6.90 7.00
8842-302203-0009 7.21 7.32
8842-304647-0003 3.24 3.36

Class 39
1272-128104-0004 14.30 14.66
1272-135031-0017 4.75 4.96
1272-141231-0004 0.52 0.83
1272-141231-0012 4.87 5.05
1462-170142-0021 6.25 6.47
1462-170142-0039 1.78 2.04
1462-170145-0014 0.32 0.47
1673-143396-0020 8.42 8.71
174-168635-0019 6.75 7.12
174-50561-0010 0.98 1.35
174-50561-0010 7.79 8.03
174-50561-0016 4.31 4.53
1919-142785-0008 1.67 1.90
1919-142785-0008 16.07 16.27
1919-142785-0018 2.72 2.89
1919-142785-0038 2.12 2.40
1919-142785-0055 0.78 1.02
1988-147956-0004 1.89 2.03
1988-147956-0012 1.34 1.53
1988-148538-0006 2.41 2.71
1988-24833-0004 3.79 4.02
1988-24833-0007 1.38 1.82
1993-147149-0006 5.87 6.23
1993-147149-0008 2.10 2.35
1993-147965-0003 5.31 5.66
2035-147960-0004 0.90 1.07
2035-147960-0013 1.70 1.81
2035-147961-0037 0.76 0.98
2035-152373-0001 14.52 14.82
2035-152373-0012 2.05 2.26
2078-142845-0008 12.80 13.05
2078-142845-0031 5.52 5.79
2086-149214-0002 11.41 11.62
2086-149220-0012 10.81 11.03
2086-149220-0029 3.20 3.50
2086-149220-0041 5.47 5.61
2277-149874-0000 1.52 1.76
2277-149896-0013 0.61 0.79
2277-149896-0017 0.67 0.87
2277-149897-0014 1.43 1.62
2277-149897-0022 9.08 9.34
2412-153947-0003 8.45 8.60
2412-153947-0010 5.89 6.24
2412-153947-0010 9.29 9.54
2412-153948-0004 8.64 8.95
2412-153948-0009 3.04 3.18
2412-153948-0009 4.90 5.10
2412-153948-0014 0.80 0.93
2428-83705-0004 2.29 2.52
251-136532-0016 7.03 7.36
251-137823-0007 1.51 1.77
251-137823-0017 1.19 1.40
2803-154328-0001 0.85 1.14
2803-161169-0003 8.32 8.81
2803-161169-0005 10.38 10.61
2803-161169-0005 13.91 14.27
2803-161169-0008 5.79 6.17
2902-9006-0017 4.21 4.41
2902-9008-0002 18.49 18.76
3000-15664-0005 0.28 0.61
3000-15664-0007 0.73 0.99
3000-15664-0011 4.81 5.00
3000-15664-0025 3.97 4.20
3000-15664-0028 2.37 2.61
3000-15664-0040 6.05 6.51
3081-166546-0002 2.32 2.65
3081-166546-0022 2.39 2.81
3081-166546-0024 2.41 2.75
3081-166546-0028 0.67 0.95
3081-166546-0037 4.03 4.32
3081-166546-0051 6.94 7.18
3081-166546-0082 2.06 2.52
3081-166546-0082 3.68 4.29
3081-166546-0089 5.35 5.57
3536-23268-0016 6.56 6.87
3536-23268-0016 8.37 8.66
3536-23268-0029 3.80 4.19
3536-8226-0016 0.79 1.16
3576-138058-0020 22.86 23.22
3576-138058-0032 0.38 0.58
3576-138058-0033 1.83 2.26
3576-138058-0038 1.75 1.93
3853-163249-0031 1.66 1.98
3853-163249-0036 12.07 12.32
3853-163249-0044 0.48 0.76
3853-163249-0053 15.87 16.06
3853-163249-0055 2.76 3.02
422-122949-0020 2.03 2.26
422-122949-0022 2.34 2.52
422-122949-0027 12.17 12.46
5338-24615-0004 19.80 20.06
5338-24615-0007 8.31 8.57
5338-24615-0008 4.03 4.16
5338-24640-0008 7.90 8.18
5338-284437-0025 0.62 0.96
5536-43363-0007 5.71 5.94
5536-43363-0013 3.65 3.85
5536-43363-0018 2.02 2.32
5694-64025-0019 6.85 7.17
5694-64025-0021 2.46 2.74
5694-64029-0031 4.41 4.69
5694-64029-0032 1.05 1.26
5895-34615-0009 0.55 0.78
5895-34622-0012 1.39 1.64
5895-34629-0030 0.42 0.66
6241-61943-0012 2.04 2.27
6241-61943-0017 5.11 5.28
6241-66616-0000 5.15 5.36
6241-66616-0001 0.52 0.81
6241-66616-0005 1.72 1.88
6295-244435-0010 6.60 7.06
6313-66125-0007 0.60 0.79
6313-66129-0020 5.57 5.81
6313-66129-0022 3.18 3.37
6313-66129-0026 10.91 11.04
6313-76958-0009 5.30 5.60
6313-76958-0021 2.30 2.63
6319-275224-0001 7.58 7.98
6319-275224-0018 4.79 5.16
6319-57405-0004 0.80 1.02
6319-64726-0009 7.40 7.67
6319-64726-0013 1.54 1.83
6345-64257-0005 0.92 1.11
6345-93302-0009 3.26 3.39
6345-93306-0013 3.10 3.31
6345-93306-0015 4.16 4.52
652-129742-0009 6.13 6.40
652-129742-0009 9.23 9.45
652-129742-0009 9.59 9.73
652-129742-0012 7.48 7.78
652-130726-0002 2.41 2.55
652-130726-0007 2.37 2.55
652-130726-0010 1.14 1.55
652-130726-0021 2.26 2.38
652-130726-0023 2.07 2.29
652-130726-0024 5.39 5.75
652-130726-0029 6.61 6.88
777-126732-0069 3.14 3.34
7850-111771-0004 3.39 3.56
7850-73752-0003 21.03 21.17
7976-105575-0003 2.46 2.75
7976-110124-0016 1.38 1.56
7976-110523-0000 10.49 10.67
8297-275154-0013 1.51 1.89
8297-275155-0002 1.24 1.40
8297-275156-0003 8.70 9.22
8297-275156-0008 4.93 5.31
84-121550-0021 0.62 0.84
84-121550-0028 4.80 5.21
84-121550-0029 7.37 7.60
8842-302196-0002 6.15 6.45
8842-302196-0003 7.19 7.42

Class 40
1272-135031-0000 4.83 4.99
1272-135031-0001 0.72 0.94
1272-135031-0002 8.87 9.07
1272-135031-0010 3.80 3.91
1272-135031-0023 3.51 3.70
1272-141231-0002 0.93 1.09
1272-141231-0014 1.21 1.38
1272-141231-0023 3.07 3.23
1462-170142-0011 1.53 1.66
1462-170142-0039 2.04 2.17
1673-143397-0011 2.48 2.65
174-168635-0010 5.44 5.65
174-168635-0012 6.96 7.13
174-50561-0002 0.90 1.02
174-84280-0001 2.39 2.52
1988-148538-0006 19.72 19.84
1988-148538-0010 5.11 5.19
1988-24833-0011 4.74 4.82
1988-24833-0012 0.71 0.79
1988-24833-0022 2.09 2.28
1993-147964-0010 2.65 2.76
2078-142845-0015 3.42 3.57
2078-142845-0032 4.84 5.01
2078-142845-0032 5.11 5.28
2086-149220-0013 1.59 1.72
2086-149220-0031 6.01 6.12
2277-149874-0001 5.04 5.17
2277-149874-0016 1.89 2.03
2277-149896-0007 4.50 4.64
2277-149896-0008 1.20 1.33
2277-149896-0015 2.32 2.45
2277-149896-0028 0.93 1.06
2277-149897-0000 1.69 1.84
2277-149897-0010 2.34 2.43
2277-149897-0014 0.89 1.02
2277-149897-0016 1.30 1.49
2412-153948-0009 5.10 5.24
2412-153954-0003 4.66 4.79
2412-153954-0008 0.94 1.09
2428-83699-0012 2.01 2.12
2428-83705-0000 0.87 0.99
2428-83705-0004 1.32 1.44
2428-83705-0017 0.83 0.96
2428-83705-0026 6.15 6.28
2803-154320-0000 8.18 8.35
2902-9006-0005 19.99 20.16
3081-166546-0035 1.20 1.33
3536-23268-0008 5.44 5.55
3536-8226-0020 2.25 2.37
3536-8226-0029 1.29 1.41
3576-138058-0009 6.31 6.43
3576-138058-0029 6.27 6.41
3752-4943-0019 0.27 0.40
3752-4944-0016 2.77 2.92
3752-4944-0031 5.36 5.56
3752-4944-0069 1.12 1.27
3853-163249-0001 5.42 5.59
3853-163249-0008 4.69 4.84
3853-163249-0053 5.99 6.13
422-122949-0026 2.85 2.94
5338-284437-0007 1.74 1.85
5338-284437-0019 0.85 1.02
5338-284437-0024 0.75 0.92
5338-284437-0026 11.62 11.73
5338-284437-0026 14.83 15.01
5338-284437-0030 2.22 2.34
5536-43358-0017 1.80 1.92
5536-43359-0004 1.92 2.09
5536-43359-0005 2.92 3.05
5536-43359-0007 3.67 3.81
5536-43359-0012 3.77 3.93
5536-43359-0018 0.82 0.95
5536-43363-0006 3.44 3.60
5536-43363-0019 6.34 6.50
5694-64025-0011 2.06 2.21
5694-64025-0014 6.04 6.13
5694-64029-0011 5.59 5.73
5694-64038-0014 0.62 0.72
5694-64038-0019 1.65 1.79
6241-66616-0014 4.75 4.88
6295-244435-0005 3.38 3.51
6295-244435-0029 1.33 1.45
6295-244435-0032 1.10 1.28
6295-244435-0035 1.19 1.35
6295-244435-0036 1.31 1.44
6295-244435-0039 0.43 0.57
6295-64301-0003 0.96 1.11
6295-64301-0003 2.06 2.19
6295-64301-0026 9.14 9.31
6295-64301-0028 3.41 3.62
6319-275224-0006 9.65 9.77
6319-275224-0015 3.97 4.13
6319-57405-0008 9.95 10.08
6319-64726-0016 4.93 5.06
6319-64726-0018 9.61 9.77
6345-64257-0000 8.19 8.34
6345-93306-0005 0.28 0.39
6345-93306-0007 4.57 4.75
6345-93306-0023 8.92 9.05
6345-93306-0025 10.55 10.63
652-129742-0014 1.71 1.83
652-130726-0004 9.06 9.19
652-130726-0006 3.97 4.11
652-130726-0006 5.58 5.73
652-130726-0015 1.19 1.32
652-130726-0022 10.22 10.32
652-130726-0032 3.36 3.49
652-130737-0000 2.50 2.63
652-130737-0000 7.41 7.53
652-130737-0002 3.67 3.78
777-126732-0004 2.14 2.26
777-126732-0004 2.75 2.90
777-126732-0007 9.89 10.02
777-126732-0010 1.62 1.83
777-126732-0013 3.14 3.27
777-126732-0019 3.78 3.91
777-126732-0023 2.09 2.26
777-126732-0023 4.44 4.57
777-126732-0024 1.08 1.27
777-126732-0025 3.97 4.12
777-126732-0044 3.08 3.24
777-126732-0061 1.65 1.73
777-126732-0066 9.05 9.21
777-126732-0066 9.37 9.45
777-126732-0067 4.05 4.19
777-126732-0073 2.80 2.99
7850-286674-0011 7.97 8.08
7850-73752-0004 2.70 2.81
7976-110124-0007 1.10 1.27
7976-110523-0017 2.46 2.56
8297-275154-0010 6.47 6.67
8297-275154-0014 15.08 15.26
8297-275155-0010 0.93 1.10
8297-275155-0032 5.49 5.65
84-121123-0017 3.90 4.00
84-121123-0017 4.19 4.39
84-121123-0025 5.18 5.28
84-121550-0022 0.95 1.10
84-121550-0029 4.60 4.72
84-121550-0031 0.87 1.04
84-121550-0034 6.99 7.10
8842-302201-0011 3.01 3.14
8842-302201-0013 1.41 1.54
8842-302201-0014 0.90 0.99
8842-304647-0006 0.97 1.07
8842-304647-0009 9.92 10.03

Class 41
1272-135031-0024 11.66 11.94
1462-170138-0000 0.52 0.70
1462-170142-0033 1.30 1.56
1462-170145-0015 5.21 5.40
1673-143396-0017 1.88 2.06
1673-143397-0020 8.94 9.08
174-168635-0002 9.66 9.88
174-168635-0002 14.50 14.66
174-168635-0008 3.20 3.39
174-168635-0012 3.24 3.43
174-168635-0018 0.66 0.81
174-168635-0018 5.85 6.05
174-50561-0010 5.81 5.94
174-84280-0010 0.64 0.77
1988-147956-0009 0.97 1.12
1988-147956-0027 1.43 1.63
1993-147149-0023 4.03 4.23
1993-147964-0004 4.88 5.11
1993-147965-0006 3.30 3.64
1993-147966-0001 2.17 2.36
2035-147960-0000 2.83 3.03
2035-147961-0036 2.17 2.40
2035-152373-0005 2.68 2.86
2035-152373-0005 20.52 20.67
2035-152373-0012 3.24 3.43
2035-152373-0015 4.92 5.08
2035-152373-0016 4.62 4.87
2086-149214-0004 9.06 9.24
2086-149220-0000 0.86 1.01
2086-149220-0004 3.38 3.50
2086-149220-0019 11.00 11.14
2277-149874-0003 2.92 3.08
2277-149896-0009 1.00 1.17
2277-149896-0009 1.96 2.15
2277-149896-0026 0.93 1.11
2277-149896-0026 2.29 2.45
2277-149897-0026 0.44 0.58
2412-153954-0019 5.12 5.30
2412-153954-0020 5.02 5.23
2428-83699-0009 0.65 0.84
2428-83699-0011 1.02 1.18
2428-83699-0018 0.71 0.92
2428-83699-0025 0.52 0.68
2428-83699-0025 5.58 5.77
2428-83699-0029 2.64 2.81
2428-83705-0019 4.20 4.37
251-118436-0000 2.58 2.76
251-136532-0000 3.64 3.98
251-136532-0004 0.68 0.91
251-136532-0007 2.10 2.25
251-137823-0021 5.71 5.90
2803-154320-0004 1.43 1.61
2803-154320-0012 8.07 8.35
2803-154328-0001 0.68 0.85
2803-154328-0018 5.16 5.33
2803-161169-0015 3.10 3.40
2902-9006-0004 1.40 1.57
2902-9006-0005 6.41 6.59
2902-9006-0006 1.46 1.62
2902-9006-0015 11.55 11.80
2902-9006-0017 21.94 22.15
2902-9008-0001 0.92 1.17
3081-166546-0025 0.91 1.10
3081-166546-0026 7.44 7.69
3081-166546-0029 4.56 4.73
3081-166546-0043 1.62 1.87
3081-166546-0085 2.56 2.76
3170-137482-0002 13.01 13.19
3170-137482-0003 11.43 11.59
3170-137482-0007 14.60 14.80
3170-137482-0017 9.43 9.59
3170-137482-0039 12.01 12.19
3170-137482-0043 2.09 2.27
3536-23268-0003 5.52 5.67
3536-23268-0008 0.61 0.76
3536-23268-0021 12.51 12.67
3536-23268-0023 5.90 6.10
3536-8226-0001 0.90 1.04
3536-8226-0015 7.38 7.54
3536-8226-0019 0.73 0.90
3536-8226-0027 1.15 1.31
3576-138058-0020 15.39 15.57
3752-4944-0009 0.40 0.59
3752-4944-0037 1.51 1.77
5338-24615-0014 10.98 11.18
5338-284437-0022 3.41 3.60
5536-43363-0010 6.61 6.77
5536-43363-0017 6.58 6.77
5895-34615-0017 2.90 3.11
5895-34615-0021 2.22 2.44
5895-34615-0021 3.54 3.71
5895-34615-0021 11.51 11.77
5895-34622-0003 3.57 3.72
5895-34622-0005 1.13 1.36
5895-34622-0009 1.18 1.34
6241-61943-0015 1.41 1.54
6241-66616-0009 4.57 4.89
6241-66616-0010 2.13 2.26
6241-66616-0014 4.88 5.22
6295-244435-0004 1.47 1.71
6295-64301-0017 3.69 3.95
6295-64301-0026 1.19 1.43
6313-66125-0013 1.04 1.28
6313-66129-0022 2.99 3.18
6313-66129-0033 7.33 7.50
6313-76958-0013 4.74 4.91
6319-275224-0014 8.55 8.82
6319-64726-0005 0.74 0.91
6319-64726-0009 4.43 4.59
6319-64726-0015 4.22 4.55
6319-64726-0016 3.19 3.36
6345-64257-0002 4.10 4.25
6345-93306-0000 4.16 4.29
6345-93306-0000 6.00 6.17
6345-93306-0010 0.35 0.52
6345-93306-0010 4.05 4.19
652-129742-0003 4.94 5.15
777-126732-0009 2.27 2.53
777-126732-0011 1.56 1.76
777-126732-0035 1.26 1.48
777-126732-0056 4.86 5.24
777-126732-0060 5.47 5.63
777-126732-0063 7.94 8.14
777-126732-0065 2.68 2.86
7850-111771-0004 4.45 4.66
7850-281318-0023 0.61 0.88
7850-286674-0000 2.52 2.77
7976-105575-0006 6.13 6.31
7976-105575-0021 1.68 1.88
7976-105575-0025 2.53 2.77
7976-110124-0012 1.87 2.06
7976-110124-0012 5.45 5.61
7976-110523-0000 0.63 0.86
7976-110523-0002 5.03 5.20
7976-110523-0019 1.52 1.74
8297-275155-0022 1.68 1.89
8297-275156-0005 3.72 3.87
8297-275156-0006 0.80 1.07
8297-275156-0007 4.58 4.77
84-121123-0010 3.55 3.71
84-121123-0021 2.03 2.20
84-121550-0012 6.80 6.94
84-121550-0017 7.44 7.63

Class 42
1272-135031-0006 0.34 0.53
1272-141231-0000 3.43 3.57
1462-170138-0004 0.85 1.05
1462-170138-0005 9.54 9.69
1462-170142-0016 0.20 0.37
1462-170142-0023 0.32 0.44
1462-170142-0030 1.87 1.99
1462-170142-0037 0.14 0.29
1462-170145-0004 0.31 0.44
1462-170145-0016 2.54 2.64
1462-170145-0020 0.86 1.01
1673-143397-0007 2.91 3.03
174-84280-0008 2.00 2.15
174-84280-0012 12.27 12.57
174-84280-0013 2.55 2.72
1988-147956-0010 0.45 0.63
1988-147956-0018 0.34 0.48
1988-148538-0002 0.19 0.36
1988-148538-0005 0.36 0.51
1988-24833-0007 3.37 3.54
1988-24833-0017 0.45 0.55
1993-147149-0015 1.79 1.94
1993-147149-0024 0.51 0.79
1993-147964-0002 0.35 0.46
1993-147964-0005 2.85 3.00
2035-147960-0006 0.52 0.65
2086-149220-0018 0.33 0.47
2086-149220-0022 3.56 3.73
2086-149220-0029 0.48 0.59
2412-153947-0004 0.53 0.69
2412-153947-0005 0.51 0.67
2412-153947-0006 1.97 2.07
2412-153947-0007 0.50 0.65
2412-153947-0013 3.75 3.90
2412-153947-0015 7.55 7.75
2412-153948-0005 0.50 0.64
2412-153948-0013 0.51 0.63
2412-153948-0013 4.10 4.25
2412-153954-0006 6.13 6.31
2412-153954-0009 0.14 0.26
2412-153954-0011 0.29 0.49
2412-153954-0013 0.44 0.59
2412-153954-0020 4.28 4.42
2428-83699-0000 0.48 0.60
2428-83699-0006 5.73 5.84
2428-83699-0007 4.02 4.17
2428-83699-0009 0.51 0.65
2428-83699-0010 0.43 0.59
2428-83699-0016 6.52 6.71
2428-83705-0008 0.43 0.60
2428-83705-0011 0.53 0.66
2428-83705-0012 0.34 0.48
2428-83705-0015 8.97 9.25
2428-83705-0019 2.08 2.25
2428-83705-0023 0.53 0.68
2428-83705-0029 0.31 0.47
2428-83705-0032 3.65 3.86
2428-83705-0037 0.51 0.65
251-136532-0021 1.10 1.35
2803-154328-0008 0.49 0.64
2803-154328-0014 2.85 2.97
2803-161169-0009 15.21 15.32
2902-9006-0019 7.22 7.45
2902-9006-0020 0.50 0.64
2902-9008-0013 8.58 8.79
3000-15664-0025 2.55 2.71
3000-15664-0038 13.73 13.85
3081-166546-0010 0.19 0.46
3081-166546-0011 4.08 4.22
3081-166546-0015 0.54 0.66
3081-166546-0023 2.40 2.48
3081-166546-0042 0.34 0.51
3081-166546-0045 3.09 3.19
3170-137482-0001 0.36 0.48
3170-137482-0002 0.40 0.53
3170-137482-0022 8.75 8.97
3170-137482-0023 2.30 2.45
3170-137482-0035 2.66 2.82
3536-23268-0004 0.33 0.47
3536-23268-0005 0.51 0.65
3536-23268-0015 0.84 0.97
3536-8226-0024 0.50 0.64
3576-138058-0017 2.65 2.79
3576-138058-0019 3.12 3.28
3576-138058-0019 6.37 6.50
3576-138058-0022 7.34 7.55
3752-4943-0009 0.25 0.45
3752-4943-0029 0.38 0.57
3752-4944-0009 0.21 0.40
3752-4944-0011 1.66 1.84
3752-4944-0015 2.99 3.13
3752-4944-0046 0.39 0.57
3752-4944-0065 0.50 0.67
3853-163249-0006 0.49 0.63
3853-163249-0007 0.41 0.55
3853-163249-0011 0.48 0.64
3853-163249-0021 0.28 0.44
3853-163249-0023 3.93 4.04
3853-163249-0056 0.28 0.44
5338-24640-0004 4.77 4.92
5694-64025-0010 0.53 0.68
5694-64025-0011 5.99 6.14
5694-64025-0015 3.13 3.27
5694-64029-0006 1.35 1.48
5694-64029-0006 6.09 6.30
5694-64029-0024 0.21 0.36
5694-64029-0026 2.54 2.69
6241-61943-0021 0.42 0.59
6241-61943-0026 0.48 0.62
6241-61946-0009 0.31 0.43
6241-61946-0023 3.15 3.29
6295-64301-0021 0.07 0.28
6295-64301-0021 1.14 1.33
6313-66125-0006 0.86 1.04
6313-66125-0007 0.23 0.39
6313-66125-0019 0.31 0.56
6313-66125-0021 2.31 2.42
6313-66129-0007 0.21 0.34
6313-66129-0010 0.38 0.60
6313-66129-0031 1.46 1.59
6313-76958-0001 1.54 1.69
6345-64257-0015 0.18 0.34
6345-93306-0018 0.21 0.40
7976-105575-0011 0.16 0.35
7976-110124-0002 2.23 2.40
7976-110124-0005 1.36 1.50
7976-110523-0015 6.03 6.18
8297-275155-0019 2.87 3.06
84-121123-0028 0.25 0.42
84-121550-0003 0.46 0.62
84-121550-0019 3.57 3.67
84-121550-0024 5.97 6.19
84-121550-0026 0.09 0.28
8842-302201-0009 4.00 4.11

Class 43
1272-135031-0010 0.97 1.25
1272-135031-0015 5.88 5.99
1272-141231-0002 1.50 1.67
1272-141231-0012 4.48 4.61
1272-141231-0025 3.89 3.96
1462-170142-0005 6.36 6.49
1462-170142-0020 1.08 1.15
1462-170142-0021 0.98 1.14
174-168635-0019 1.23 1.32
174-84280-0001 16.47 16.54
174-84280-0004 1.53 1.56
1919-142785-0000 1.34 1.50
1919-142785-0005 6.00 6.07
1919-142785-0010 8.56 8.75
1919-142785-0015 1.88 1.99
1919-142785-0018 1.91 2.01
1919-142785-0021 1.58 1.69
1919-142785-0030 6.84 6.94
1919-142785-0043 4.71 4.80
1919-142785-0045 2.95 3.09
1919-142785-0047 12.38 12.43
1919-142785-0050 3.53 3.68
1919-142785-0057 6.31 6.38
1919-142785-0062 0.94 1.06
1988-148538-0001 6.27 6.36
1988-24833-0007 1.82 1.92
1993-147966-0000 8.03 8.09
2078-142845-0005 18.44 18.57
2078-142845-0007 3.84 3.94
2078-142845-0032 5.83 5.90
2078-142845-0042 1.95 2.16
2078-142845-0043 9.46 9.58
2086-149220-0016 1.81 1.94
2086-149220-0032 0.85 0.88
2277-149874-0016 2.58 2.66
2277-149896-0026 1.59 1.66
2277-149897-0034 4.56 4.70
2277-149897-0034 9.07 9.14
2277-149897-0035 1.28 1.45
2412-153947-0008 6.93 6.98
2412-153947-0009 2.20 2.28
2412-153947-0010 15.19 15.29
2412-153948-0009 1.82 1.89
2412-153954-0018 5.12 5.18
2428-83705-0011 4.56 4.62
251-137823-0017 0.95 0.98
2803-154320-0002 1.33 1.38
2803-154320-0011 1.96 2.21
2803-154328-0001 1.59 1.68
2803-154328-0008 1.32 1.44
2803-154328-0015 1.28 1.32
2803-161169-0003 2.38 2.44
2803-161169-0005 2.96 3.09
2803-161169-0009 6.06 6.20
3081-166546-0038 1.88 2.01
3081-166546-0045 6.62 6.79
3081-166546-0074 7.68 7.80
3081-166546-0078 2.88 2.95
3081-166546-0082 4.29 4.32
3170-137482-0003 15.42 15.52
3170-137482-0005 4.43 4.46
3576-138058-0002 6.30 6.45
3576-138058-0016 1.76 1.87
3576-138058-0016 8.39 8.53
3576-138058-0032 1.59 1.72
3576-138058-0033 9.35 9.43
3752-4944-0016 6.34 6.40
3752-4944-0055 0.89 0.97
3853-163249-0005 1.63 1.71
3853-163249-0033 0.99 1.22
422-122949-0000 2.50 2.62
422-122949-0013 7.71 7.76
422-122949-0020 19.26 19.41
422-122949-0022 11.64 11.79
422-122949-0024 8.00 8.08
5338-24615-0003 6.23 6.30
5338-24615-0014 2.42 2.48
5338-24640-0008 3.26 3.33
5338-284437-0020 7.20 7.24
5536-43358-0011 1.58 1.69
5694-64025-0010 15.48 15.56
5895-34622-0004 2.31 2.44
5895-34629-0007 1.30 1.39
5895-34629-0009 2.18 2.32
5895-34629-0021 1.08 1.16
5895-34629-0030 1.14 1.24
5895-34629-0033 2.69 2.74
6241-61943-0000 1.79 1.84
6241-61946-0001 4.64 4.74
6241-61946-0011 6.52 6.58
6241-61946-0022 6.69 6.72
6241-66616-0007 2.39 2.44
6241-66616-0018 1.18 1.24
6313-66125-0006 0.79 0.86
6313-66129-0018 1.51 1.56
6313-76958-0004 2.66 2.75
6313-76958-0013 1.45 1.60
6313-76958-0014 1.81 1.88
6313-76958-0014 5.67 5.70
6345-64257-0013 2.86 2.92
6345-93306-0020 2.90 3.20
652-129742-0008 1.90 2.03
652-129742-0015 10.10 10.21
652-130726-0004 6.53 6.66
652-130726-0010 2.76 2.85
652-130737-0000 3.20 3.33
652-130737-0006 2.67 2.72
777-126732-0003 2.73 2.76
777-126732-0063 2.43 2.58
7850-281318-0012 2.08 2.23
7850-281318-0017 5.73 5.76
7850-73752-0003 10.87 10.98
7850-73752-0019 1.55 1.60
7976-110124-0001 2.28 2.33
84-121123-0006 3.29 3.37
84-121123-0026 8.01 8.16
84-121550-0004 2.96 3.09
84-121550-0006 3.39 3.53
84-121550-0010 7.15 7.23
84-121550-0011 7.08 7.16
84-121550-0012 3.47 3.54
84-121550-0015 3.43 3.51
84-121550-0018 7.53 7.62
84-121550-0018 7.91 7.97
84-121550-0019 7.31 7.38
84-121550-0022 3.38 3.43
84-121550-0025 3.40 3.47
84-121550-0035 1.45 1.48
8842-304647-0000 1.69 1.75
8842-304647-0002 21.19 21.27
8842-304647-0006 19.83 19.88

Class 44
1272-135031-0015 3.64 3.81
1272-141231-0006 0.39 0.52
1272-141231-0010 6.62 6.79
1272-141231-0023 0.51 0.65
1272-141231-0023 6.78 6.93
1462-170138-0000 11.09 11.21
1462-170142-0000 0.42 0.60
1462-170145-0000 2.53 2.65
1673-143396-0006 4.50 4.64
1673-143396-0012 3.34 3.46
1673-143396-0016 2.31 2.42
1673-143396-0020 11.77 11.88
1673-143397-0010 0.24 0.36
1673-143397-0016 0.39 0.52
174-168635-0001 0.50 0.67
174-50561-0003 0.39 0.55
174-50561-0009 0.49 0.65
174-50561-0010 5.12 5.34
174-50561-0012 0.50 0.65
174-50561-0016 1.31 1.44
174-84280-0012 12.07 12.27
1919-142785-0017 0.50 0.63
1919-142785-0025 0.48 0.66
1919-142785-0033 1.38 1.53
1919-142785-0053 9.29 9.43
1988-148538-0006 19.32 19.47
1988-148538-0015 8.00 8.15
1988-24833-0012 1.95 2.09
1993-147966-0000 0.50 0.62
2035-147961-0004 0.47 0.61
2035-147961-0018 2.40 2.51
2035-147961-0021 6.21 6.32
2035-147961-0038 0.49 0.62
2035-152373-0006 1.46 1.62
2035-152373-0015 0.98 1.11
2078-142845-0051 7.68 7.85
2086-149214-0000 0.39 0.50
2086-149220-0011 0.50 0.61
2086-149220-0041 9.27 9.39
2086-149220-0048 2.05 2.16
