Class 0
1988-24833-0014 0.00 0.43
1993-147149-0003 0.00 0.51
1993-147965-0005 0.00 0.51
2035-147960-0005 0.00 0.20
2035-147960-0011 0.00 0.50
2035-147961-0000 0.00 0.47
2035-147961-0036 0.00 0.31
2035-152373-0010 0.00 0.50
2035-152373-0012 0.00 0.47
2078-142845-0009 0.00 0.46
2078-142845-0017 0.00 0.50
2078-142845-0037 0.00 0.49
2086-149214-0001 0.00 0.41
2086-149220-0027 0.00 0.51
2086-149220-0032 0.00 0.40
2086-149220-0037 0.00 0.17
2086-149220-0049 0.00 0.37
2277-149874-0021 0.00 0.51
2277-149896-0013 0.00 0.15
2277-149896-0026 0.00 0.17
2277-149896-0031 0.00 0.17
2277-149897-0020 0.00 0.27
2412-153947-0004 0.00 0.53
2412-153954-0004 0.00 0.51
2412-153954-0005 0.00 0.43
2412-153954-0006 0.00 0.52
2412-153954-0010 0.00 0.39
2412-153954-0012 0.00 0.38
2412-153954-0014 0.00 0.53
2412-153954-0019 0.00 0.50
2412-153954-0021 0.00 0.52
2412-153954-0022 0.00 0.49
2428-83699-0004 0.00 0.34
2428-83699-0011 0.00 0.26
2428-83699-0023 0.00 0.16
2428-83699-0024 0.00 0.25
2428-83699-0025 0.00 0.35
2428-83699-0026 0.00 0.28
2428-83705-0006 0.00 0.53
2428-83705-0024 0.00 0.26
2428-83705-0037 0.00 0.51
2428-83705-0038 0.00 0.17
2428-83705-0040 0.00 0.26
251-118436-0004 0.00 0.24
251-118436-0011 0.00 0.31
251-136532-0005 0.00 0.50
251-136532-0017 0.00 0.36
251-137823-0000 0.00 0.44
251-137823-0003 0.00 0.32
251-137823-0004 0.00 0.47
251-137823-0005 0.00 0.26
251-137823-0009 0.00 0.30
251-137823-0010 0.00 0.39
251-137823-0016 0.00 0.52
251-137823-0019 0.00 0.52
251-137823-0023 0.00 0.20
251-137823-0024 0.00 0.50
251-137823-0025 0.00 0.17
251-137823-0026 0.00 0.51
2803-154320-0009 0.00 0.31
2803-154320-0010 0.00 0.23
2803-161169-0000 0.00 0.27
2803-161169-0011 0.00 0.14
2803-161169-0012 0.00 0.47
2803-161169-0016 0.00 0.36
2902-9006-0005 0.00 0.37
2902-9006-0006 0.00 0.51
2902-9006-0016 0.00 0.35
2902-9006-0018 0.00 0.32
2902-9008-0012 0.00 0.45
3000-15664-0000 0.00 0.21
3000-15664-0022 0.00 0.26
3000-15664-0033 0.00 0.35
3000-15664-0041 0.00 0.38
3081-166546-0009 0.00 0.53
3081-166546-0057 0.00 0.23
3081-166546-0069 0.00 0.51
3081-166546-0087 0.00 0.35
3081-166546-0089 0.00 0.45
3170-137482-0007 0.00 0.50
3170-137482-0015 0.00 0.51
3170-137482-0031 0.00 0.36
3170-137482-0032 0.00 0.41
3536-8226-0003 0.00 0.27
3536-8226-0008 0.00 0.23
3536-8226-0016 0.00 0.53
3536-8226-0021 0.00 0.49
3576-138058-0010 0.00 0.47
3576-138058-0014 0.00 0.51
3576-138058-0020 0.00 0.18
3576-138058-0021 0.00 0.27
3576-138058-0024 0.00 0.42
3576-138058-0026 0.00 0.50
3752-4943-0002 0.00 0.25
3752-4943-0004 0.00 0.40
3752-4943-0007 0.00 0.24
3752-4943-0012 0.00 0.47
3752-4943-0019 0.00 0.14
3752-4943-0020 0.00 0.16
3752-4943-0029 0.00 0.38
3752-4944-0007 0.00 0.30
3752-4944-0009 0.00 0.21
3752-4944-0010 0.00 0.22
3752-4944-0012 0.00 0.15
3752-4944-0015 0.00 0.46
3752-4944-0018 0.00 0.47
3752-4944-0023 0.00 0.37
3752-4944-0028 0.00 0.25
3752-4944-0045 0.00 0.40
3752-4944-0048 0.00 0.34
3752-4944-0049 0.00 0.18
3752-4944-0064 0.00 0.44
3752-4944-0067 0.00 0.18
3853-163249-0000 0.00 0.32
3853-163249-0011 0.00 0.48
3853-163249-0019 0.00 0.28
3853-163249-0021 0.00 0.28
3853-163249-0022 0.00 0.52
3853-163249-0023 0.00 0.24
3853-163249-0028 0.00 0.37
3853-163249-0039 0.00 0.23
3853-163249-0041 0.00 0.35
3853-163249-0049 0.00 0.23
422-122949-0014 0.00 0.25
422-122949-0018 0.00 0.43
422-122949-0021 0.00 0.33
422-122949-0027 0.00 0.33
422-122949-0030 0.00 0.09
422-122949-0033 0.00 0.13
5338-24640-0002 0.00 0.54
5338-24640-0006 0.00 0.53
5338-284437-0002 0.00 0.97
5338-284437-0010 0.00 0.31
5338-284437-0011 0.00 0.41
5338-284437-0023 0.00 0.35
5338-284437-0025 0.00 0.21
5338-284437-0026 0.00 0.15
5338-284437-0029 0.00 0.29
5338-284437-0033 0.00 0.30
5536-43358-0001 0.00 0.53
5536-43358-0005 0.00 0.32
5536-43358-0011 0.00 0.23
5536-43358-0016 0.00 0.56
5536-43359-0006 0.00 0.53
5536-43359-0013 0.00 0.31
5536-43359-0015 0.00 0.24
5536-43363-0001 0.00 0.38
5694-64038-0004 0.00 0.35
5895-34629-0001 0.00 0.32
6241-61943-0004 0.00 0.39
6241-61943-0009 0.00 0.49
6241-61946-0017 0.00 0.38
6241-61946-0023 0.00 0.26
6241-66616-0002 0.00 0.52
6241-66616-0010 0.00 0.14
6241-66616-0015 0.00 0.17
6295-244435-0001 0.00 0.26
6295-244435-0005 0.00 0.29
6295-244435-0008 0.00 0.44
6295-244435-0018 0.00 0.15
6295-244435-0020 0.00 0.14
6295-244435-0021 0.00 0.24
6295-244435-0026 0.00 0.18
6295-244435-0027 0.00 0.04
6295-244435-0028 0.00 0.45
6295-244435-0036 0.00 0.19
6295-244435-0038 0.00 0.21
6295-244435-0039 0.00 0.26
6295-64301-0002 0.00 0.52
6295-64301-0018 0.00 0.44
6313-76958-0027 0.00 0.35
6319-57405-0001 0.00 0.53
6319-64726-0007 0.00 0.51
6319-64726-0012 0.00 0.51
6319-64726-0014 0.00 0.54
6345-93302-0010 0.00 0.39
6345-93306-0007 0.00 0.43
6345-93306-0009 0.00 0.10
652-129742-0004 0.00 0.32
652-129742-0006 0.00 0.51
652-130726-0000 0.00 0.47
652-130726-0004 0.00 0.37
652-130726-0020 0.00 0.50
652-130726-0029 0.00 0.25
777-126732-0000 0.00 0.53
777-126732-0002 0.00 0.20
777-126732-0006 0.00 0.54
777-126732-0027 0.00 0.30
777-126732-0043 0.00 0.36
7850-286674-0007 0.00 0.33
7850-73752-0003 0.00 0.38
7850-73752-0015 0.00 0.32
7976-105575-0014 0.00 0.52
7976-105575-0023 0.00 0.33
7976-105575-0026 0.00 0.41
7976-110124-0007 0.00 0.34
7976-110523-0002 0.00 0.38
7976-110523-0006 0.00 0.39
7976-110523-0010 0.00 0.46
7976-110523-0017 0.00 0.39
7976-110523-0018 0.00 0.13
8297-275154-0007 0.00 0.36
8297-275154-0019 0.00 0.18
8297-275154-0023 0.00 0.45
8297-275155-0006 0.00 0.51
8297-275155-0013 0.00 0.50
84-121123-0000 0.00 0.49
84-121123-0005 0.00 0.40
84-121123-0008 0.00 0.19
84-121123-0009 0.00 0.31
84-121123-0014 0.00 0.35
84-121123-0018 0.00 0.13
84-121123-0020 0.00 0.39
84-121123-0024 0.00 0.17
84-121123-0026 0.00 0.35
84-121123-0028 0.00 0.25
84-121550-0000 0.00 0.24
84-121550-0001 0.00 0.41
84-121550-0002 0.00 0.41
84-121550-0005 0.00 0.07
84-121550-0006 0.00 0.52
84-121550-0007 0.00 0.33
84-121550-0008 0.00 0.36
84-121550-0009 0.00 0.49
84-121550-0010 0.00 0.52
84-121550-0011 0.00 0.30
84-121550-0012 0.00 0.44
84-121550-0013 0.00 0.41
84-121550-0014 0.00 0.42
84-121550-0015 0.00 0.52
84-121550-0016 0.00 0.51
84-121550-0017 0.00 0.17
84-121550-0018 0.00 0.41
84-121550-0019 0.00 0.49
84-121550-0020 0.00 0.50
84-121550-0021 0.00 0.43
84-121550-0022 0.00 0.44
84-121550-0025 0.00 0.50
84-121550-0026 0.00 0.09
84-121550-0027 0.00 0.47
84-121550-0028 0.00 0.38
84-121550-0029 0.00 0.24
84-121550-0030 0.00 0.23
84-121550-0031 0.00 0.37
84-121550-0032 0.00 0.54
84-121550-0033 0.00 0.44
84-121550-0034 0.00 0.51
84-121550-0035 0.00 0.23
8842-302196-0001 0.00 0.31
8842-302201-0002 0.00 0.29
8842-302203-0006 0.00 0.29
8842-302203-0009 0.00 0.27
8842-304647-0003 0.00 0.24

Class 22
1272-128104-0006 3.79 4.25
1272-135031-0024 4.76 4.79
1272-141231-0002 11.52 11.74
1462-170138-0009 0.48 0.94
1462-170142-0001 7.30 7.60
1462-170142-0005 9.11 9.35
1462-170142-0015 2.00 2.24
1462-170142-0042 1.17 1.20
1462-170145-0013 4.26 4.29
1462-170145-0022 2.70 2.84
1673-143396-0005 6.79 7.47
1673-143396-0009 4.77 4.85
1673-143397-0006 8.17 8.54
174-168635-0001 1.85 2.53
174-168635-0002 4.05 4.46
174-168635-0002 12.34 12.56
174-168635-0010 3.17 3.61
174-50561-0009 1.09 1.67
1919-142785-0007 25.65 25.89
1919-142785-0013 3.95 4.12
1919-142785-0027 4.73 4.90
1919-142785-0030 4.50 4.59
1919-142785-0061 6.54 6.68
1919-142785-0062 1.54 2.14
1988-148538-0000 9.45 9.59
1988-24833-0013 2.37 2.51
1993-147149-0007 2.24 2.32
1993-147149-0009 2.65 2.90
1993-147149-0009 8.02 8.33
1993-147149-0014 1.33 1.43
1993-147149-0015 7.89 8.26
1993-147149-0025 2.85 3.42
1993-147149-0030 0.77 1.06
1993-147964-0009 6.23 6.69
1993-147965-0002 4.38 4.89
2035-147961-0001 1.01 1.23
2035-147961-0001 1.84 2.09
2078-142845-0004 21.85 22.16
2078-142845-0025 8.68 9.07
2078-142845-0026 1.11 1.44
2078-142845-0030 10.89 11.01
2078-142845-0039 15.15 15.38
2086-149214-0004 0.96 1.12
2086-149214-0004 2.01 2.78
2086-149220-0002 11.72 11.88
2086-149220-0017 6.50 6.57
2086-149220-0035 10.08 10.55
2086-149220-0036 3.66 3.94
2277-149896-0010 1.07 1.51
2277-149896-0016 0.92 1.06
2277-149896-0023 1.90 2.07
2277-149896-0030 5.17 5.34
2277-149897-0002 0.73 0.90
2277-149897-0020 1.86 1.97
2277-149897-0034 2.72 2.76
2412-153947-0001 0.89 1.44
2412-153947-0002 3.86 4.20
2412-153947-0010 10.88 11.21
2412-153948-0004 11.41 11.58
2412-153948-0006 11.53 11.74
2412-153948-0006 12.46 12.59
2412-153948-0007 1.73 1.81
2412-153948-0007 4.10 4.15
2412-153948-0008 1.98 2.34
2412-153954-0001 7.43 7.65
2412-153954-0009 7.47 7.59
2412-153954-0015 10.03 10.24
2428-83699-0005 5.92 6.19
2428-83699-0009 0.84 1.01
2428-83699-0017 5.27 5.35
2428-83699-0018 13.30 13.49
2428-83699-0041 0.68 1.22
2428-83705-0009 0.90 1.07
251-118436-0001 1.50 1.87
251-118436-0004 0.24 0.44
251-118436-0009 6.55 6.66
251-136532-0014 0.48 1.03
251-137823-0011 0.50 1.00
251-137823-0024 0.99 1.40
2803-154320-0003 1.04 1.24
2803-154320-0004 6.28 6.56
2803-154320-0008 2.41 2.90
2803-154328-0007 5.10 5.43
2803-154328-0019 1.52 2.01
2803-154328-0023 5.46 5.85
2803-161169-0005 11.12 11.16
2803-161169-0009 15.21 15.32
2803-161169-0017 7.36 7.74
2902-9006-0012 4.61 4.70
2902-9006-0018 9.48 9.84
2902-9008-0003 3.21 3.58
2902-9008-0005 0.34 0.59
2902-9008-0006 10.01 10.57
2902-9008-0010 4.70 5.16
2902-9008-0016 2.87 3.37
3000-15664-0010 10.26 10.77
3000-15664-0021 9.23 9.57
3000-15664-0034 6.82 6.93
3000-15664-0036 5.67 6.22
3081-166546-0020 1.33 1.74
3081-166546-0034 2.24 2.35
3081-166546-0068 0.62 0.84
3081-166546-0087 1.17 1.84
3170-137482-0004 1.02 1.67
3170-137482-0007 7.76 7.89
3170-137482-0014 1.24 1.32
3170-137482-0021 6.56 6.63
3170-137482-0023 11.42 11.56
3170-137482-0024 0.81 1.04
3170-137482-0027 3.68 4.24
3170-137482-0037 2.70 3.01
3170-137482-0040 9.50 9.88
3170-137482-0044 13.12 13.76
3170-137482-0046 7.02 7.53
3536-23268-0000 2.65 2.80
3536-23268-0001 13.80 14.07
3536-23268-0002 6.19 6.65
3536-23268-0007 5.28 5.76
3536-23268-0008 5.15 5.27
3536-23268-0010 3.46 3.90
3536-23268-0011 1.27 1.84
3536-23268-0011 2.01 2.25
3536-23268-0016 1.03 1.65
3536-23268-0018 5.74 6.13
3536-23268-0022 1.29 1.66
3536-23268-0024 4.51 4.61
3536-8226-0008 3.67 3.80
3536-8226-0013 0.70 0.80
3536-8226-0023 7.88 7.98
3576-138058-0009 6.31 6.43
3576-138058-0010 1.47 1.64
3576-138058-0012 1.27 1.58
3576-138058-0014 5.49 5.55
3576-138058-0017 12.61 12.83
3576-138058-0020 4.50 4.70
3576-138058-0020 14.19 14.58
3576-138058-0020 22.33 22.70
3576-138058-0024 12.74 12.95
3576-138058-0034 4.76 4.86
3576-138058-0035 11.62 11.77
3576-138058-0036 2.94 3.03
3576-138058-0036 8.31 8.74
3752-4943-0000 0.54 0.65
3752-4943-0018 3.50 3.83
3752-4944-0013 4.48 4.74
3752-4944-0044 1.28 1.37
3752-4944-0064 4.29 4.52
3853-163249-0001 3.31 3.42
3853-163249-0006 1.66 1.99
3853-163249-0007 5.38 5.50
3853-163249-0013 0.43 0.59
3853-163249-0013 0.80 1.13
3853-163249-0016 3.53 3.92
3853-163249-0019 0.56 0.72
3853-163249-0030 0.36 0.53
3853-163249-0031 0.45 0.67
3853-163249-0049 9.29 9.69
3853-163249-0049 10.36 10.96
422-122949-0008 1.01 1.39
422-122949-0009 23.38 23.58
422-122949-0015 8.09 8.24
422-122949-0023 11.53 12.04
5338-24615-0002 8.37 8.76
5338-284437-0001 4.43 4.56
5338-284437-0001 7.08 7.22
5338-284437-0007 0.66 0.89
5338-284437-0010 1.11 1.29
5338-284437-0017 1.17 1.36
5536-43358-0008 0.70 1.13
5536-43359-0001 1.35 2.08
5536-43359-0011 2.57 2.69
5536-43359-0014 4.40 4.54
5536-43359-0015 3.15 3.31
5536-43359-0016 1.18 1.35
5536-43363-0009 12.72 12.90
5694-64025-0002 0.65 0.85
5694-64029-0011 0.93 1.20
5694-64029-0011 1.25 1.46
5694-64029-0013 1.22 1.49
5694-64029-0020 5.72 5.92
5694-64029-0021 1.20 1.59
5694-64029-0030 1.66 1.86
5694-64038-0018 4.16 4.76
5694-64038-0022 2.16 2.42
5895-34615-0007 1.35 1.45
5895-34615-0013 1.62 2.20
5895-34615-0017 4.71 5.42
5895-34629-0000 2.06 2.26
5895-34629-0004 1.41 1.54
5895-34629-0006 6.57 6.67
5895-34629-0007 3.97 4.19
5895-34629-0011 0.73 1.40
6241-61943-0008 2.10 2.58
6241-61943-0020 0.54 0.91
6241-61946-0014 3.42 3.84
6241-66616-0025 6.38 6.62
6295-244435-0002 1.52 1.62
6295-244435-0007 0.59 1.10
6295-244435-0009 0.79 1.13
6295-64301-0008 0.87 0.95
6295-64301-0019 8.45 8.97
6295-64301-0019 9.44 9.87
6295-64301-0023 12.17 12.40
6295-64301-0028 8.71 9.11
6295-64301-0030 1.07 1.69
6313-66125-0009 2.57 2.71
6313-66125-0010 3.21 3.58
6313-66125-0025 0.73 1.06
6313-66129-0015 6.76 7.29
6313-66129-0025 3.65 3.92
6313-66129-0034 0.41 0.70
6313-76958-0005 1.51 1.61
6313-76958-0009 1.52 1.88
6313-76958-0010 2.12 2.23
6313-76958-0027 2.83 2.92
6319-275224-0003 7.44 7.70
6319-275224-0005 2.96 3.32
6319-275224-0006 3.33 3.68
6319-275224-0011 13.16 13.56
6319-275224-0014 1.37 1.88
6319-275224-0017 1.24 1.89
6319-64726-0001 6.99 7.32
6319-64726-0019 2.38 2.45
6345-64257-0011 4.26 4.54
6345-64257-0013 5.17 5.31
6345-93302-0010 1.34 1.72
6345-93306-0023 5.58 5.67
652-129742-0009 12.95 13.18
652-130726-0008 8.38 8.47
777-126732-0003 1.27 1.40
777-126732-0005 2.85 2.88
777-126732-0024 2.99 3.26
777-126732-0024 11.52 11.91
777-126732-0027 1.19 1.76
777-126732-0033 2.33 2.46
777-126732-0039 1.44 1.76
777-126732-0063 2.58 2.98
7850-111771-0001 1.61 1.91
7850-281318-0008 1.61 2.06
7850-286674-0010 2.39 2.79
7850-286674-0012 1.25 1.61
7850-286674-0016 9.13 9.16
7850-73752-0003 13.76 13.97
7850-73752-0006 4.27 4.56
7850-73752-0007 0.89 1.63
7850-73752-0009 0.85 1.18
7850-73752-0018 6.17 6.33
7976-105575-0003 3.47 3.57
7976-105575-0007 1.15 1.33
7976-110124-0012 1.87 2.06
7976-110124-0013 0.91 1.36
7976-110124-0013 3.90 4.08
7976-110124-0016 0.90 1.38
7976-110124-0016 3.50 4.06
7976-110124-0020 0.54 0.75
7976-110523-0018 1.30 1.46
8297-275154-0000 4.05 4.47
8297-275155-0003 0.39 0.76
8297-275156-0007 4.77 5.21
84-121123-0002 8.96 9.08
84-121123-0028 2.66 2.86
84-121550-0009 0.49 0.91
84-121550-0015 1.22 1.64
84-121550-0020 1.52 1.99
84-121550-0023 3.20 3.37
84-121550-0032 2.07 2.10
84-121550-0033 3.61 4.19
8842-302196-0000 0.40 1.07
8842-302196-0007 4.83 4.86
8842-302201-0000 7.86 8.03
8842-302201-0001 7.85 8.27
8842-302201-0002 5.35 5.89
8842-302201-0002 7.58 7.85
8842-302201-0009 4.00 4.11
8842-304647-0006 7.67 8.16
8842-304647-0009 1.34 1.63
8842-304647-0010 3.38 3.69

Class 23
1272-135031-0024 3.15 3.41
1272-135031-0024 11.02 11.26
1272-141231-0002 8.05 8.28
1462-170138-0021 4.04 4.18
1462-170142-0005 3.59 3.98
1462-170142-0042 1.47 2.01
1462-170145-0003 5.21 5.55
1673-143396-0004 6.04 6.41
1673-143396-0011 14.28 14.59
1673-143397-0015 0.17 0.62
174-168635-0007 8.72 8.83
174-168635-0022 1.68 2.19
1919-142785-0003 3.60 3.92
1919-142785-0022 4.13 4.21
1919-142785-0023 0.98 1.33
1919-142785-0045 5.29 5.61
1988-147956-0005 2.47 3.20
1988-148538-0006 17.69 18.04
1988-148538-0010 2.26 2.94
1988-148538-0013 6.98 7.32
1988-148538-0014 4.82 5.04
1993-147149-0006 22.33 22.53
1993-147149-0009 3.35 3.62
1993-147149-0025 8.09 8.20
1993-147149-0026 0.99 1.31
1993-147149-0028 4.19 4.35
1993-147964-0005 7.85 8.06
1993-147965-0006 4.93 5.22
2035-147960-0010 2.95 3.19
2035-147961-0002 3.93 4.12
2035-152373-0001 10.27 10.86
2035-152373-0008 2.49 3.07
2035-152373-0011 4.34 5.08
2035-152373-0013 15.33 15.57
2078-142845-0005 12.89 13.29
2078-142845-0005 19.90 20.49
2078-142845-0019 3.86 4.16
2078-142845-0019 8.11 8.90
2086-149214-0000 4.84 5.04
2086-149214-0001 2.20 2.41
2086-149214-0002 8.60 8.97
2086-149220-0002 11.88 12.33
2086-149220-0004 6.85 7.22
2086-149220-0005 6.16 6.24
2086-149220-0009 2.56 2.65
2086-149220-0012 1.11 1.24
2086-149220-0012 6.89 7.46
2086-149220-0041 3.94 4.65
2086-149220-0049 3.87 4.01
2277-149874-0017 2.25 2.43
2277-149896-0013 0.30 0.42
2277-149896-0017 2.16 2.52
2277-149896-0021 0.81 0.97
2277-149896-0024 1.94 2.10
2277-149896-0030 5.77 6.15
2277-149897-0032 4.99 5.43
2412-153947-0010 6.90 7.08
2412-153947-0015 2.21 2.46
2412-153947-0015 5.65 5.76
2412-153948-0006 11.96 12.10
2412-153948-0007 6.17 6.34
2412-153948-0009 4.74 4.90
2412-153948-0012 0.98 1.50
2412-153954-0004 3.59 3.69
2412-153954-0016 5.25 5.35
2412-153954-0018 3.87 4.02
2428-83699-0000 11.09 11.27
2428-83699-0005 4.39 4.49
2428-83699-0006 6.28 6.71
2428-83699-0008 8.51 8.76
2428-83699-0012 6.44 7.00
2428-83699-0017 2.80 3.09
2428-83699-0017 5.41 5.69
2428-83699-0017 7.79 8.07
2428-83699-0019 1.54 1.71
2428-83699-0030 2.28 2.48
2428-83699-0035 1.67 1.95
2428-83699-0040 6.00 6.13
2428-83705-0001 4.22 4.65
2428-83705-0025 0.48 0.63
2428-83705-0025 5.26 5.48
2428-83705-0032 1.57 2.12
2428-83705-0037 4.47 4.87
2428-83705-0042 5.69 6.12
251-118436-0003 0.96 1.28
251-118436-0013 0.67 1.10
2803-154320-0001 11.00 11.28
2803-154328-0014 0.90 1.03
2803-154328-0014 2.08 2.18
2803-154328-0019 4.87 5.11
2803-161169-0011 2.07 2.81
2803-161169-0013 11.18 11.51
2902-9006-0002 2.45 2.55
2902-9006-0003 6.10 6.65
2902-9006-0005 23.00 23.39
2902-9006-0009 3.57 3.77
2902-9006-0013 12.81 12.97
2902-9006-0014 4.16 4.31
2902-9006-0015 1.57 1.79
2902-9006-0015 4.59 4.65
2902-9006-0015 19.80 19.98
2902-9006-0015 24.63 25.26
2902-9006-0017 10.58 10.93
2902-9008-0002 19.20 19.45
2902-9008-0016 1.76 2.16
3000-15664-0001 10.75 11.04
3000-15664-0031 2.13 2.23
3081-166546-0004 2.31 2.44
3081-166546-0026 0.32 0.53
3081-166546-0026 1.04 1.50
3081-166546-0026 3.38 3.89
3081-166546-0059 4.54 4.67
3081-166546-0070 1.49 1.67
3170-137482-0000 22.24 22.72
3170-137482-0002 10.08 10.80
3170-137482-0003 11.59 11.71
3170-137482-0012 2.05 2.35
3170-137482-0017 3.49 3.78
3170-137482-0021 0.86 1.00
3170-137482-0022 10.47 10.79
3170-137482-0023 2.30 2.45
3170-137482-0023 2.84 2.92
3170-137482-0044 4.36 5.16
3170-137482-0046 6.04 6.58
3536-23268-0001 9.96 10.15
3536-23268-0001 14.48 14.79
3536-23268-0017 3.00 3.14
3536-23268-0018 4.69 4.86
3536-23268-0019 6.56 6.86
3536-23268-0021 8.90 9.10
3536-23268-0022 2.26 2.60
3536-8226-0020 5.45 5.55
3536-8226-0025 1.13 1.42
3576-138058-0001 2.87 3.15
3576-138058-0010 4.25 4.63
3576-138058-0011 4.10 4.14
3576-138058-0017 0.54 0.84
3576-138058-0020 22.08 22.33
3752-4943-0000 6.85 6.97
3752-4944-0020 8.67 9.00
3752-4944-0022 13.97 14.17
3752-4944-0043 0.60 0.92
3752-4944-0064 3.94 4.15
3853-163249-0000 0.93 0.96
422-122949-0003 9.63 10.33
422-122949-0005 4.63 4.96
422-122949-0013 15.55 15.72
422-122949-0013 22.70 22.97
422-122949-0020 4.51 4.77
422-122949-0020 5.80 5.83
5338-24615-0001 1.14 1.46
5338-24615-0003 6.62 6.76
5338-24615-0005 8.03 8.71
5338-24615-0005 11.44 11.95
5338-24615-0006 7.05 7.25
5338-24615-0008 1.25 1.67
5338-24615-0014 2.64 2.75
5338-24640-0001 3.51 3.85
5338-24640-0002 5.47 6.09
5338-24640-0004 6.83 7.03
5338-24640-0005 5.86 6.55
5338-284437-0030 2.55 2.96
5338-284437-0032 6.89 7.03
5536-43358-0005 2.49 2.66
5536-43358-0008 8.90 9.43
5536-43358-0009 3.69 3.83
5536-43358-0011 6.08 6.31
5694-64025-0004 1.52 1.69
5694-64025-0014 6.71 6.98
5694-64025-0020 2.20 2.44
5694-64038-0017 4.81 5.25
5694-64038-0022 7.26 7.44
5694-64038-0022 11.82 11.96
5895-34615-0001 2.99 3.31
5895-34615-0010 1.91 2.14
5895-34615-0017 3.89 4.09
5895-34622-0015 1.53 1.87
5895-34622-0019 3.48 3.95
5895-34629-0001 2.48 3.04
5895-34629-0003 0.25 0.49
5895-34629-0029 2.76 3.08
6241-61943-0016 3.77 3.80
6241-61943-0017 5.70 6.09
6241-61943-0025 4.01 4.23
6241-61946-0002 4.43 4.62
6241-61946-0012 2.80 2.98
6241-61946-0020 2.49 2.91
6241-61946-0022 5.36 5.72
6241-66616-0000 5.62 5.84
6241-66616-0006 4.51 4.84
6241-66616-0008 8.81 8.89
6295-244435-0008 7.71 8.43
6295-244435-0009 3.49 3.66
6295-244435-0010 6.20 6.35
6295-244435-0030 0.39 0.55
6295-244435-0030 2.09 2.20
6295-244435-0039 0.74 0.83
6313-66125-0007 4.17 4.70
6313-66129-0007 2.02 2.30
6313-66129-0018 4.31 4.50
6313-66129-0025 2.93 3.15
6313-66129-0034 2.09 2.52
6313-66129-0034 5.50 5.77
6319-275224-0011 2.87 2.95
6319-275224-0016 4.06 4.18
6319-57405-0000 2.43 2.61
6319-64726-0004 14.92 15.23
6319-64726-0007 9.53 9.78
6319-64726-0009 4.27 4.43
6319-64726-0015 1.54 2.13
6319-64726-0016 8.44 8.84
6345-64257-0001 16.28 16.53
6345-64257-0009 3.53 3.83
6345-93302-0005 8.61 8.76
6345-93302-0015 5.91 6.03
6345-93306-0001 4.62 5.02
652-130726-0011 15.42 15.76
652-130726-0022 10.02 10.22
652-130737-0003 2.10 2.16
777-126732-0004 0.52 0.73
777-126732-0021 2.78 2.86
777-126732-0046 1.61 2.05
777-126732-0060 5.04 5.33
7850-281318-0014 0.72 0.80
7850-286674-0010 10.23 10.45
7850-286674-0012 1.03 1.25
7850-73752-0001 7.76 8.07
7850-73752-0002 4.73 5.03
7850-73752-0003 13.58 13.76
7850-73752-0003 23.28 23.53
7976-105575-0015 5.40 5.52
7976-105575-0018 1.03 1.45
7976-110124-0006 4.98 5.09
7976-110523-0000 3.76 3.82
7976-110523-0001 1.17 1.71
7976-110523-0006 4.96 5.09
7976-110523-0020 6.34 6.48
8297-275155-0020 5.71 5.75
8297-275156-0003 6.51 7.01
84-121123-0002 8.39 8.83
84-121123-0005 7.60 7.91
84-121123-0020 4.47 4.64
84-121123-0026 13.01 13.16
84-121550-0004 7.01 7.26
84-121550-0010 4.84 5.13
84-121550-0020 6.36 6.44
84-121550-0024 4.13 4.35
84-121550-0029 3.93 4.27
84-121550-0031 2.49 2.57
84-121550-0031 3.20 3.92
84-121550-0035 3.43 3.51
8842-302196-0005 0.69 0.81
8842-302196-0005 6.96 7.12
8842-302196-0005 17.27 17.45
8842-302196-0010 3.95 4.15
8842-302196-0012 5.36 5.63
8842-302201-0002 4.61 4.91
8842-302201-0004 0.46 0.71
8842-302203-0004 5.37 5.54
8842-302203-0009 10.66 10.76
8842-304647-0000 6.92 7.10
8842-304647-0011 1.34 1.57
8842-304647-0011 1.65 1.89

Class 24
1272-128104-0010 1.71 1.80
1272-135031-0002 7.49 7.57
1272-135031-0024 11.94 12.23
1272-141231-0000 0.61 0.96
1272-141231-0012 5.35 5.71
1272-141231-0022 4.31 4.88
1272-141231-0028 1.09 1.38
1462-170138-0022 0.74 1.19
1462-170142-0019 8.28 8.37
1462-170145-0000 6.82 6.94
1462-170145-0007 0.42 0.67
1673-143396-0004 0.64 1.04
1673-143397-0004 1.67 1.70
174-50561-0001 6.12 6.27
1919-142785-0008 1.32 1.45
1919-142785-0029 0.38 0.71
1919-142785-0033 7.42 7.71
1919-142785-0057 7.39 7.81
1988-147956-0011 0.88 1.19
1988-147956-0019 2.52 2.93
1988-147956-0021 0.88 0.98
1988-148538-0000 2.63 2.82
1988-24833-0009 4.55 4.76
1988-24833-0021 1.34 1.50
1988-24833-0025 0.19 0.31
1988-24833-0028 1.31 1.44
1993-147149-0003 11.27 11.39
1993-147149-0009 3.80 4.09
1993-147149-0015 0.39 0.70
1993-147149-0020 15.62 15.86
1993-147149-0021 1.58 1.96
1993-147149-0026 1.68 1.78
1993-147149-0030 14.38 14.74
1993-147964-0005 3.00 3.23
1993-147964-0008 2.40 2.86
1993-147964-0010 8.25 8.43
1993-147964-0010 17.36 17.56
