Class 0
6319-275224-0015 3.97 4.13
6319-57405-0008 9.95 10.08
6319-64726-0016 4.93 5.06
6319-64726-0018 9.61 9.77
6345-64257-0000 8.19 8.34
6345-93306-0005 0.28 0.39
6345-93306-0007 4.57 4.75
6345-93306-0022 8.74 8.86
6345-93306-0023 8.92 9.05
6345-93306-0025 10.55 10.63
652-129742-0014 1.71 1.83
652-130726-0004 9.06 9.19
652-130726-0006 3.97 4.11
652-130726-0006 5.58 5.73
652-130726-0015 1.19 1.32
652-130726-0022 10.22 10.32
652-130726-0032 3.36 3.49
652-130737-0000 2.50 2.63
652-130737-0000 7.41 7.53
652-130737-0002 3.67 3.78
777-126732-0004 2.14 2.26
777-126732-0004 2.75 2.90
777-126732-0004 3.13 3.22
777-126732-0007 9.89 10.02
777-126732-0010 1.62 1.83
777-126732-0013 3.14 3.27
777-126732-0019 3.78 3.91
777-126732-0023 2.09 2.26
777-126732-0023 4.44 4.57
777-126732-0024 1.08 1.27
777-126732-0025 3.97 4.12
777-126732-0044 3.08 3.24
777-126732-0061 1.02 1.18
777-126732-0061 1.65 1.73
777-126732-0066 9.05 9.21
777-126732-0066 9.37 9.45
777-126732-0067 4.05 4.19
777-126732-0073 2.80 2.99
7850-286674-0011 7.97 8.08
7850-73752-0004 2.70 2.81
7976-110124-0007 1.10 1.27
7976-110523-0004 0.76 0.87
7976-110523-0017 2.46 2.56
7976-110523-0017 12.22 12.33
8297-275154-0010 6.47 6.67
8297-275154-0014 15.08 15.26
8297-275155-0032 5.49 5.65
84-121123-0017 3.90 4.00
84-121123-0017 4.19 4.39
84-121123-0025 5.18 5.28
84-121550-0022 0.95 1.10
84-121550-0029 4.60 4.72
84-121550-0034 6.99 7.10
8842-302201-0004 3.13 3.25
8842-302201-0011 3.01 3.14
8842-302201-0013 1.41 1.54
8842-302201-0014 0.90 0.99
8842-304647-0006 0.97 1.07
8842-304647-0009 9.92 10.03

Class 40
1272-128104-0007 7.97 8.33
1462-170142-0021 4.63 4.85
1462-170145-0016 1.79 2.01
1462-170145-0018 0.95 1.15
1673-143396-0000 8.38 8.55
1673-143396-0001 11.78 11.95
1673-143396-0005 6.66 6.79
1673-143396-0006 5.33 5.50
1673-143396-0020 10.74 11.00
1673-143397-0015 2.11 2.30
174-50561-0010 8.03 8.27
174-50561-0015 4.18 4.36
174-84280-0001 2.00 2.39
174-84280-0002 7.67 7.87
174-84280-0003 4.02 4.44
174-84280-0003 4.61 4.89
174-84280-0005 6.80 7.10
1919-142785-0003 4.06 4.28
1919-142785-0014 6.91 7.05
1919-142785-0036 8.72 9.04
1919-142785-0049 4.97 5.14
1919-142785-0053 7.59 7.82
1919-142785-0053 9.43 9.64
1988-148538-0005 2.24 2.49
1988-148538-0007 4.26 4.56
1988-24833-0001 0.76 0.95
1988-24833-0016 0.55 0.75
1988-24833-0024 0.97 1.17
1993-147149-0006 1.23 1.49
1993-147149-0006 10.07 10.18
1993-147149-0029 5.25 5.53
2035-147960-0000 0.61 0.82
2035-147960-0000 3.30 3.51
2035-147960-0010 2.95 3.19
2035-147960-0016 2.88 3.15
2035-152373-0018 1.12 1.33
2078-142845-0004 7.56 7.70
2078-142845-0007 3.94 4.13
2078-142845-0008 17.14 17.37
2078-142845-0010 1.63 1.83
2086-149220-0001 14.82 15.01
2277-149874-0017 2.25 2.43
2277-149896-0006 2.18 2.40
2277-149896-0018 1.92 2.16
2412-153947-0011 1.50 1.67
2412-153948-0006 3.36 3.52
2412-153954-0000 8.79 8.92
2412-153954-0014 4.82 5.01
2428-83699-0000 7.07 7.29
2428-83699-0000 7.29 7.71
2428-83699-0018 8.51 8.70
2428-83699-0027 0.99 1.24
2428-83699-0040 2.45 2.66
2428-83705-0014 1.83 2.06
2428-83705-0015 10.29 10.57
251-136532-0000 5.51 5.77
251-137823-0022 4.50 4.77
251-137823-0025 0.62 0.79
2803-161169-0000 8.63 8.87
2803-161169-0015 7.84 8.09
2803-161169-0017 1.15 1.34
2902-9006-0001 20.53 20.76
2902-9006-0002 7.76 8.03
2902-9006-0016 10.63 10.85
2902-9008-0001 2.11 2.33
2902-9008-0002 10.72 10.99
3000-15664-0029 3.54 3.76
3000-15664-0035 5.32 5.48
3000-15664-0035 17.21 17.40
3081-166546-0012 3.95 4.19
3081-166546-0022 1.46 1.68
3081-166546-0023 9.55 9.77
3081-166546-0045 7.24 7.51
3081-166546-0045 7.51 7.69
3081-166546-0055 2.57 2.74
3081-166546-0068 1.46 1.76
3081-166546-0074 0.54 0.87
3081-166546-0074 6.32 6.65
3081-166546-0080 2.66 2.79
3081-166546-0087 5.12 5.33
3081-166546-0089 10.54 10.77
3170-137482-0017 12.70 13.00
3170-137482-0023 4.15 4.32
3170-137482-0030 3.86 4.13
3536-23268-0029 4.19 4.47
3576-138058-0000 11.24 11.44
3576-138058-0005 15.52 15.78
3576-138058-0014 14.82 15.08
3576-138058-0014 15.15 15.42
3576-138058-0015 4.57 4.96
3576-138058-0020 16.26 16.45
3576-138058-0022 16.52 16.70
3576-138058-0022 25.48 25.74
3576-138058-0033 2.26 2.46
3752-4943-0003 0.93 1.18
3752-4943-0013 0.64 0.93
3752-4943-0020 3.46 3.71
3752-4944-0020 6.26 6.59
3853-163249-0001 1.82 2.06
3853-163249-0013 3.07 3.33
3853-163249-0016 14.63 14.77
3853-163249-0017 8.34 8.59
3853-163249-0036 22.46 22.68
3853-163249-0053 2.50 2.75
422-122949-0009 0.47 0.67
422-122949-0010 17.28 17.69
422-122949-0010 17.88 18.31
422-122949-0010 23.42 23.67
422-122949-0012 4.78 5.06
422-122949-0019 15.57 15.83
5338-24615-0004 3.34 3.53
5338-24615-0004 19.40 19.61
5338-24640-0002 3.73 3.92
5338-284437-0022 7.53 7.74
5338-284437-0028 0.96 1.12
5536-43358-0003 2.49 2.64
5536-43359-0015 1.71 1.92
5536-43363-0003 2.99 3.28
5536-43363-0014 10.35 10.59
5536-43363-0018 3.01 3.27
5536-43363-0019 1.37 1.63
5694-64025-0015 1.87 2.15
5694-64029-0006 4.28 4.50
6241-61946-0003 1.72 1.98
6241-61946-0022 4.52 4.67
6241-66616-0021 0.59 0.78
6295-244435-0022 3.39 3.65
6295-64301-0017 2.22 2.59
6295-64301-0023 19.67 19.91
6313-66129-0026 5.61 5.84
6313-66129-0030 1.13 1.42
6313-76958-0029 3.11 3.31
6319-275224-0003 2.98 3.16
6319-275224-0016 0.71 0.99
6345-64257-0002 1.11 1.38
6345-64257-0009 9.15 9.35
6345-64257-0016 4.36 4.65
6345-93302-0019 2.24 2.56
652-129742-0018 3.02 3.19
652-130726-0001 8.41 8.61
652-130726-0029 4.75 4.91
652-130737-0000 4.58 4.75
652-130737-0002 5.92 6.09
777-126732-0058 2.33 2.54
777-126732-0066 2.50 2.76
777-126732-0066 5.76 6.00
777-126732-0068 0.53 0.67
7850-111771-0006 1.94 2.15
7850-111771-0007 0.83 1.17
7976-105575-0005 1.77 2.06
7976-110523-0002 6.24 6.40
7976-110523-0004 6.12 6.39
84-121550-0035 1.48 1.62
8842-302196-0000 8.39 8.55
8842-302196-0001 6.78 6.96
8842-302196-0003 7.42 7.63
8842-302196-0009 3.94 4.15

Class 41
1272-128104-0002 1.79 2.07
1462-170145-0003 4.19 4.46
1673-143397-0002 4.75 4.92
1673-143397-0014 7.82 8.01
1673-143397-0017 0.62 0.87
174-168635-0008 9.05 9.32
174-50561-0002 0.67 0.90
174-84280-0004 1.56 1.78
174-84280-0012 13.23 13.48
1919-142785-0001 1.52 1.74
1919-142785-0009 2.05 2.31
1919-142785-0011 12.29 12.52
1919-142785-0020 0.31 0.65
1919-142785-0022 4.41 4.62
1919-142785-0033 1.91 2.07
1919-142785-0049 2.59 2.80
1919-142785-0055 4.58 4.75
1919-142785-0060 0.97 1.19
1919-142785-0062 1.34 1.54
1988-147956-0001 3.98 4.16
1988-147956-0012 3.63 3.82
1988-148538-0014 4.82 5.04
1988-24833-0007 4.28 4.44
1993-147149-0015 6.67 6.86
1993-147149-0020 4.22 4.45
1993-147149-0025 6.17 6.43
1993-147965-0007 0.37 0.65
1993-147966-0006 1.43 1.65
2035-147960-0010 1.81 2.05
2035-152373-0008 4.10 4.30
2035-152373-0016 1.54 1.73
2078-142845-0008 18.04 18.30
2086-149214-0000 4.84 5.04
2086-149214-0001 5.86 6.04
2086-149214-0003 7.97 8.16
2086-149220-0029 1.42 1.63
2277-149874-0012 2.68 2.86
2277-149874-0018 3.42 3.61
2277-149896-0027 2.90 3.09
2277-149896-0029 1.53 1.68
2277-149897-0007 0.94 1.22
2277-149897-0007 1.33 1.53
2412-153947-0009 1.54 1.74
2412-153954-0004 0.97 1.19
251-118436-0006 0.46 0.80
251-118436-0007 3.83 4.05
2803-161169-0003 8.11 8.32
2803-161169-0009 10.10 10.32
3081-166546-0000 9.10 9.32
3081-166546-0007 4.64 4.84
3081-166546-0045 0.18 0.51
3081-166546-0067 7.11 7.29
3081-166546-0086 1.96 2.20
3170-137482-0008 0.39 0.63
3536-23268-0004 1.74 1.92
3536-23268-0005 3.44 3.61
3536-23268-0008 0.76 0.93
3536-23268-0013 2.54 2.75
3536-23268-0015 2.94 3.13
3536-23268-0019 7.45 7.63
3536-23268-0020 0.28 0.54
3536-23268-0021 6.21 6.39
3536-23268-0021 8.90 9.10
3536-23268-0029 0.63 0.84
3536-8226-0014 0.73 0.95
3576-138058-0004 11.97 12.26
3576-138058-0020 23.25 23.51
3576-138058-0023 5.96 6.28
3576-138058-0033 0.74 1.02
3576-138058-0039 4.85 5.07
3752-4944-0010 0.52 0.75
3752-4944-0022 14.82 14.98
3752-4944-0048 3.87 4.05
3752-4944-0051 0.44 0.66
3752-4944-0058 0.82 0.96
422-122949-0009 22.52 22.77
422-122949-0013 0.45 0.67
422-122949-0015 5.06 5.30
422-122949-0016 2.89 3.13
422-122949-0020 0.68 0.89
5338-24615-0003 3.95 4.12
5338-24615-0005 0.34 0.61
5338-24615-0012 0.41 0.80
5338-284437-0026 7.24 7.47
5536-43358-0014 0.12 0.40
5536-43358-0017 5.99 6.21
5536-43359-0003 0.54 0.77
5536-43359-0009 0.92 1.09
5536-43359-0018 0.20 0.42
5536-43363-0012 0.16 0.36
5694-64025-0001 0.53 0.75
5694-64038-0015 1.05 1.23
5895-34615-0014 0.80 1.05
5895-34615-0017 1.21 1.48
5895-34622-0005 0.32 0.55
5895-34622-0007 2.75 2.94
5895-34622-0008 0.40 0.62
5895-34622-0009 6.93 7.15
5895-34622-0013 0.38 0.61
5895-34629-0016 0.61 0.82
5895-34629-0025 0.39 0.62
5895-34629-0028 2.87 3.10
5895-34629-0030 8.37 8.60
6241-66616-0000 0.63 0.81
6241-66616-0013 1.09 1.26
6241-66616-0021 1.28 1.46
6295-244435-0039 0.26 0.43
6295-64301-0020 1.04 1.33
6313-66125-0010 3.00 3.21
6313-66129-0012 0.37 0.59
6313-66129-0024 6.55 6.72
6313-66129-0033 6.61 6.75
6313-76958-0004 2.94 3.15
6313-76958-0009 1.05 1.26
6313-76958-0024 1.26 1.47
6313-76958-0027 1.01 1.24
6313-76958-0031 1.46 1.69
6319-275224-0019 0.75 0.98
6319-57405-0008 4.78 5.05
6319-64726-0003 0.64 0.96
6345-64257-0004 0.37 0.61
6345-93302-0012 4.81 5.00
6345-93302-0016 4.93 5.18
6345-93306-0007 1.31 1.46
6345-93306-0010 2.49 2.65
652-129742-0018 0.46 0.73
652-130726-0005 0.28 0.54
652-130726-0010 4.91 5.13
777-126732-0022 2.00 2.17
777-126732-0035 4.73 4.91
777-126732-0065 0.31 0.60
7850-111771-0001 0.61 0.82
7850-286674-0011 7.53 7.73
7976-110124-0008 1.89 2.06
8297-275154-0002 0.52 0.80
84-121123-0002 0.43 0.65
84-121123-0002 11.86 12.08
84-121550-0004 4.91 5.12
84-121550-0006 5.17 5.35
84-121550-0008 0.36 0.72
8842-302196-0001 0.31 0.57
8842-302196-0002 2.89 3.15
8842-302196-0004 4.79 4.98
8842-302196-0012 0.29 0.54
8842-302201-0000 1.16 1.34
8842-302201-0002 6.96 7.19
8842-302201-0015 0.41 0.59

Class 42
1272-135031-0006 0.34 0.53
1272-141231-0000 3.43 3.57
1272-141231-0012 0.50 0.75
1462-170138-0005 9.54 9.69
1462-170142-0016 0.20 0.37
1462-170142-0023 0.32 0.44
1462-170142-0029 1.19 1.31
1462-170142-0030 1.87 1.99
1462-170142-0037 0.14 0.29
1462-170145-0003 1.10 1.24
1462-170145-0004 0.31 0.44
1462-170145-0020 0.86 1.01
1673-143397-0007 2.91 3.03
174-84280-0008 2.00 2.15
174-84280-0013 2.55 2.72
1988-147956-0010 0.45 0.63
1988-147956-0018 0.34 0.48
1988-148538-0002 0.19 0.36
1988-148538-0005 0.36 0.51
1988-24833-0007 1.92 2.06
1988-24833-0007 3.37 3.54
1988-24833-0017 0.45 0.55
1993-147149-0015 1.79 1.94
1993-147149-0024 0.51 0.79
1993-147964-0002 0.35 0.46
1993-147964-0005 2.85 3.00
1993-147964-0010 0.50 0.68
2035-147960-0006 0.52 0.65
2086-149220-0018 0.33 0.47
2086-149220-0022 3.56 3.73
2086-149220-0023 4.51 4.61
2086-149220-0029 0.48 0.59
2086-149220-0033 0.77 0.85
2086-149220-0047 0.37 0.50
2412-153947-0004 0.53 0.69
2412-153947-0005 0.51 0.67
2412-153947-0006 1.97 2.07
2412-153947-0007 0.50 0.65
2412-153947-0013 3.75 3.90
2412-153947-0014 0.46 0.61
2412-153947-0015 7.55 7.75
2412-153948-0000 2.24 2.35
2412-153948-0005 0.50 0.64
2412-153948-0013 0.51 0.63
2412-153948-0013 4.10 4.25
2412-153954-0006 6.13 6.31
2412-153954-0009 0.14 0.26
2412-153954-0011 0.29 0.49
2412-153954-0013 0.44 0.59
2412-153954-0020 4.28 4.42
2428-83699-0000 0.48 0.60
2428-83699-0006 5.73 5.84
2428-83699-0007 4.02 4.17
2428-83699-0009 0.51 0.65
2428-83699-0010 0.43 0.59
2428-83699-0016 6.52 6.71
2428-83699-0023 1.57 1.68
2428-83705-0008 0.43 0.60
2428-83705-0011 0.53 0.66
2428-83705-0012 0.34 0.48
2428-83705-0015 8.97 9.25
2428-83705-0019 2.08 2.25
2428-83705-0023 0.53 0.68
2428-83705-0029 0.31 0.47
2428-83705-0037 0.51 0.65
251-136532-0021 1.10 1.35
2803-154328-0008 0.49 0.64
2803-154328-0014 2.85 2.97
2803-161169-0009 15.21 15.32
2902-9006-0019 7.22 7.45
2902-9006-0020 0.50 0.64
2902-9008-0013 8.58 8.79
3000-15664-0025 2.55 2.71
3000-15664-0038 13.73 13.85
3081-166546-0010 0.19 0.46
3081-166546-0011 4.08 4.22
3081-166546-0015 0.54 0.66
3081-166546-0023 2.40 2.48
3081-166546-0042 0.34 0.51
3081-166546-0080 0.52 0.65
3170-137482-0000 16.86 16.99
3170-137482-0001 0.36 0.48
3170-137482-0002 0.40 0.53
3170-137482-0003 1.11 1.24
3170-137482-0022 8.75 8.97
3170-137482-0023 2.30 2.45
3170-137482-0035 2.66 2.82
3536-23268-0004 0.33 0.47
3536-23268-0005 0.51 0.65
3536-23268-0015 0.84 0.97
3536-8226-0024 0.50 0.64
3576-138058-0017 2.65 2.79
3576-138058-0019 3.12 3.28
3576-138058-0019 6.37 6.50
3576-138058-0022 7.34 7.55
3752-4943-0029 0.38 0.57
3752-4944-0009 0.21 0.40
3752-4944-0011 1.66 1.84
3752-4944-0015 2.99 3.13
3752-4944-0034 0.32 0.48
3752-4944-0046 0.39 0.57
3752-4944-0065 0.50 0.67
3853-163249-0005 0.26 0.39
3853-163249-0006 0.49 0.63
3853-163249-0007 0.41 0.55
3853-163249-0011 0.48 0.64
3853-163249-0021 0.28 0.44
3853-163249-0021 1.58 1.70
3853-163249-0023 3.93 4.04
3853-163249-0056 0.28 0.44
5338-24640-0004 4.77 4.92
5694-64025-0010 0.53 0.68
5694-64025-0011 5.99 6.14
5694-64025-0015 3.13 3.27
5694-64029-0006 1.35 1.48
5694-64029-0006 6.09 6.30
5694-64029-0024 0.21 0.36
5694-64029-0026 2.54 2.69
6241-61943-0021 0.42 0.59
6241-61943-0026 0.48 0.62
6241-61946-0009 0.31 0.43
6241-61946-0023 3.15 3.29
6295-64301-0021 1.14 1.33
6313-66125-0006 0.86 1.04
6313-66125-0007 0.23 0.39
6313-66125-0019 0.31 0.56
6313-66125-0021 2.31 2.42
6313-66129-0007 0.21 0.34
6313-66129-0031 1.46 1.59
6313-76958-0001 1.54 1.69
6345-64257-0015 0.18 0.34
6345-93306-0018 0.21 0.40
7976-105575-0011 0.16 0.35
7976-105575-0020 0.17 0.37
7976-110124-0002 2.23 2.40
7976-110124-0005 1.36 1.50
7976-110523-0015 6.03 6.18
8297-275155-0019 2.87 3.06
84-121123-0028 0.25 0.42
84-121550-0003 0.46 0.62
84-121550-0008 6.25 6.47
84-121550-0013 0.68 0.89
84-121550-0019 3.57 3.67
84-121550-0024 5.97 6.19
84-121550-0026 0.09 0.28
8842-302201-0009 4.00 4.11
8842-302203-0008 1.58 1.72

Class 43
1272-135031-0010 7.38 7.50
1272-135031-0023 4.39 4.51
1462-170138-0005 11.03 11.15
1462-170138-0021 8.52 8.64
1673-143397-0016 13.81 13.90
174-168635-0009 1.67 1.80
174-50561-0016 9.17 9.40
1919-142785-0017 6.17 6.28
1919-142785-0021 0.50 0.66
1919-142785-0047 7.19 7.35
1919-142785-0050 3.68 3.86
1988-148538-0013 8.65 8.74
1988-148538-0015 13.64 13.79
1993-147149-0028 8.17 8.30
1993-147149-0029 3.25 3.38
2035-147960-0002 6.50 6.62
2035-147961-0000 8.25 8.35
2035-147961-0039 1.73 1.82
2078-142845-0004 22.16 22.30
2078-142845-0008 11.29 11.44
2078-142845-0020 4.39 4.50
2078-142845-0026 0.51 0.66
2078-142845-0038 1.03 1.14
2078-142845-0046 4.24 4.38
2086-149220-0003 12.57 12.68
2086-149220-0013 3.96 4.08
2086-149220-0014 5.15 5.26
2086-149220-0018 0.82 0.94
2086-149220-0022 4.07 4.18
2277-149896-0001 0.69 0.80
2277-149896-0010 3.55 3.69
2277-149896-0013 0.79 0.93
2277-149896-0017 1.46 1.58
2412-153947-0004 3.48 3.58
2412-153947-0006 4.84 4.93
2412-153954-0011 2.93 3.06
2428-83699-0015 1.42 1.58
2428-83699-0024 0.86 0.98
2428-83705-0004 6.29 6.38
2428-83705-0007 2.42 2.56
2428-83705-0023 1.85 1.94
2428-83705-0025 2.82 2.92
2428-83705-0028 4.57 4.70
2428-83705-0030 3.91 4.03
2428-83705-0034 2.95 3.06
251-118436-0019 1.54 1.68
2803-154320-0001 9.91 10.03
2803-154320-0014 1.00 1.11
2803-154328-0010 4.93 5.02
2803-154328-0017 6.01 6.10
2803-161169-0011 4.45 4.56
2902-9006-0015 25.43 25.54
2902-9006-0017 22.70 22.82
3000-15664-0024 8.13 8.27
3000-15664-0033 21.35 21.50
3000-15664-0041 4.27 4.39
3000-15664-0045 2.87 2.98
3081-166546-0004 1.14 1.26
3081-166546-0085 9.55 9.73
3170-137482-0006 3.77 3.86
3170-137482-0017 10.35 10.46
3170-137482-0041 2.58 2.68
3170-137482-0044 2.14 2.24
3536-23268-0007 6.54 6.64
3536-23268-0017 12.52 12.69
3536-23268-0017 13.98 14.09
3536-23268-0018 1.84 1.98
3536-23268-0021 2.73 2.84
3536-23268-0021 9.70 9.88
3536-8226-0001 1.21 1.32
3576-138058-0004 13.60 13.78
3576-138058-0009 5.52 5.64
3576-138058-0010 5.42 5.51
3576-138058-0016 5.12 5.24
3576-138058-0016 7.58 7.70
3576-138058-0034 5.67 5.78
3752-4944-0027 5.53 5.66
3853-163249-0002 4.77 4.91
3853-163249-0008 1.39 1.52
3853-163249-0012 1.17 1.31
3853-163249-0013 0.43 0.59
3853-163249-0031 6.22 6.34
3853-163249-0042 3.88 4.01
422-122949-0005 2.76 2.84
422-122949-0006 11.74 11.87
422-122949-0013 18.88 19.00
422-122949-0018 11.27 11.36
422-122949-0032 8.89 8.98
5338-24615-0001 4.79 4.89
5338-24640-0003 4.39 4.52
5338-284437-0021 5.92 6.08
5338-284437-0024 4.96 5.04
5536-43358-0002 7.82 7.94
5536-43363-0016 3.36 3.51
5694-64038-0018 1.32 1.46
5895-34615-0019 5.78 5.90
5895-34622-0005 2.82 2.94
6241-66616-0005 8.29 8.41
6241-66616-0018 3.57 3.69
6295-244435-0010 6.20 6.35
6295-244435-0017 5.31 5.43
6295-64301-0011 2.54 2.68
6295-64301-0013 4.26 4.39
6295-64301-0015 1.32 1.45
6295-64301-0022 1.05 1.19
6313-66125-0023 7.85 7.98
6313-66129-0003 2.11 2.22
6313-66129-0014 6.44 6.56
6313-66129-0015 4.31 4.44
6313-66129-0029 4.80 4.92
6319-275224-0003 9.73 9.82
6319-275224-0006 9.77 9.88
6319-275224-0014 9.40 9.54
6319-64726-0001 14.93 15.06
6345-93302-0025 0.85 0.94
652-130726-0014 4.36 4.46
777-126732-0047 4.34 4.45
777-126732-0052 3.76 3.86
777-126732-0069 3.34 3.45
777-126732-0076 1.56 1.69
7850-281318-0012 2.85 2.94
7850-281318-0013 3.63 3.89
7850-286674-0016 0.83 0.95
7850-73752-0018 4.14 4.29
7850-73752-0018 25.76 25.90
7976-105575-0016 4.14 4.26
7976-105575-0016 6.32 6.46
7976-105575-0020 1.04 1.12
7976-110124-0024 1.29 1.47
7976-110523-0012 2.34 2.50
8297-275154-0000 7.83 7.98
8297-275154-0001 3.23 3.34
8297-275154-0006 6.99 7.08
8297-275154-0027 5.75 5.88
8297-275155-0016 3.47 3.58
8297-275155-0029 6.24 6.39
8297-275155-0029 7.00 7.14
8297-275156-0001 0.96 1.10
8297-275156-0006 1.71 1.84
8297-275156-0007 8.64 8.74
8297-275156-0009 2.68 2.83
84-121550-0011 5.97 6.11
8842-302196-0006 2.67 2.80
8842-302203-0010 5.24 5.34
8842-304647-0002 6.09 6.22
8842-304647-0002 29.73 29.86

Class 44
1272-135031-0003 0.27 0.40
1272-135031-0015 3.64 3.81
1272-141231-0006 0.39 0.52
1272-141231-0010 6.62 6.79
1272-141231-0023 0.51 0.65
1272-141231-0023 6.78 6.93
1462-170138-0000 11.09 11.21
1462-170142-0000 0.42 0.60
1462-170145-0000 2.53 2.65
1673-143396-0006 4.50 4.64
1673-143396-0012 3.34 3.46
1673-143396-0016 2.31 2.42
1673-143396-0020 11.77 11.88
1673-143397-0010 0.24 0.36
1673-143397-0016 0.39 0.52
174-168635-0001 0.50 0.67
174-50561-0003 0.39 0.55
174-50561-0009 0.49 0.65
174-50561-0010 5.12 5.34
174-50561-0012 0.50 0.65
174-50561-0016 1.31 1.44
174-84280-0012 12.07 12.27
1919-142785-0017 0.50 0.63
1919-142785-0025 0.48 0.66
1919-142785-0033 1.38 1.53
1919-142785-0053 9.29 9.43
1988-148538-0006 19.32 19.47
1988-148538-0011 1.87 1.97
1988-148538-0015 8.00 8.15
1988-24833-0012 1.95 2.09
1993-147966-0000 0.50 0.62
2035-147961-0004 0.47 0.61
2035-147961-0018 2.40 2.51
2035-147961-0019 0.34 0.49
2035-147961-0021 6.21 6.32
2035-147961-0038 0.49 0.62
2035-152373-0006 1.46 1.62
2035-152373-0015 0.98 1.11
2078-142845-0051 7.68 7.85
2086-149214-0000 0.39 0.50
2086-149220-0001 0.50 0.64
2086-149220-0011 0.50 0.61
2086-149220-0041 9.27 9.39
2086-149220-0048 2.05 2.16
2277-149896-0026 0.17 0.30
2277-149897-0006 1.50 1.63
2277-149897-0021 2.32 2.46
2412-153948-0000 8.31 8.46
2412-153954-0008 0.50 0.63
2412-153954-0022 0.49 0.65
2428-83699-0018 2.37 2.47
251-118436-0005 0.46 0.61
251-118436-0009 4.62 4.74
251-118436-0009 6.55 6.66
251-136532-0023 5.84 6.02
251-137823-0019 0.52 0.63
251-137823-0020 0.43 0.53
2803-154328-0023 3.84 4.03
2902-9006-0002 2.55 2.72
2902-9006-0010 0.34 0.47
2902-9006-0013 0.37 0.49
3000-15664-0021 8.34 8.49
3000-15664-0037 0.35 0.45
3081-166546-0003 0.48 0.61
3081-166546-0004 0.23 0.32
3170-137482-0011 0.48 0.60
3170-137482-0033 0.49 0.65
3536-8226-0008 0.23 0.34
3576-138058-0020 21.18 21.35
3576-138058-0027 0.38 0.54
3576-138058-0037 3.61 3.82
3576-138058-0038 0.50 0.62
3752-4944-0027 3.95 4.13
3853-163249-0017 0.29 0.40
3853-163249-0025 0.30 0.46
422-122949-0001 0.32 0.49
422-122949-0011 0.39 0.53
422-122949-0019 0.38 0.51
5338-24615-0001 0.51 0.67
5338-24615-0007 0.28 0.42
5338-24640-0001 2.41 2.57
5536-43358-0000 0.17 0.31
5536-43358-0018 7.93 8.07
5536-43359-0006 0.53 0.67
5536-43359-0007 0.20 0.32
5536-43359-0014 0.54 0.68
5694-64025-0022 0.38 0.49
5694-64029-0022 0.23 0.36
5895-34629-0007 0.52 0.63
5895-34629-0013 0.37 0.48
6241-61943-0009 0.49 0.59
6241-61943-0012 0.24 0.40
6241-61943-0015 0.37 0.46
6241-61943-0023 0.32 0.48
6241-61943-0026 6.91 7.05
6241-61943-0027 0.32 0.45
6241-61946-0020 1.07 1.26
6241-66616-0008 1.50 1.62
6295-244435-0008 0.44 0.56
6295-244435-0010 0.49 0.61
6313-66129-0014 1.75 1.89
6313-66129-0014 9.21 9.33
6313-66129-0031 3.78 3.97
6313-66129-0035 2.79 2.94
6319-275224-0018 0.46 0.57
6319-64726-0019 0.53 0.65
6319-64726-0019 8.03 8.17
6345-93302-0005 5.86 5.99
6345-93306-0000 0.43 0.56
6345-93306-0001 0.53 0.65
6345-93306-0023 0.43 0.56
652-130726-0011 0.51 0.74
652-130726-0016 2.73 2.89
652-130726-0031 0.09 0.24
652-130726-0032 0.06 0.24
777-126732-0023 0.41 0.54
777-126732-0024 0.51 0.64
777-126732-0031 0.53 0.65
777-126732-0036 4.63 4.73
777-126732-0056 0.44 0.56
777-126732-0079 9.15 9.29
7850-286674-0010 0.95 1.08
7850-286674-0016 8.12 8.26
7850-73752-0009 0.46 0.57
7850-73752-0012 1.73 1.85
7850-73752-0018 15.89 16.03
7976-105575-0008 5.37 5.49
7976-110124-0023 0.43 0.59
7976-110523-0008 1.52 1.65
8297-275154-0001 0.48 0.67
8297-275155-0032 8.12 8.26
84-121123-0020 2.93 3.06
84-121123-0024 0.17 0.29
84-121550-0018 0.41 0.53
8842-302196-0002 0.35 0.47
8842-302201-0009 0.38 0.51
8842-302201-0009 2.49 2.65
8842-302201-0014 0.23 0.39
8842-302203-0008 2.79 2.92
8842-302203-0011 0.31 0.43
8842-302203-0011 3.77 3.91
8842-304647-0006 0.53 0.65

Class 45
1272-128104-0004 14.30 14.66
1272-135031-0017 4.75 4.96
1272-141231-0004 0.52 0.83
1272-141231-0012 4.87 5.05
1272-141231-0022 7.47 7.85
1462-170142-0039 1.78 2.04
1673-143396-0020 8.42 8.71
174-168635-0019 6.75 7.12
174-50561-0010 0.98 1.35
174-50561-0010 7.79 8.03
174-50561-0016 4.31 4.53
1919-142785-0008 1.67 1.90
1919-142785-0018 2.72 2.89
1919-142785-0038 2.12 2.40
1919-142785-0060 5.98 6.17
1988-147956-0004 1.89 2.03
1988-147956-0012 1.34 1.53
1988-148538-0006 2.41 2.71
1988-148538-0009 3.44 3.74
1988-24833-0007 1.38 1.82
1993-147149-0006 5.87 6.23
2035-147960-0004 0.90 1.07
2035-147960-0013 1.70 1.81
2035-152373-0001 14.52 14.82
2078-142845-0008 12.80 13.05
2078-142845-0031 5.52 5.79
2078-142845-0033 9.04 9.37
2086-149214-0002 11.41 11.62
2086-149220-0012 10.81 11.03
2086-149220-0029 3.20 3.50
2086-149220-0041 5.47 5.61
