Class 0
1673-143396-0009 0.78 1.16
1673-143396-0018 1.43 1.88
1673-143397-0006 6.82 6.94
1673-143397-0017 2.08 2.18
174-168635-0014 1.95 2.08
1919-142785-0011 7.70 7.99
1988-148538-0005 6.81 7.00
1988-148538-0013 9.20 9.38
1988-148538-0014 9.59 9.68
1988-24833-0015 0.46 0.71
1993-147965-0004 1.23 1.39
2035-147960-0002 1.42 1.61
2035-147961-0002 1.18 1.32
2035-147961-0004 3.42 3.55
2035-147961-0025 4.26 4.49
2078-142845-0031 4.05 4.59
2078-142845-0040 3.89 4.11
2086-149220-0044 1.02 1.70
2277-149874-0014 1.57 1.70
2277-149874-0019 2.98 3.44
2277-149897-0013 1.96 2.69
2412-153948-0004 13.24 13.32
2428-83699-0008 8.17 8.51
2428-83699-0016 6.99 7.18
251-136532-0011 4.52 4.80
251-137823-0011 1.00 1.17
251-137823-0021 0.85 1.30
2803-154320-0001 5.16 5.58
2803-154328-0013 0.80 1.40
2803-154328-0018 0.94 1.74
2803-161169-0010 9.12 9.33
2803-161169-0014 2.86 2.90
2902-9006-0001 6.78 6.98
2902-9006-0015 6.61 6.77
3000-15664-0001 15.31 15.70
3000-15664-0016 7.66 8.03
3000-15664-0033 1.42 1.97
3000-15664-0033 21.35 21.50
3000-15664-0034 3.70 4.23
3000-15664-0040 6.05 6.51
3000-15664-0041 2.25 2.93
3081-166546-0000 9.96 10.50
3081-166546-0015 2.21 2.72
3081-166546-0017 2.62 2.82
3081-166546-0047 3.36 3.49
3081-166546-0079 6.97 7.12
3081-166546-0086 2.20 2.58
3170-137482-0017 2.46 2.71
3170-137482-0017 7.34 7.59
3170-137482-0043 0.98 1.46
3170-137482-0047 0.68 0.92
3536-8226-0007 1.08 1.32
3576-138058-0002 13.79 13.92
3576-138058-0024 19.73 20.56
3576-138058-0033 5.51 5.62
3576-138058-0037 5.93 6.13
3576-138058-0040 4.33 4.46
3853-163249-0012 13.63 13.68
3853-163249-0016 6.44 6.52
3853-163249-0046 2.91 3.04
3853-163249-0052 8.31 8.91
3853-163249-0052 10.46 10.59
3853-163249-0056 1.59 1.81
422-122949-0021 0.33 0.48
5338-24615-0004 3.34 3.53
5338-284437-0025 0.96 1.26
5536-43358-0010 2.43 2.57
5536-43359-0012 2.00 2.24
5694-64025-0016 1.89 2.27
5694-64029-0008 0.86 1.01
5694-64029-0028 0.52 0.67
5694-64038-0009 0.58 0.90
5895-34629-0006 3.56 3.71
5895-34629-0008 7.53 8.10
6241-61943-0013 0.71 1.05
6241-61946-0000 3.28 3.42
6241-66616-0003 0.55 0.90
6241-66616-0016 1.53 1.67
6295-244435-0008 8.89 9.27
6295-244435-0025 4.65 4.83
6295-244435-0027 0.28 0.42
6295-64301-0024 3.63 3.76
6313-66125-0016 2.61 2.87
6313-66129-0033 4.84 4.98
6313-76958-0013 3.54 3.57
6319-64726-0008 2.72 3.20
6345-64257-0000 4.03 4.14
6345-64257-0016 3.04 3.28
6345-93306-0000 0.56 1.05
652-129742-0003 2.60 2.78
652-129742-0012 4.05 4.53
652-130726-0008 6.72 6.86
652-130726-0011 12.71 13.02
652-130726-0019 4.89 4.97
652-130726-0022 6.01 6.47
652-130737-0001 2.54 2.83
652-130737-0001 3.97 4.07
777-126732-0003 8.49 8.63
7850-111771-0001 2.24 2.47
7850-281318-0011 5.23 5.91
7976-105575-0027 1.52 1.55
7976-110124-0005 4.71 5.21
7976-110124-0022 1.61 1.89
84-121123-0002 10.85 11.02
84-121550-0027 2.04 2.61
8842-302196-0000 11.53 11.57
8842-302203-0004 1.07 1.48
8842-304647-0000 5.43 5.93
8842-304647-0003 6.94 7.43
8842-304647-0010 9.52 9.69

Class 62
1272-141231-0010 1.26 1.70
1272-141231-0022 4.31 4.88
1462-170138-0000 1.47 1.74
1462-170138-0006 4.03 4.27
1462-170142-0019 8.28 8.37
1462-170142-0021 6.93 7.05
1462-170142-0032 1.95 2.49
174-168635-0006 2.77 2.80
1919-142785-0005 12.53 12.81
1919-142785-0007 16.20 16.42
1988-147956-0002 3.74 4.13
1988-147956-0004 1.89 2.03
1988-147956-0011 0.88 1.19
1988-147956-0019 1.82 1.89
1988-147956-0027 5.95 5.98
1988-148538-0006 5.21 5.61
1988-24833-0007 4.28 4.44
1988-24833-0021 1.62 1.71
1993-147149-0003 11.27 11.39
1993-147149-0023 9.26 9.43
1993-147964-0004 1.43 1.73
1993-147965-0007 1.15 1.23
2035-147960-0005 1.54 1.71
2035-147960-0016 2.88 3.15
2035-147961-0014 0.73 1.12
2035-147961-0021 1.97 2.48
2035-147961-0024 2.10 2.56
2035-147961-0035 4.49 5.19
2035-147961-0039 1.73 1.82
2035-152373-0000 3.74 3.86
2035-152373-0004 4.26 4.64
2035-152373-0008 2.00 2.49
2035-152373-0018 3.56 3.81
2078-142845-0025 26.51 26.82
2086-149220-0013 6.69 6.81
2086-149220-0023 4.61 5.15
2086-149220-0034 1.12 1.18
2277-149874-0009 0.54 0.73
2277-149874-0013 1.01 1.31
2277-149896-0014 0.93 1.23
2277-149896-0032 9.43 9.62
2277-149897-0002 5.43 5.64
2277-149897-0007 1.22 1.33
2277-149897-0013 2.85 2.93
2277-149897-0014 2.04 2.34
2277-149897-0015 1.22 1.37
2277-149897-0016 5.06 5.16
2277-149897-0018 2.16 2.38
2412-153947-0005 9.09 9.26
2412-153947-0011 2.18 2.46
2412-153947-0011 7.52 7.66
2412-153947-0011 8.88 9.14
2412-153947-0015 7.20 7.55
2412-153948-0003 1.98 2.08
2412-153948-0004 2.39 2.79
2412-153948-0010 1.11 1.21
2412-153948-0014 3.79 3.88
2412-153954-0000 4.01 4.15
2412-153954-0007 4.67 4.70
3000-15664-0033 13.36 13.97
3081-166546-0000 8.84 9.10
3081-166546-0089 4.20 4.43
3170-137482-0047 1.13 1.23
3536-23268-0001 5.59 5.72
3536-23268-0016 5.31 5.61
3536-23268-0018 6.52 6.65
3536-23268-0020 1.06 1.29
3536-23268-0020 3.39 3.71
3536-23268-0022 4.25 4.48
3536-23268-0030 2.25 2.37
3536-23268-0030 7.03 7.22
3536-8226-0015 4.69 4.83
3536-8226-0020 5.55 5.76
3536-8226-0030 0.84 0.98
3536-8226-0032 2.20 2.68
3576-138058-0004 10.53 10.67
3576-138058-0011 0.52 0.58
3576-138058-0018 5.14 5.52
3853-163249-0002 6.20 6.52
3853-163249-0005 0.68 1.15
3853-163249-0005 10.26 10.38
3853-163249-0008 0.77 0.90
3853-163249-0016 9.66 9.75
3853-163249-0036 5.40 5.73
3853-163249-0042 11.29 11.45
3853-163249-0053 19.71 20.15
3853-163249-0055 3.02 3.32
5338-24615-0005 12.69 12.95
5338-284437-0026 5.50 5.58
5895-34615-0016 5.00 5.34
5895-34629-0027 5.08 5.20
6295-244435-0006 1.32 1.49
6313-66125-0009 0.70 1.59
6313-66125-0011 0.64 0.73
6313-66125-0017 0.65 0.84
6313-66125-0024 0.61 0.81
6313-66129-0020 4.96 5.06
6313-66129-0021 2.86 3.13
6313-66129-0031 3.23 3.78
6319-64726-0011 4.82 5.25
6345-93306-0007 0.98 1.31
6345-93306-0017 0.33 0.52
6345-93306-0020 3.64 3.89
7850-281318-0003 2.08 2.81
7850-281318-0008 5.88 6.11
7850-281318-0012 1.14 1.37
7850-73752-0012 1.73 1.85
7976-110523-0002 1.41 1.68
7976-110523-0005 0.86 1.36
7976-110523-0010 2.91 3.19
7976-110523-0011 7.57 7.71
7976-110523-0015 4.85 5.28
7976-110523-0017 10.77 10.97
84-121123-0016 1.36 1.39
84-121123-0025 2.78 3.11
84-121550-0004 3.99 4.75
8842-302203-0004 11.18 11.33

Class 63
1272-135031-0002 3.03 3.44
1272-135031-0002 3.97 4.51
1272-141231-0002 8.05 8.28
1462-170142-0017 1.54 1.66
1462-170145-0000 11.83 12.01
1462-170145-0004 2.89 3.06
1673-143396-0018 5.72 6.12
174-50561-0000 1.05 1.45
174-84280-0003 3.34 3.52
174-84280-0004 3.16 3.29
174-84280-0013 12.47 12.73
1919-142785-0004 3.76 3.92
1919-142785-0014 1.23 1.31
1919-142785-0040 1.94 2.26
1919-142785-0053 2.25 2.78
1988-147956-0009 3.11 3.71
1993-147966-0001 1.51 1.75
2035-147960-0000 4.91 5.08
2035-147960-0011 1.09 1.26
2035-147961-0004 2.87 2.99
2035-152373-0005 10.50 10.85
2035-152373-0011 5.84 6.54
2035-152373-0013 6.17 6.31
2078-142845-0005 29.09 29.39
2078-142845-0014 6.35 6.49
2078-142845-0037 14.86 15.01
2086-149220-0022 0.88 1.26
2086-149220-0031 3.76 3.98
2277-149896-0027 2.90 3.09
2412-153947-0004 1.75 2.06
2412-153947-0005 6.27 6.71
2412-153947-0007 3.44 3.54
2412-153954-0017 4.18 4.25
2428-83699-0009 1.66 1.85
2428-83699-0019 1.54 1.71
2428-83699-0021 0.77 0.93
2428-83705-0030 4.03 4.31
251-136532-0000 6.07 6.44
251-136532-0003 7.61 8.08
251-136532-0010 2.32 2.84
251-137823-0004 8.83 9.03
251-137823-0014 2.11 2.63
2803-154328-0008 0.49 0.64
2803-154328-0020 8.52 8.75
2803-161169-0002 3.71 3.77
2803-161169-0003 0.90 1.07
2803-161169-0005 12.15 12.27
2803-161169-0009 22.09 22.32
2902-9006-0014 14.03 14.48
2902-9006-0018 22.29 22.70
3000-15664-0004 1.47 1.51
3000-15664-0037 6.83 6.93
3081-166546-0002 0.96 1.18
3081-166546-0004 2.31 2.44
3081-166546-0006 2.40 2.50
3170-137482-0006 3.40 3.77
3170-137482-0007 6.05 6.16
3170-137482-0012 2.05 2.35
3170-137482-0021 5.11 5.31
3170-137482-0046 6.04 6.58
3536-23268-0000 2.00 2.65
3536-8226-0002 4.20 4.35
3536-8226-0014 1.91 2.27
3536-8226-0024 0.64 0.75
3576-138058-0002 1.01 1.13
3576-138058-0018 4.73 5.14
3576-138058-0036 12.74 12.78
3752-4943-0020 1.74 2.10
3752-4944-0045 1.76 2.03
3853-163249-0025 1.89 2.02
422-122949-0013 15.55 15.72
422-122949-0026 7.95 8.20
5338-24640-0005 8.83 9.00
5338-24640-0008 1.70 1.88
5338-284437-0027 1.15 1.41
5536-43358-0002 2.62 3.27
5536-43363-0006 4.84 5.23
5536-43363-0010 3.38 3.57
5694-64025-0021 4.32 4.54
5694-64029-0007 1.40 1.51
5694-64029-0015 0.31 0.47
5694-64038-0023 2.44 2.74
5895-34615-0003 2.53 3.30
5895-34615-0005 0.52 1.09
5895-34629-0010 1.99 2.15
6241-61946-0007 1.95 2.66
6241-66616-0013 1.47 1.54
6295-244435-0039 5.12 5.39
6295-64301-0000 15.51 15.71
6313-66129-0013 0.79 0.93
6313-66129-0021 1.64 1.76
6313-66129-0026 7.29 7.42
6319-275224-0011 2.87 2.95
6319-275224-0020 7.63 7.86
6319-57405-0004 3.98 4.32
6319-57405-0006 0.53 0.67
6319-57405-0007 1.59 2.09
6319-57405-0010 0.55 0.74
6345-93302-0016 2.04 2.14
6345-93302-0023 0.34 0.57
6345-93306-0023 5.23 5.58
652-129742-0016 8.30 8.90
652-130726-0008 3.11 3.55
777-126732-0007 9.54 9.58
777-126732-0023 5.56 5.63
777-126732-0057 0.68 1.09
7850-281318-0000 0.66 0.80
7850-286674-0004 6.28 6.57
7976-110124-0006 0.70 1.15
7976-110124-0023 2.44 2.73
8297-275154-0018 1.55 1.97
8297-275155-0017 1.78 2.08
8842-302201-0004 0.46 0.71
8842-302201-0011 3.14 3.37
8842-302201-0015 4.40 4.64
8842-302203-0004 5.84 6.40

Class 64
1272-135031-0001 7.81 8.03
1272-141231-0026 3.45 3.70
1462-170138-0005 0.41 0.50
1462-170142-0004 1.19 1.38
1673-143396-0006 11.92 12.34
1673-143396-0010 6.57 6.95
1673-143397-0003 9.12 9.34
174-168635-0000 0.63 0.81
174-168635-0002 14.50 14.66
1919-142785-0019 6.24 6.38
1919-142785-0033 3.52 3.68
1988-147956-0008 0.81 1.08
1988-147956-0011 2.30 2.44
1993-147149-0005 4.02 4.15
1993-147965-0007 2.69 2.72
2035-147960-0000 2.83 3.03
2035-147960-0000 4.86 4.91
2035-147960-0005 5.03 5.21
2035-152373-0013 18.47 18.92
2086-149214-0000 6.09 6.23
2086-149214-0002 8.97 9.03
2086-149220-0004 5.36 5.72
2086-149220-0014 1.82 2.15
2277-149874-0014 5.19 5.36
2277-149896-0007 0.52 0.70
2277-149897-0007 4.24 4.40
2277-149897-0030 2.21 2.55
2412-153947-0002 0.90 1.34
2412-153947-0011 1.00 1.14
2412-153948-0000 2.48 2.63
2412-153948-0010 0.45 0.87
2412-153954-0001 7.28 7.43
2412-153954-0006 4.35 4.62
2412-153954-0010 5.64 5.79
2412-153954-0018 5.33 5.43
2428-83699-0002 0.40 0.76
2428-83699-0018 5.07 5.50
2428-83699-0022 0.63 0.77
2428-83699-0037 4.00 4.07
2428-83705-0028 0.79 0.99
251-136532-0000 4.68 4.95
251-136532-0012 0.48 1.02
2803-154320-0009 1.22 1.31
2803-154328-0002 1.54 2.06
2803-154328-0004 0.56 0.63
2902-9006-0005 1.68 1.79
2902-9006-0008 4.11 4.65
2902-9006-0015 12.18 12.30
2902-9006-0017 21.94 22.15
2902-9006-0019 4.14 4.75
2902-9008-0004 0.61 0.74
2902-9008-0010 5.16 5.19
3081-166546-0031 1.35 1.57
3081-166546-0042 3.37 3.83
3081-166546-0076 0.93 1.15
3081-166546-0082 2.06 2.52
3170-137482-0003 8.97 9.39
3170-137482-0031 16.28 16.36
3170-137482-0040 4.37 4.74
3170-137482-0041 0.93 1.20
3536-23268-0010 1.88 1.98
3536-23268-0017 13.36 13.50
3536-8226-0004 5.45 5.63
3536-8226-0023 7.78 7.88
3576-138058-0030 6.04 6.18
3752-4943-0012 2.13 2.68
3752-4944-0026 1.77 2.26
3853-163249-0043 0.90 1.18
3853-163249-0052 4.89 5.00
5338-284437-0004 2.35 2.87
5536-43358-0008 16.29 16.39
5536-43358-0009 2.65 2.77
5536-43359-0014 0.68 1.41
5536-43363-0008 5.60 5.83
5536-43363-0010 2.76 2.98
5694-64025-0021 0.48 0.55
5694-64025-0022 3.61 3.77
5694-64038-0005 2.55 3.38
5895-34615-0010 2.29 2.57
5895-34615-0010 2.90 3.42
5895-34615-0017 1.14 1.21
5895-34615-0020 3.46 3.90
5895-34622-0000 2.18 2.31
5895-34622-0001 4.88 5.55
5895-34629-0027 2.09 2.12
6241-61946-0003 1.52 1.72
6241-66616-0009 8.44 8.71
6295-64301-0002 0.95 1.45
6313-76958-0022 5.24 5.33
6319-64726-0000 2.08 2.43
6319-64726-0002 5.43 5.79
6319-64726-0002 9.49 9.55
6319-64726-0004 8.41 8.59
6319-64726-0004 16.67 16.83
6319-64726-0013 5.97 6.13
6345-64257-0000 3.53 3.77
6345-64257-0006 3.28 3.54
6345-64257-0008 1.09 1.34
6345-64257-0009 0.55 1.02
6345-93302-0019 0.69 0.97
777-126732-0007 8.99 9.54
777-126732-0013 0.74 0.91
777-126732-0024 1.27 1.52
777-126732-0041 5.40 5.75
777-126732-0042 4.47 4.79
777-126732-0062 1.28 1.50
7976-110124-0009 1.98 2.09
7976-110124-0012 5.45 5.61
8297-275156-0007 0.88 1.01
84-121550-0002 7.06 7.18
8842-302196-0001 1.00 1.18
8842-302196-0007 1.43 1.52
8842-302201-0005 3.03 3.32
8842-302203-0010 6.02 6.13
8842-302203-0010 10.51 11.05

Class 65
1272-128104-0009 3.49 3.80
1272-135031-0000 2.72 3.32
1462-170142-0007 0.94 1.02
174-168635-0003 3.14 3.29
174-50561-0011 3.75 4.10
1919-142785-0039 2.37 2.88
1919-142785-0043 6.32 6.78
1919-142785-0054 5.10 5.30
1988-147956-0012 3.63 3.82
1988-148538-0000 11.24 11.57
1988-24833-0026 1.62 1.74
1993-147149-0009 13.86 14.03
1993-147964-0002 4.97 5.22
1993-147965-0005 7.29 7.47
2035-147960-0000 1.13 1.39
2035-147960-0005 4.45 4.85
2035-147960-0010 7.40 7.55
2035-147961-0000 4.32 4.70
2035-152373-0001 2.73 3.38
2078-142845-0005 8.46 8.75
2078-142845-0007 1.85 2.38
2078-142845-0025 26.82 27.03
2078-142845-0043 7.49 7.90
2086-149220-0002 1.87 1.99
2086-149220-0024 2.60 2.89
2086-149220-0031 6.56 7.31
2277-149874-0018 0.78 1.07
2277-149897-0000 3.61 3.81
2277-149897-0019 4.57 4.85
2412-153948-0001 3.42 3.62
2412-153948-0001 4.01 4.34
2412-153948-0002 3.21 3.72
2412-153948-0011 1.27 1.96
2412-153954-0018 3.12 3.27
2428-83699-0016 2.84 2.97
2428-83705-0012 3.04 3.39
251-136532-0001 1.30 1.33
251-136532-0019 8.19 8.88
251-137823-0001 1.27 1.77
2902-9006-0003 3.71 4.09
2902-9006-0007 16.21 16.25
2902-9006-0011 2.03 2.37
3000-15664-0038 9.65 9.74
3081-166546-0051 7.18 7.32
3081-166546-0079 3.97 4.00
3170-137482-0010 2.91 3.01
3170-137482-0048 1.61 2.08
3536-23268-0001 1.15 1.63
3536-23268-0004 0.99 1.32
3536-23268-0019 3.77 4.03
3536-8226-0025 0.69 0.82
3576-138058-0028 2.25 2.40
3576-138058-0035 1.00 1.21
3576-138058-0039 11.58 11.70
3752-4943-0002 3.41 3.48
3752-4944-0016 5.23 5.93
3752-4944-0055 0.89 0.97
3752-4944-0065 1.11 1.96
3752-4944-0068 10.64 11.46
3853-163249-0030 7.51 8.04
3853-163249-0053 4.64 5.00
3853-163249-0055 1.50 1.74
422-122949-0001 1.43 1.92
422-122949-0015 13.09 13.41
422-122949-0017 2.07 2.19
422-122949-0031 1.87 1.95
5338-24615-0002 20.72 20.86
5338-24615-0003 4.87 5.09
5338-24615-0005 16.09 16.18
5338-284437-0022 0.65 1.01
5536-43358-0002 7.94 8.27
5536-43363-0018 3.44 3.86
5694-64025-0011 6.92 7.03
5694-64025-0014 9.37 9.47
5694-64025-0016 3.90 3.99
5694-64029-0019 1.15 1.51
5694-64038-0024 1.16 1.24
5895-34622-0001 1.36 1.68
5895-34622-0009 3.62 3.75
5895-34622-0011 5.44 6.05
5895-34629-0015 4.72 4.99
6241-61943-0010 1.45 1.62
6241-61946-0008 2.03 2.33
6241-61946-0011 7.16 7.59
6295-244435-0002 1.75 2.36
6295-64301-0012 4.54 4.79
6295-64301-0028 4.64 5.15
6313-66129-0021 0.34 0.49
6313-76958-0029 3.40 3.70
6345-64257-0010 1.08 1.25
6345-93306-0022 6.01 6.38
6345-93306-0024 2.47 2.58
652-130726-0021 7.68 8.14
777-126732-0008 1.48 1.69
777-126732-0012 2.42 2.58
777-126732-0058 3.63 4.04
777-126732-0066 9.82 10.04
7850-281318-0007 3.98 4.31
7850-73752-0007 8.62 8.75
7976-110124-0013 5.67 6.09
8297-275154-0001 9.85 10.34
8297-275154-0007 3.28 3.50
8297-275154-0013 2.52 2.86
8297-275156-0008 4.17 4.38
84-121123-0002 12.88 13.43
84-121123-0005 2.20 2.32
84-121123-0018 2.14 2.30
8842-302196-0010 2.55 2.73
8842-302201-0002 6.41 6.79
8842-302201-0005 7.59 7.85
8842-302201-0006 4.01 4.10
8842-302203-0000 1.64 1.76
8842-302203-0009 1.80 2.37

Class 66
1272-128104-0000 2.27 2.35
1272-128104-0009 8.19 8.89
1272-135031-0002 2.79 3.03
1462-170138-0006 2.96 3.28
1462-170142-0004 2.21 2.62
1462-170142-0033 3.35 3.79
1673-143396-0013 2.40 2.48
174-50561-0013 10.12 10.62
1919-142785-0001 5.45 6.08
1919-142785-0044 2.76 3.22
1919-142785-0050 5.30 5.51
1919-142785-0062 0.94 1.06
1988-147956-0004 7.66 7.82
1988-147956-0012 3.82 4.14
1988-147956-0021 4.44 4.93
1988-148538-0004 12.33 12.77
1988-148538-0006 12.03 12.48
1988-148538-0009 1.85 2.18
1993-147149-0003 10.98 11.12
1993-147149-0013 4.27 4.68
1993-147149-0024 6.26 6.58
1993-147964-0000 5.09 5.48
1993-147964-0010 1.92 2.65
2035-147961-0039 4.08 4.29
2078-142845-0004 4.52 4.68
2078-142845-0017 1.25 1.52
2078-142845-0034 0.83 0.99
2086-149220-0000 6.28 6.63
2086-149220-0005 3.38 3.65
2086-149220-0008 2.03 2.83
2086-149220-0018 1.38 1.67
2277-149896-0008 4.01 4.44
2277-149896-0032 5.59 5.86
2277-149897-0026 5.26 5.53
2412-153954-0014 10.20 10.76
2412-153954-0018 4.30 4.47
2428-83699-0000 2.77 3.43
2428-83699-0034 7.51 7.96
251-136532-0004 13.47 13.61
2803-154328-0008 2.94 3.03
2803-154328-0012 1.49 1.52
2803-154328-0017 1.80 1.91
2803-154328-0019 5.38 6.03
2803-161169-0005 4.72 4.81
2803-161169-0005 4.81 5.30
2803-161169-0006 3.35 3.80
2803-161169-0014 3.10 3.42
2803-161169-0014 4.44 4.69
2902-9006-0002 9.60 10.08
2902-9006-0005 16.22 16.72
2902-9006-0005 22.09 22.51
2902-9006-0007 5.15 5.68
2902-9006-0007 14.21 14.35
2902-9006-0007 22.52 22.65
2902-9006-0009 5.36 5.77
2902-9006-0014 5.91 6.18
2902-9006-0014 7.86 7.89
2902-9008-0003 7.86 8.34
2902-9008-0006 10.94 11.73
2902-9008-0010 2.54 2.92
2902-9008-0012 5.54 5.79
3000-15664-0019 9.71 9.98
3081-166546-0024 1.12 1.41
3081-166546-0036 0.60 0.65
3081-166546-0062 2.94 3.10
3081-166546-0085 2.07 2.42
3081-166546-0088 3.72 4.22
3170-137482-0025 1.90 2.00
3170-137482-0031 1.41 2.03
3170-137482-0044 10.86 10.99
3536-23268-0001 12.44 13.23
3576-138058-0023 1.32 1.61
3576-138058-0024 11.00 11.43
3752-4943-0004 3.36 3.48
3752-4943-0011 2.34 3.13
3853-163249-0011 0.87 1.08
3853-163249-0016 2.51 3.17
5338-24640-0009 7.81 7.84
5694-64025-0010 12.15 12.94
5694-64038-0002 3.94 4.25
5895-34615-0020 1.98 2.36
5895-34615-0021 9.40 9.70
5895-34622-0005 2.31 2.82
5895-34629-0008 1.80 2.53
6241-61943-0001 0.56 0.89
6241-61943-0012 5.02 5.49
6241-61943-0027 1.02 1.59
6295-64301-0009 0.93 1.08
6295-64301-0014 1.40 2.27
6295-64301-0023 2.04 2.20
6313-66125-0015 3.12 3.51
6313-66129-0025 3.19 3.61
6319-64726-0002 6.90 7.35
652-129742-0004 5.78 6.06
652-129742-0006 4.00 4.73
777-126732-0010 2.70 3.27
777-126732-0035 4.30 4.40
7850-111771-0005 0.76 0.97
7850-286674-0003 3.36 3.80
7976-110124-0002 4.51 4.77
7976-110124-0016 3.06 3.16
7976-110523-0009 3.50 3.72
7976-110523-0014 3.61 3.76
7976-110523-0019 1.11 1.27
8297-275154-0001 2.34 2.48
84-121123-0024 7.64 8.08
84-121550-0017 1.75 2.14
8842-302203-0002 6.26 6.89
8842-302203-0002 13.36 13.57
8842-302203-0004 1.68 1.82
8842-302203-0010 4.77 4.86
8842-302203-0010 7.24 7.41

Class 67
1462-170138-0005 10.56 10.67
1462-170138-0022 5.35 5.79
1462-170138-0025 3.02 3.28
1462-170142-0009 1.83 2.07
1673-143396-0001 2.95 3.08
1673-143396-0008 8.49 8.99
1673-143396-0008 16.54 16.66
1673-143397-0012 1.54 1.70
174-168635-0007 6.31 6.73
174-168635-0019 6.75 7.12
174-84280-0004 11.53 11.65
174-84280-0006 5.41 5.79
174-84280-0013 4.19 4.22
1919-142785-0006 2.28 2.80
1919-142785-0014 4.52 4.63
1988-24833-0001 4.13 4.38
1993-147149-0005 3.27 3.55
1993-147149-0006 24.96 25.07
1993-147149-0024 6.89 6.95
2035-147960-0002 3.14 3.64
2035-152373-0002 8.84 9.34
2078-142845-0008 16.26 16.43
2086-149214-0004 8.22 8.31
2086-149220-0013 6.59 6.69
2086-149220-0041 12.93 13.49
2086-149220-0043 0.67 0.81
2086-149220-0049 10.00 10.45
2277-149874-0000 11.82 11.93
2277-149874-0014 1.70 2.11
2277-149874-0019 5.85 6.51
2277-149896-0032 4.04 4.21
2412-153948-0004 5.56 5.77
2428-83699-0018 6.59 6.77
2428-83705-0029 1.49 1.82
251-118436-0013 2.57 2.72
251-136532-0003 14.64 14.77
251-137823-0004 4.60 4.96
2803-154320-0001 8.55 9.44
2803-154328-0012 2.10 2.31
2803-161169-0001 3.28 3.69
2803-161169-0012 4.48 4.76
2902-9006-0014 7.34 7.86
2902-9006-0018 20.17 20.31
2902-9006-0018 28.02 28.35
2902-9006-0020 2.15 2.27
2902-9006-0020 3.02 3.43
3000-15664-0001 11.04 11.23
3081-166546-0006 1.51 1.92
3081-166546-0047 2.13 2.16
3081-166546-0051 5.07 5.57
3170-137482-0035 3.65 3.78
3170-137482-0039 19.83 20.31
3170-137482-0046 3.45 3.53
3536-23268-0010 1.98 2.07
3536-8226-0010 4.90 5.02
3576-138058-0004 14.86 15.61
3576-138058-0009 10.60 10.71
3576-138058-0019 3.28 3.44
3576-138058-0040 2.02 2.27
3752-4944-0032 1.31 1.47
3853-163249-0046 1.83 2.14
3853-163249-0046 13.29 13.69
3853-163249-0051 3.69 3.94
422-122949-0001 7.07 7.18
422-122949-0011 14.19 14.36
422-122949-0021 1.42 1.53
422-122949-0022 9.51 9.99
422-122949-0026 8.20 8.26
5338-24615-0013 6.70 6.81
5338-24640-0001 4.39 4.60
5338-24640-0005 8.50 8.83
5338-24640-0008 7.71 7.90
5338-24640-0009 7.84 7.98
5338-284437-0026 5.58 5.73
5536-43359-0004 1.13 1.21
5536-43359-0011 15.27 15.41
5536-43363-0010 2.29 2.41
5536-43363-0010 9.42 9.95
5895-34629-0007 1.30 1.39
6241-61946-0020 10.92 11.05
6241-66616-0000 3.45 3.56
6241-66616-0018 3.78 4.18
6295-244435-0017 4.40 4.46
6295-64301-0000 7.37 7.77
6295-64301-0003 1.11 1.59
6295-64301-0010 2.17 2.68
6313-66125-0006 1.78 1.88
6313-66129-0014 1.75 1.89
6313-66129-0031 5.20 5.42
6319-64726-0013 1.15 1.54
652-129742-0002 3.19 3.70
652-130726-0002 4.60 5.11
652-130726-0011 6.57 7.00
652-130726-0016 8.88 9.46
652-130726-0021 5.73 5.83
652-130726-0024 2.77 3.30
652-130726-0028 0.52 0.78
652-130737-0005 2.63 2.77
777-126732-0052 0.54 0.81
777-126732-0063 14.11 14.23
777-126732-0071 1.27 1.86
7850-73752-0001 1.01 1.13
7976-110523-0001 2.11 2.33
7976-110523-0001 2.82 2.97
8297-275155-0002 3.20 3.60
8297-275155-0028 0.81 1.01
8297-275155-0032 4.69 5.25
84-121550-0005 3.60 3.79
84-121550-0017 5.45 5.84
84-121550-0035 7.01 7.28
8842-302201-0014 4.56 4.65

Class 68
1272-135031-0006 2.96 3.17
1272-141231-0002 7.15 7.64
1272-141231-0027 5.12 5.51
1462-170142-0041 0.72 1.11
1462-170142-0041 2.97 3.09
1919-142785-0002 1.34 1.84
1919-142785-0057 3.52 3.76
1919-142785-0058 0.95 0.98
1988-148538-0004 7.87 8.23
1993-147149-0007 1.80 2.24
1993-147964-0005 1.71 1.82
2035-147960-0002 6.50 6.62
2035-152373-0004 0.76 1.02
2078-142845-0045 5.03 5.58
2086-149220-0004 2.73 3.03
2086-149220-0004 5.05 5.26
2086-149220-0010 11.15 11.42
2277-149874-0003 7.43 7.70
2277-149874-0014 0.50 0.81
2277-149896-0014 2.90 3.02
2277-149896-0030 5.49 5.62
2277-149897-0029 3.27 3.57
2412-153947-0003 8.45 8.60
2412-153947-0006 2.23 2.50
2412-153948-0000 5.81 6.04
2412-153954-0004 2.84 3.27
2412-153954-0007 0.97 1.21
2412-153954-0018 7.65 8.14
2428-83699-0012 5.93 6.08
2428-83705-0008 0.60 1.16
2428-83705-0024 1.07 1.31
2428-83705-0030 2.16 2.35
