Class 0
7976-110124-0001 1.38 1.46
7976-110523-0011 0.00 0.16
7976-110523-0000 1.13 1.45
7976-110523-0014 1.32 1.80
7976-105575-0009 1.71 1.89
7976-105575-0009 2.11 2.21
7976-105575-0021 0.00 0.46
7976-105575-0005 1.38 1.77
7976-105575-0020 1.88 2.09
7976-105575-0000 6.01 6.27
7976-105575-0027 5.17 5.68
7976-105575-0028 2.84 2.93
422-122949-0015 8.86 9.16
422-122949-0010 10.42 10.78
422-122949-0006 10.84 11.32
422-122949-0031 5.85 6.37
422-122949-0009 2.64 3.18
422-122949-0009 4.89 5.44
422-122949-0009 19.57 19.68
422-122949-0000 12.05 12.84
422-122949-0000 18.83 19.29
422-122949-0021 4.55 4.78
422-122949-0028 0.38 0.68
422-122949-0022 6.21 6.38
422-122949-0022 9.46 9.51
422-122949-0012 1.54 1.71
422-122949-0020 2.74 3.44
422-122949-0025 2.35 2.61
422-122949-0033 2.47 2.93
422-122949-0029 0.00 0.25
422-122949-0029 2.45 2.73
422-122949-0013 12.08 12.22
422-122949-0013 18.47 18.88
422-122949-0035 3.58 4.45
1462-170138-0018 1.98 2.31
1462-170138-0000 3.64 3.75
1462-170138-0004 2.31 2.51
1462-170138-0006 4.78 4.85
1462-170138-0026 0.00 0.38
1462-170138-0024 0.00 0.47
1462-170138-0005 3.78 3.96
1462-170145-0009 1.91 2.04
1462-170145-0009 2.38 2.63
1462-170145-0001 1.85 2.00
1462-170145-0007 4.98 5.09
1462-170145-0015 2.68 2.84
1462-170145-0014 0.59 0.99
1462-170145-0013 2.11 2.45
1462-170142-0025 4.39 4.46
1462-170142-0025 4.46 4.71
1462-170142-0003 1.08 1.42
1462-170142-0019 7.25 7.50
1462-170142-0024 0.52 0.85
1462-170142-0002 3.21 3.31
1462-170142-0016 3.05 3.29
1462-170142-0011 0.65 0.94
1462-170142-0033 1.68 1.86
1462-170142-0012 2.92 3.36
1462-170142-0005 2.85 2.99
1462-170142-0005 8.48 8.66
6295-244435-0004 4.48 4.63
6295-244435-0031 1.48 1.69
6295-244435-0020 0.62 0.97
6295-244435-0035 1.13 1.19
6295-244435-0035 1.35 1.91
6295-244435-0025 2.78 3.33
6295-244435-0029 3.59 3.71
6295-244435-0023 1.71 1.86
6295-244435-0008 3.82 3.94
6295-244435-0007 3.58 3.68
6295-244435-0012 0.96 1.28
6295-244435-0022 5.72 5.92
6295-244435-0022 6.78 7.41
6295-244435-0022 7.41 7.67
6295-64301-0001 0.60 0.79
6295-64301-0007 0.00 0.51
6295-64301-0007 4.22 4.39
6295-64301-0015 0.45 0.83
6295-64301-0004 0.77 0.95
6295-64301-0028 1.37 1.67
2803-161169-0005 3.25 3.36
2803-161169-0011 2.81 3.03
2803-161169-0014 2.11 2.41
2803-161169-0001 4.33 4.96
2803-161169-0006 3.35 3.80
2803-161169-0007 1.31 1.44
2803-161169-0008 1.02 1.20
2803-154328-0007 2.95 3.03
2803-154328-0018 6.14 6.53
2803-154328-0017 3.71 3.79
2803-154328-0004 4.44 4.89
2803-154328-0015 4.17 4.48
2803-154328-0012 1.49 1.52
2803-154320-0014 3.23 3.69
2803-154320-0013 3.89 4.37
2803-154320-0011 0.00 0.21
2803-154320-0012 4.12 4.59
3170-137482-0043 3.23 3.83
3170-137482-0024 3.46 3.63
3170-137482-0046 3.26 3.45
3170-137482-0029 2.49 2.90
3170-137482-0023 9.18 9.42
3170-137482-0003 17.25 17.42
3170-137482-0010 0.36 0.59
3170-137482-0010 0.95 1.01
3170-137482-0002 9.86 9.95
3170-137482-0047 11.96 12.32
3170-137482-0044 13.76 14.09
3170-137482-0017 3.49 3.78
3170-137482-0027 9.49 9.57
3170-137482-0027 10.71 10.88
3170-137482-0036 3.14 3.47
3170-137482-0004 3.24 3.77
3170-137482-0001 12.75 13.19
3170-137482-0039 4.50 4.64
3853-163249-0017 7.54 7.76
3853-163249-0019 2.28 2.50
3853-163249-0016 1.83 2.12
3853-163249-0016 10.83 10.98
3853-163249-0016 10.98 11.38
3853-163249-0009 1.53 1.56
3853-163249-0053 0.52 0.84
3853-163249-0041 5.25 5.55
3853-163249-0035 1.85 2.18
3853-163249-0003 1.91 2.13
3853-163249-0046 13.29 13.69
3853-163249-0014 10.65 10.94
3853-163249-0047 0.98 1.12
3853-163249-0047 4.96 5.36
3853-163249-0018 3.31 3.81
3853-163249-0018 4.33 4.43
2086-149214-0002 1.54 1.67
2086-149214-0002 6.52 6.82
2086-149214-0000 6.31 6.41
2086-149214-0004 2.78 3.30
2086-149214-0004 6.83 7.26
2086-149214-0004 10.70 10.84
2086-149220-0016 2.82 3.14
2086-149220-0022 0.69 0.77
2086-149220-0003 0.36 0.71
2086-149220-0003 4.26 4.33
2086-149220-0019 4.66 4.79
2086-149220-0026 2.63 2.94
2086-149220-0000 1.57 1.85
2086-149220-0000 4.28 4.55
2086-149220-0006 2.51 2.58
2086-149220-0010 1.81 1.84
2086-149220-0010 3.76 3.91
2086-149220-0010 8.40 8.56
2086-149220-0009 4.87 5.04
2086-149220-0041 5.61 5.69
2086-149220-0041 11.63 11.73
2086-149220-0012 1.85 2.12
2086-149220-0012 13.82 13.91
2086-149220-0040 3.42 3.66
2086-149220-0023 6.54 6.59
2086-149220-0013 9.09 9.26
2086-149220-0021 0.00 0.36
2086-149220-0024 1.24 1.66
2086-149220-0018 4.00 4.10
2086-149220-0004 5.89 6.18
2086-149220-0025 5.74 5.89
2086-149220-0048 5.86 6.00
84-121550-0016 3.73 4.28
84-121550-0006 1.73 2.23
84-121550-0006 3.39 3.53
84-121550-0012 6.80 6.94
84-121550-0012 6.94 7.13
84-121550-0015 2.34 2.73
84-121550-0033 1.31 1.77
84-121550-0003 5.74 6.20
84-121550-0011 6.45 6.67
84-121550-0029 5.59 5.65
84-121123-0019 0.00 0.24
84-121123-0024 6.26 6.65
84-121123-0022 1.81 1.98
84-121123-0003 5.46 5.60
84-121123-0001 3.47 3.83
84-121123-0005 6.95 7.09
84-121123-0026 3.71 3.84
251-137823-0022 3.17 3.30
251-118436-0013 3.35 3.50
251-118436-0013 5.08 5.74
251-118436-0001 0.54 0.86
2412-153947-0009 1.06 1.28
2412-153947-0009 4.28 4.38
2412-153947-0013 1.36 1.46
2412-153947-0004 8.39 8.72
2412-153947-0007 4.12 4.25
2412-153947-0005 9.09 9.26
2412-153947-0005 12.18 12.49
2412-153954-0020 2.38 2.80
2412-153954-0008 0.86 0.94
2412-153954-0016 0.49 0.68
2412-153954-0010 0.92 0.98
2412-153954-0012 2.75 2.99
2412-153954-0003 0.90 0.99
2412-153954-0005 0.72 1.04
2412-153954-0005 4.20 4.82
2412-153948-0002 0.50 0.69
2412-153948-0001 4.45 4.62
2412-153948-0006 6.99 7.22
2412-153948-0003 7.66 8.08
2412-153948-0004 12.02 12.36
2412-153948-0004 13.54 13.96
2412-153948-0004 19.55 19.87
2412-153948-0000 5.62 5.81
2277-149896-0023 2.07 2.34
2277-149896-0009 4.83 4.99
2277-149896-0009 5.59 5.82
2277-149896-0002 0.97 1.29
2277-149896-0011 0.44 0.67
2277-149896-0030 3.50 3.64
2277-149874-0000 5.21 5.52
2277-149874-0005 1.34 1.62
2277-149874-0007 0.28 0.65
2277-149874-0007 3.54 4.10
2277-149874-0020 1.80 2.07
2277-149874-0020 4.23 4.38
2277-149897-0003 0.92 1.04
2277-149897-0017 2.07 2.35
2277-149897-0005 5.77 6.12
2277-149897-0005 6.26 6.35
2277-149897-0007 1.22 1.33
777-126732-0045 0.98 1.40
777-126732-0029 1.00 1.44
777-126732-0004 2.55 2.75
777-126732-0079 4.92 5.27
777-126732-0023 3.00 3.33
777-126732-0014 3.50 3.74
777-126732-0063 10.56 10.75
777-126732-0021 1.61 2.16
777-126732-0047 4.34 4.45
777-126732-0068 0.99 1.13
777-126732-0040 2.66 2.99
777-126732-0005 0.46 0.64
777-126732-0041 2.40 2.53
777-126732-0059 2.54 2.82
777-126732-0013 3.76 4.27
777-126732-0013 4.27 4.39
777-126732-0030 1.10 1.54
777-126732-0031 9.12 9.33
777-126732-0052 4.11 4.22
777-126732-0060 6.49 6.60
777-126732-0024 1.27 1.52
652-130737-0011 2.50 2.58
652-130737-0012 1.68 2.13
652-130737-0006 0.90 1.43
652-130737-0004 1.20 1.51
652-129742-0006 1.95 2.79
652-129742-0015 1.88 2.06
652-129742-0014 0.48 0.90
652-129742-0003 4.11 4.19
652-130726-0003 3.19 3.44
652-130726-0008 1.93 1.96
652-130726-0034 3.18 3.84
652-130726-0034 8.00 8.36
652-130726-0033 1.00 1.14
652-130726-0002 5.19 5.51
652-130726-0010 3.55 3.94
652-130726-0032 0.80 0.87
652-130726-0032 2.71 2.89
652-130726-0026 2.19 2.37
652-130726-0035 3.25 3.37
652-130726-0005 7.47 8.14
652-130726-0016 3.20 3.30
652-130726-0017 1.98 2.51
6319-64726-0002 1.56 2.04
6319-64726-0002 2.53 3.00
6319-64726-0007 12.73 12.87
6319-64726-0015 1.08 1.54
6319-64726-0015 4.22 4.55
6319-64726-0016 4.25 4.60
6319-64726-0005 0.53 0.74
6319-64726-0012 1.08 1.45
6319-64726-0019 12.33 12.81
6319-64726-0018 4.88 5.25
6319-64726-0017 0.58 0.90
6319-64726-0001 12.48 12.51
6319-64726-0000 5.29 5.50
6319-64726-0004 3.83 4.08
6319-57405-0008 1.58 1.78
6319-57405-0001 4.56 4.86
6319-57405-0012 0.00 0.52
6319-57405-0012 0.52 0.69
6319-57405-0006 7.50 7.72
6319-275224-0004 4.37 4.59
6319-275224-0008 5.27 5.49
6319-275224-0008 5.72 5.91
6319-275224-0011 14.65 14.89
6319-275224-0002 3.85 4.27
2035-147960-0001 3.43 3.92
2035-147960-0013 1.27 1.36
2035-147960-0010 2.33 2.42
2035-147960-0011 0.50 0.62
2035-152373-0013 8.69 8.85
2035-152373-0013 13.30 13.72
2035-152373-0011 3.01 3.18
2035-152373-0014 5.70 5.83
2035-152373-0005 20.35 20.52
2035-152373-0009 14.11 14.26
2035-152373-0000 4.66 4.86
2035-152373-0010 1.13 1.81
2035-152373-0010 5.35 5.41
2035-152373-0008 0.66 1.00
2035-152373-0015 0.98 1.11
2035-147961-0018 3.24 3.54
2035-147961-0000 8.35 8.55
2035-147961-0000 13.54 13.76
2035-147961-0030 0.85 0.98
2035-147961-0030 3.11 3.45
2035-147961-0032 4.26 4.68
6241-61943-0025 3.15 3.51
6241-61943-0013 2.40 2.58
6241-61943-0000 6.03 6.60
6241-61943-0017 1.47 1.81
6241-61946-0005 1.06 1.50
6241-61946-0002 0.62 0.97
6241-61946-0020 0.53 0.94
6241-61946-0020 3.52 3.66
6241-61946-0003 7.41 7.99
6241-61946-0023 1.29 1.46
6241-66616-0012 1.01 1.36
6241-66616-0012 7.21 7.34
6241-66616-0010 2.55 3.11
6241-66616-0009 7.38 7.84
6241-66616-0009 8.44 8.71
6241-66616-0003 3.62 4.10
6313-66125-0022 4.62 4.65
6313-66125-0022 5.21 5.35
6313-66125-0022 6.58 6.78
6313-66125-0023 1.80 2.12
6313-66125-0023 2.12 2.31
6313-66125-0023 4.64 4.80
6313-66125-0014 1.29 1.68
6313-66125-0016 6.53 6.60
6313-66125-0016 6.68 7.16
6313-66125-0026 0.00 0.26
6313-66125-0027 5.82 6.12
6313-66129-0024 2.66 2.91
6313-66129-0001 7.85 8.31
6313-66129-0001 9.88 10.30
6313-66129-0010 1.91 2.32
6313-66129-0023 2.85 3.22
6313-66129-0014 6.44 6.56
6313-66129-0014 7.01 7.22
6313-66129-0013 2.42 2.53
6313-66129-0031 1.19 1.41
6313-66129-0031 2.27 2.30
6313-76958-0013 8.88 9.18
6313-76958-0004 2.75 2.94
6313-76958-0021 10.33 10.75
6313-76958-0005 2.86 2.99
6313-76958-0026 0.00 0.19
2902-9008-0002 3.03 3.31
2902-9008-0002 3.56 4.01
2902-9008-0001 3.70 3.83
2902-9008-0013 9.01 9.25
2902-9008-0000 1.14 1.79
2902-9008-0008 0.82 0.97
2902-9008-0006 2.78 3.40
2902-9008-0006 9.78 10.01
2902-9006-0005 28.75 28.98
2902-9006-0013 2.83 3.21
2902-9006-0013 13.53 13.56
2902-9006-0001 7.31 7.45
2902-9006-0001 7.45 7.73
2902-9006-0020 3.66 4.45
2902-9006-0015 16.42 16.54
2902-9006-0015 29.27 29.56
2902-9006-0017 4.41 4.95
5338-24640-0007 9.69 10.32
5338-24640-0001 8.53 8.72
5338-284437-0020 0.00 0.21

Class 4
2428-83699-0008 3.18 3.35
2428-83699-0008 5.31 5.83
2428-83699-0012 0.40 0.67
2428-83699-0003 0.64 0.75
2428-83699-0003 3.11 3.25
2428-83699-0003 5.34 5.52
2428-83699-0040 7.24 7.63
2428-83699-0028 1.69 1.94
2428-83699-0013 0.33 0.46
2428-83699-0013 1.79 2.09
2428-83699-0016 0.70 0.89
2428-83699-0029 2.05 2.09
2428-83699-0025 2.40 3.08
2428-83699-0025 5.58 5.77
2428-83699-0036 1.23 1.64
2428-83699-0036 3.26 3.64
2428-83699-0022 1.37 1.87
2428-83705-0007 0.00 0.34
2428-83705-0026 6.28 6.41
2428-83705-0017 0.96 1.03
2428-83705-0024 3.26 3.44
2428-83705-0020 1.69 1.86
2428-83705-0002 10.23 10.46
8297-275155-0001 5.20 5.55
8297-275155-0004 8.20 9.00
8297-275155-0004 9.28 9.65
8297-275155-0012 0.05 0.35
8297-275156-0006 2.09 2.31
8297-275154-0014 10.81 11.13
1919-142785-0022 4.13 4.21
1919-142785-0060 4.30 4.74
1919-142785-0032 0.00 0.51
1919-142785-0011 2.86 3.26
3000-15664-0032 3.98 4.48
3000-15664-0032 5.71 5.78
3000-15664-0012 5.77 6.12
3000-15664-0023 1.11 1.23
3000-15664-0023 3.33 3.51
3000-15664-0008 0.66 1.16
3000-15664-0019 3.84 4.27
3000-15664-0038 11.89 12.00
3000-15664-0042 2.29 2.54
174-50561-0017 1.14 1.58
174-50561-0009 1.09 1.67
174-50561-0010 12.27 12.41
174-50561-0007 3.27 3.73
174-50561-0007 3.73 3.81
174-84280-0002 9.10 9.58
174-84280-0013 2.16 2.55
174-84280-0001 16.85 17.12
174-84280-0001 17.84 18.33
174-168635-0015 1.74 1.85
174-168635-0003 3.93 4.07
1673-143396-0001 6.99 7.32
1673-143396-0006 2.91 3.01
1673-143396-0019 4.26 4.49
1673-143396-0019 13.57 14.05
1673-143397-0013 2.78 3.18
1673-143397-0020 6.05 6.50
1673-143397-0002 7.04 7.53
1673-143397-0016 10.51 10.88
1673-143397-0015 2.30 2.78
1673-143397-0017 1.74 2.08
1673-143397-0010 8.00 8.16
2078-142845-0004 5.64 6.08
2078-142845-0015 1.89 2.34
2078-142845-0037 6.91 7.42
2078-142845-0037 9.22 9.38
2078-142845-0040 1.60 2.05
2078-142845-0021 3.66 3.90
2078-142845-0032 8.43 8.95
2078-142845-0041 1.28 1.53
2078-142845-0010 2.26 2.73
2078-142845-0010 10.19 10.46
2078-142845-0025 10.64 10.86
2078-142845-0043 9.58 10.00
2078-142845-0043 11.99 12.20
1993-147965-0008 3.64 3.82
1993-147965-0004 0.72 1.23
1993-147965-0002 1.67 2.11
1993-147964-0001 3.49 3.72
1993-147149-0020 5.65 5.86
1993-147149-0020 12.68 12.81
1993-147149-0020 12.81 13.19
1993-147966-0004 1.65 1.95
1993-147966-0002 0.84 1.27
3081-166546-0022 3.26 3.93
3081-166546-0059 0.00 0.53
3081-166546-0062 2.94 3.10
3081-166546-0034 1.23 1.40
3081-166546-0087 0.53 1.14
3081-166546-0087 6.21 6.42
3081-166546-0026 0.14 0.32
3081-166546-0088 2.62 2.90
3081-166546-0074 9.57 9.64
3081-166546-0000 3.69 3.96
1988-148538-0011 4.29 4.33
1988-148538-0011 6.68 6.80
1988-148538-0003 1.86 1.89
1988-148538-0001 10.20 10.31
1988-24833-0007 1.38 1.82
1988-24833-0001 1.79 1.96
1988-24833-0002 0.92 0.95
1988-24833-0027 0.67 0.85
1988-24833-0000 2.25 2.66
1988-24833-0020 2.70 2.90
1988-24833-0025 0.71 0.89
1988-24833-0008 1.22 1.48
1988-24833-0003 4.31 4.69
1988-24833-0015 0.46 0.71
1988-24833-0015 2.24 2.86
1988-147956-0001 3.98 4.16
1988-147956-0004 2.10 2.33
1988-147956-0011 3.01 3.20
1988-147956-0008 3.12 3.22
1988-147956-0009 4.10 4.62
1988-147956-0027 4.26 4.41
3752-4943-0007 2.53 3.11
3752-4943-0022 2.15 2.65
3752-4943-0022 4.06 4.39
3752-4943-0013 2.08 2.87
3752-4943-0013 3.99 4.53
3752-4943-0018 3.06 3.17
3752-4943-0000 1.36 1.42
3752-4943-0000 6.97 7.11
3752-4943-0002 5.86 6.07
3752-4943-0020 3.30 3.46
3752-4943-0001 10.04 10.10
3752-4944-0066 4.55 4.81
3752-4944-0053 0.46 0.69
3752-4944-0059 1.74 2.12
3752-4944-0022 4.80 5.26
3752-4944-0040 1.78 1.95
3752-4944-0037 0.40 1.10
3752-4944-0002 0.50 0.58
3752-4944-0017 1.09 1.32
3752-4944-0036 1.78 2.09
3752-4944-0036 3.26 3.41
7850-73752-0018 0.00 0.53
7850-73752-0018 0.53 0.67
7850-73752-0018 6.41 6.84
7850-73752-0018 8.36 8.59
7850-73752-0018 23.57 23.82
5895-34622-0005 6.10 6.23
5895-34622-0023 0.95 1.06
5895-34615-0016 10.75 11.42
5895-34615-0015 3.14 3.24
5895-34615-0019 2.11 2.30
5895-34615-0017 1.14 1.21
5895-34629-0026 11.74 11.79
5895-34629-0001 1.94 2.37
5895-34629-0018 4.99 5.58
5895-34629-0022 2.84 3.47
7976-110124-0024 0.00 0.21
7976-110124-0015 1.16 1.48
7976-110124-0001 1.46 1.82
7976-110124-0001 3.82 4.06
7976-110124-0005 0.59 0.77
7976-110523-0017 1.34 1.79
7976-110523-0017 12.22 12.33
7976-110523-0011 6.98 7.15
7976-110523-0004 0.47 0.59
7976-110523-0004 1.81 2.19
7976-110523-0008 2.52 2.67
7976-110523-0008 3.30 3.62
7976-110523-0006 4.96 5.09
7976-110523-0020 1.92 2.39
7976-110523-0013 0.74 0.90
7976-110523-0005 1.40 1.64
7976-110523-0005 6.87 7.00
7976-110523-0009 1.65 1.93
7976-105575-0006 7.11 7.40
7976-105575-0011 3.52 3.64
7976-105575-0002 2.07 2.78
7976-105575-0000 4.30 4.33
422-122949-0027 4.87 5.58
422-122949-0010 23.39 23.42
422-122949-0009 13.46 13.70
422-122949-0000 9.02 9.29
422-122949-0021 4.78 4.92
422-122949-0012 8.75 9.12
422-122949-0032 5.85 6.39
422-122949-0020 8.54 8.92
422-122949-0025 5.86 6.63
422-122949-0025 13.18 13.38
422-122949-0025 15.05 15.44
422-122949-0024 0.89 1.55
422-122949-0013 25.27 25.55
422-122949-0013 28.25 28.35
422-122949-0019 17.40 17.96
422-122949-0030 0.09 0.25
1462-170138-0015 0.00 0.18
1462-170138-0000 0.00 0.40
1462-170138-0017 5.11 5.61
1462-170138-0021 6.97 7.27
1462-170138-0027 3.98 4.15
1462-170145-0017 0.37 0.62
1462-170142-0031 0.46 0.66
1462-170142-0041 2.66 2.85
1462-170142-0021 5.83 6.05
6295-244435-0033 0.39 0.94
6295-244435-0031 3.35 3.81
6295-244435-0037 2.00 2.31
6295-244435-0039 1.46 1.76
6295-244435-0040 0.88 1.26
6295-244435-0003 0.38 0.74
6295-64301-0029 7.93 8.57
6295-64301-0027 4.30 4.55
6295-64301-0012 2.70 3.41
6295-64301-0018 3.08 3.16
2803-161169-0015 12.95 13.12
2803-161169-0002 1.74 1.82
2803-161169-0005 4.54 4.66
2803-161169-0010 3.06 3.26
2803-154328-0008 0.49 0.64
2803-154328-0001 2.21 2.35
2803-154328-0015 1.49 2.14
2803-154328-0003 4.83 5.09
2803-154328-0003 5.70 6.45
2803-154320-0009 0.78 1.22
2803-154320-0004 7.03 7.79
3170-137482-0021 0.31 0.47
3170-137482-0021 1.21 1.33
3170-137482-0043 2.67 2.77
3170-137482-0006 5.22 5.72
3170-137482-0029 1.82 1.92
3170-137482-0031 8.89 9.43
3170-137482-0022 3.74 3.77
3170-137482-0018 3.42 3.65
3170-137482-0025 4.58 4.90
3170-137482-0011 1.12 1.21
3170-137482-0040 3.73 3.88
3170-137482-0035 8.80 8.87
3170-137482-0047 16.20 16.75
3170-137482-0044 1.58 2.14
3170-137482-0044 11.37 11.74
3170-137482-0042 5.99 6.13
3170-137482-0027 1.74 1.98
3170-137482-0007 6.05 6.16
3170-137482-0016 3.83 4.19
3170-137482-0036 5.45 5.90
3170-137482-0001 18.22 18.37
3170-137482-0026 3.43 3.61
3853-163249-0030 3.72 3.90
3853-163249-0004 3.68 3.95
3853-163249-0002 1.51 1.77
3853-163249-0020 5.07 5.85
3853-163249-0017 2.63 3.16
3853-163249-0043 3.18 3.49
3853-163249-0005 1.71 2.13
3853-163249-0019 1.95 2.28
3853-163249-0049 7.98 8.19
3853-163249-0049 8.57 8.83
3853-163249-0042 2.59 2.77
3853-163249-0042 4.27 4.40
3853-163249-0042 11.29 11.45
3853-163249-0016 12.64 12.67
3853-163249-0028 1.51 2.00
3853-163249-0028 6.87 7.36
3853-163249-0012 2.93 3.26
3853-163249-0026 4.66 4.98
3853-163249-0053 1.23 1.48
3853-163249-0024 14.29 14.68
3853-163249-0036 5.40 5.73
3853-163249-0041 2.00 2.18
3853-163249-0051 0.18 0.40
3853-163249-0051 1.29 1.36
3853-163249-0051 3.21 3.48
3853-163249-0046 12.15 12.46
3853-163249-0001 7.72 8.11
3853-163249-0006 4.86 4.89
3853-163249-0033 1.53 2.12
3853-163249-0033 3.46 3.88
3853-163249-0029 2.42 2.58
3853-163249-0044 2.57 3.12
3853-163249-0052 4.03 4.28
3853-163249-0052 8.17 8.31
2086-149214-0002 1.67 2.03
2086-149214-0004 4.62 4.66
2086-149220-0014 2.82 2.99
2086-149220-0014 3.28 3.36
2086-149220-0003 1.87 1.96
2086-149220-0003 16.58 16.79
2086-149220-0034 0.63 0.76
2086-149220-0000 6.63 6.78
2086-149220-0005 3.09 3.28
2086-149220-0041 8.19 8.28
2086-149220-0013 5.99 6.30
2086-149220-0030 7.04 7.22
2086-149220-0024 2.89 3.45
2086-149220-0037 3.66 3.75
2086-149220-0002 6.42 7.06
2086-149220-0015 1.11 1.42
2086-149220-0007 4.39 4.81
84-121550-0012 1.80 2.20
84-121550-0023 1.94 1.97
84-121550-0004 6.15 6.26
84-121550-0033 4.72 5.08
84-121550-0032 2.10 2.47
84-121550-0005 0.48 1.37
84-121123-0008 4.76 4.95
84-121123-0009 0.00 0.31
84-121123-0011 0.11 0.39
251-137823-0006 2.02 2.64
251-118436-0006 3.51 3.68
251-118436-0006 5.35 5.75
251-118436-0017 0.48 1.07
251-118436-0015 3.43 3.58
251-118436-0014 0.42 0.69
251-118436-0023 2.60 2.77
251-136532-0003 2.74 2.95
251-136532-0007 5.07 5.45
251-136532-0016 4.25 4.74
251-136532-0017 0.73 1.37
2412-153947-0015 2.46 2.55
2412-153947-0014 10.66 11.02
2412-153947-0013 3.90 4.06
2412-153947-0013 5.62 5.94
2412-153947-0016 3.94 4.14
2412-153947-0004 0.53 0.69
2412-153947-0007 2.65 3.10
2412-153947-0002 4.54 4.67
2412-153947-0003 0.65 0.86
2412-153947-0003 3.69 3.91
2412-153947-0010 13.66 13.84
2412-153954-0020 1.67 2.14
2412-153954-0017 1.59 1.88
2412-153954-0017 5.67 5.97
2412-153954-0015 4.36 4.64
2412-153954-0011 4.95 5.56
2412-153954-0002 1.49 2.22
2412-153948-0011 3.96 4.18
2412-153948-0006 13.78 14.12
2412-153948-0009 4.31 4.34
2412-153948-0007 2.48 2.75
2412-153948-0007 3.95 4.10
2277-149896-0024 2.10 2.20
2277-149896-0024 4.38 4.50
2277-149896-0009 3.86 4.02
2277-149896-0022 1.27 1.51
2277-149896-0022 3.23 3.38
2277-149874-0006 0.67 0.78
2277-149874-0001 4.00 4.13
2277-149874-0001 5.82 5.89
2277-149874-0019 3.44 3.70
2277-149874-0002 0.86 1.33
2277-149874-0014 0.29 0.50
2277-149874-0012 2.47 2.68
2277-149874-0003 7.43 7.70
2277-149897-0021 1.01 1.53
2277-149897-0029 6.44 6.68
2277-149897-0009 2.75 2.95
2277-149897-0001 1.86 2.09
2277-149897-0010 1.89 2.13
2277-149897-0005 6.80 6.99
777-126732-0035 4.91 5.26
777-126732-0014 1.51 1.60
777-126732-0007 0.94 1.62
777-126732-0041 1.89 2.28
777-126732-0011 5.72 6.46
652-129742-0020 3.06 3.47
652-129742-0018 1.98 2.13
652-129742-0016 11.85 12.30
652-130726-0024 8.66 9.19
652-130726-0015 0.16 0.39
652-130726-0027 1.44 1.57
652-130726-0014 1.59 1.65
6319-64726-0007 1.41 1.93
6319-64726-0007 5.84 6.06
6319-64726-0007 10.65 10.87
6319-64726-0007 14.38 14.82
6319-64726-0016 1.51 1.62
6319-64726-0018 7.02 7.21
6319-64726-0001 2.78 3.12
6319-64726-0001 9.75 10.13
6319-64726-0013 7.30 7.80
6319-64726-0010 2.84 3.29
6319-57405-0008 11.38 11.97
6319-57405-0000 0.53 0.75
6319-57405-0004 3.75 3.98
6319-57405-0004 3.98 4.32
6319-57405-0003 0.71 1.09
6319-57405-0009 10.80 11.09
6319-275224-0003 4.37 4.93
6319-275224-0003 6.37 6.60
6319-275224-0020 5.55 5.67
6319-275224-0013 2.97 3.47
2035-147960-0013 0.00 0.34
2035-147960-0010 5.90 6.20
2035-147960-0002 7.99 8.33
2035-147960-0011 0.62 1.09
2035-152373-0013 0.00 0.40
2035-152373-0011 9.93 10.46
2035-152373-0005 6.29 6.50
2035-152373-0005 15.74 15.89
2035-152373-0009 6.73 7.02
2035-152373-0009 12.92 13.49
2035-152373-0002 2.35 2.43
2035-152373-0006 3.63 3.73
2035-147961-0027 1.78 1.97
2035-147961-0002 5.95 6.14
2035-147961-0021 4.69 5.11
2035-147961-0037 0.00 0.47
2035-147961-0018 0.00 0.51
2035-147961-0014 0.41 0.59
2035-147961-0030 3.45 3.85
6241-61943-0025 4.23 4.57
6241-61943-0001 0.89 0.99
6241-61943-0000 3.14 3.56
6241-61943-0000 5.02 5.19
6241-61943-0006 1.67 1.83
6241-61943-0002 0.98 1.26
6241-61943-0003 6.89 7.44
6241-61943-0008 5.52 5.65
6241-61946-0006 0.00 0.27
6241-61946-0006 2.90 3.32
6241-61946-0021 1.25 1.28
6241-61946-0021 1.28 1.67
6241-61946-0014 3.42 3.84
6241-61946-0008 1.34 1.49
6241-61946-0008 3.31 3.81
6241-61946-0009 2.20 2.26
6241-61946-0001 0.77 0.87
6241-61946-0019 1.22 1.43
6241-66616-0011 2.65 3.23
6241-66616-0011 8.46 8.91
6241-66616-0011 9.78 10.29
6241-66616-0019 1.24 1.31
6241-66616-0008 16.47 16.58
6241-66616-0015 0.78 1.07
6241-66616-0020 0.00 0.42
6241-66616-0010 1.17 1.45
6241-66616-0010 7.84 7.93
6241-66616-0017 2.54 3.01
6241-66616-0014 1.35 1.71
6241-66616-0024 2.29 2.71
6241-66616-0024 2.86 2.92
6313-66125-0023 5.92 6.18
6313-66129-0026 4.65 4.78
6313-66129-0033 2.86 3.14
6313-76958-0013 2.55 2.71
6313-76958-0006 0.50 0.60
6313-76958-0027 2.47 2.50
6313-76958-0022 0.82 1.10
6313-76958-0012 3.92 4.03
6313-76958-0010 1.38 1.62
2902-9008-0015 2.00 2.53
2902-9006-0007 22.91 23.08
2902-9006-0019 11.61 11.68
2902-9006-0019 12.69 12.77
2902-9006-0019 13.09 13.70
2902-9006-0001 9.98 10.06
2902-9006-0020 2.27 2.44
2902-9006-0004 0.00 0.39
2902-9006-0014 2.44 2.47
2902-9006-0014 2.74 3.14
2902-9006-0015 16.54 16.62
