Class 0
3752-4943-0028 0.00 0.25
3752-4943-0028 0.25 0.46
3752-4943-0028 1.15 1.36
3752-4943-0018 0.20 0.40
3752-4943-0018 0.40 0.52
3752-4943-0000 0.28 0.54
3752-4943-0000 0.65 0.79
3752-4943-0000 2.38 2.59
3752-4943-0021 3.75 4.29
3752-4943-0026 2.17 2.69
3752-4943-0017 0.82 0.95
3752-4943-0002 4.54 4.98
3752-4943-0003 1.18 1.35
3752-4943-0009 0.74 0.90
3752-4943-0011 3.26 3.73
3752-4943-0023 1.16 1.45
3752-4943-0001 2.80 3.26
3752-4943-0001 7.86 8.48
3752-4943-0001 10.26 10.80
3752-4943-0029 1.34 1.77
3752-4943-0019 0.14 0.27
3752-4943-0019 0.50 1.15
3752-4943-0012 0.72 0.84
3752-4943-0004 2.62 2.99
3752-4943-0004 7.06 7.13
3752-4943-0004 10.06 10.54
3752-4943-0004 12.87 12.97
3752-4944-0065 2.12 2.52
3752-4944-0031 2.66 2.92
3752-4944-0001 2.39 2.45
3752-4944-0049 1.24 1.52
3752-4944-0012 1.18 1.54
3752-4944-0005 0.84 1.05
3752-4944-0064 3.43 3.94
3752-4944-0028 1.66 1.91
3752-4944-0028 1.91 2.19
3752-4944-0013 5.50 5.95
3752-4944-0032 3.68 4.08
3752-4944-0010 0.52 0.75
3752-4944-0003 0.28 0.42
3752-4944-0050 0.43 1.07
3752-4944-0059 0.60 0.87
3752-4944-0039 3.43 3.62
3752-4944-0025 0.27 0.40
3752-4944-0061 0.41 0.95
3752-4944-0033 1.62 2.15
3752-4944-0068 10.52 10.64
3752-4944-0068 12.08 12.54
3752-4944-0035 3.13 3.29
3752-4944-0027 2.82 2.89
3752-4944-0027 7.69 8.11
3752-4944-0006 0.17 0.36
3752-4944-0006 0.67 1.23
3752-4944-0030 2.23 2.78
3752-4944-0040 1.95 2.05
3752-4944-0067 0.45 0.96
3752-4944-0017 0.24 0.48
3752-4944-0017 4.74 5.22
3752-4944-0047 2.08 2.20
3752-4944-0047 6.11 6.19
3752-4944-0046 1.34 1.73
3752-4944-0026 1.04 1.31
7850-73752-0001 6.36 6.71
7850-73752-0018 4.55 5.05
7850-73752-0018 7.55 7.92
7850-73752-0018 24.57 24.93
7850-73752-0002 7.79 7.88
7850-73752-0010 2.64 3.15
7850-73752-0016 0.31 0.52
7850-73752-0008 7.98 8.07
7850-73752-0000 2.93 3.15
7850-73752-0003 0.38 0.62
7850-73752-0003 2.87 3.55
7850-73752-0003 20.01 20.40
7850-73752-0003 23.28 23.53
7850-73752-0003 24.12 24.31
7850-73752-0003 25.21 25.59
7850-73752-0007 4.33 4.76
7850-73752-0007 8.62 8.75
7850-73752-0017 1.99 2.30
7850-73752-0006 0.37 0.94
7850-73752-0006 1.14 1.17
7850-73752-0009 0.57 0.85
7850-73752-0009 0.85 1.18
7850-286674-0015 2.78 3.21
7850-286674-0013 0.03 0.36
7850-286674-0017 1.01 1.08
7850-286674-0002 0.69 0.93
7850-286674-0002 4.12 4.53
7850-286674-0010 2.39 2.79
7850-286674-0010 6.39 7.02
7850-286674-0010 7.28 7.66
7850-286674-0010 9.53 9.91
7850-286674-0010 10.55 11.03
7850-286674-0012 1.03 1.25
7850-286674-0004 3.64 3.98
7850-286674-0004 6.86 6.99
7850-286674-0016 0.54 0.83
7850-286674-0016 4.59 5.00
7850-286674-0016 6.55 6.86
7850-286674-0003 2.91 3.12
7850-286674-0003 3.80 3.96
7850-286674-0003 4.09 4.67
7850-286674-0001 0.00 0.28
7850-286674-0007 2.88 3.32
7850-286674-0000 4.51 4.70
7850-286674-0000 6.54 6.84
7850-286674-0014 1.29 1.59
7850-286674-0014 3.49 3.78
7850-286674-0005 0.26 0.41
7850-281318-0014 1.40 1.62
7850-281318-0014 4.14 4.40
7850-281318-0014 5.34 5.58
7850-281318-0004 0.00 0.38
7850-281318-0015 0.25 0.54
7850-281318-0008 3.60 3.64
7850-281318-0008 5.88 6.11
7850-281318-0006 1.49 1.90
7850-281318-0006 5.15 5.65
7850-281318-0021 1.39 1.68
7850-281318-0011 1.60 1.76
7850-281318-0011 3.12 3.29
7850-281318-0011 4.28 4.41
7850-281318-0011 7.36 7.54
7850-281318-0022 1.74 1.86
7850-281318-0001 0.89 1.06
7850-281318-0001 3.62 3.76
7850-281318-0012 2.58 2.85
7850-281318-0012 2.94 3.23
7850-281318-0009 1.54 1.83
7850-281318-0005 2.09 2.27
7850-281318-0003 0.00 0.32
7850-281318-0017 0.00 0.42
7850-281318-0002 2.10 2.51
7850-281318-0002 3.82 4.29
7850-281318-0020 1.14 1.31
7850-111771-0009 2.86 2.94
7850-111771-0009 4.09 4.51
7850-111771-0002 0.79 1.30
7850-111771-0002 2.09 2.57
7850-111771-0007 1.71 1.94
7850-111771-0007 2.19 2.26
7850-111771-0006 1.94 2.15
5895-34622-0005 4.30 4.47
5895-34622-0001 4.88 5.55
5895-34622-0012 1.29 1.39
5895-34622-0004 0.87 1.02
5895-34622-0004 1.75 2.31
5895-34622-0017 1.35 1.81
5895-34622-0020 4.74 4.83
5895-34622-0022 3.41 3.52
5895-34622-0006 1.22 1.53
5895-34622-0006 3.98 4.36
5895-34622-0015 0.53 0.82
5895-34622-0008 0.97 1.21
5895-34622-0003 1.21 1.49
5895-34622-0003 1.63 2.17
5895-34622-0016 0.00 0.21
5895-34622-0011 11.60 11.72
5895-34622-0019 4.36 4.74
5895-34622-0009 6.52 6.93
5895-34615-0006 1.37 1.45
5895-34615-0000 0.00 0.52
5895-34615-0016 6.91 7.09
5895-34615-0016 12.77 12.86
5895-34615-0019 0.35 0.60
5895-34615-0019 5.35 5.52
5895-34615-0020 7.70 7.98
5895-34615-0003 0.49 0.98
5895-34615-0003 4.03 4.16
5895-34615-0004 11.17 11.56
5895-34615-0018 0.00 0.40
5895-34615-0017 3.89 4.09
5895-34615-0017 7.04 7.36
5895-34629-0028 2.26 2.39
5895-34629-0008 6.09 6.17
5895-34629-0008 8.75 9.37
5895-34629-0026 3.74 4.17
5895-34629-0006 2.58 3.07
5895-34629-0020 1.43 2.05
5895-34629-0013 0.00 0.37
5895-34629-0027 5.08 5.20
5895-34629-0000 0.00 0.32
5895-34629-0007 6.48 6.78
5895-34629-0024 2.32 2.88
5895-34629-0025 2.84 3.08
5895-34629-0021 0.24 0.75
5895-34629-0021 2.94 3.12
5895-34629-0021 7.57 7.67
5895-34629-0032 0.00 0.36
5895-34629-0032 0.54 0.73
5895-34629-0022 4.35 4.60
7976-110124-0012 1.43 1.51
7976-110124-0012 4.55 5.11
7976-110124-0024 1.29 1.47
7976-110124-0008 1.05 1.15
7976-110124-0008 3.12 3.29
7976-110124-0023 0.59 1.12
7976-110124-0019 0.06 0.27
7976-110124-0019 1.18 1.45
7976-110124-0015 2.46 2.88
7976-110124-0001 1.24 1.38
7976-110124-0001 3.30 3.70
7976-110124-0016 0.76 0.90
7976-110124-0017 2.15 2.59
7976-110124-0020 0.75 0.91
7976-110124-0018 3.26 3.39
7976-110124-0018 5.09 5.15
7976-110124-0005 3.97 4.17
7976-110523-0017 0.75 1.03
7976-110523-0011 5.76 6.03
7976-110523-0006 5.09 5.38
7976-110523-0006 6.26 6.64
7976-110523-0020 6.34 6.48
7976-110523-0003 4.87 5.09
7976-110523-0012 12.80 13.15
7976-110523-0010 1.50 1.89
7976-110523-0010 4.26 4.80
7976-110523-0010 6.74 7.10
7976-110523-0013 3.74 3.82
7976-110523-0000 9.35 9.59
7976-110523-0009 1.03 1.14
7976-110523-0009 1.93 2.29
7976-110523-0016 1.71 1.91
7976-110523-0014 5.46 5.97
7976-105575-0009 0.87 0.94
7976-105575-0009 1.89 2.11
7976-105575-0003 2.24 2.46
7976-105575-0003 3.47 3.57
7976-105575-0025 2.06 2.23
7976-105575-0006 2.40 2.54
7976-105575-0006 7.53 7.91
7976-105575-0015 1.16 1.56
7976-105575-0022 4.38 5.05
7976-105575-0018 0.54 0.82
7976-105575-0016 2.17 2.51
7976-105575-0013 6.51 6.62
7976-105575-0012 3.05 3.15
7976-105575-0011 1.99 2.38
7976-105575-0011 2.60 3.06
7976-105575-0020 0.17 0.37
7976-105575-0020 0.83 1.04
7976-105575-0000 0.00 0.37
7976-105575-0027 4.84 4.87
422-122949-0027 4.06 4.10
422-122949-0015 7.55 7.66
422-122949-0026 3.48 3.66
422-122949-0010 14.18 14.35
422-122949-0010 20.50 20.64
422-122949-0018 3.24 3.62
422-122949-0018 5.83 6.55
422-122949-0006 6.58 6.66
422-122949-0003 0.24 0.41
422-122949-0003 1.14 1.27
422-122949-0003 8.80 9.32
422-122949-0007 9.86 10.03
422-122949-0031 0.00 0.23
422-122949-0023 3.37 3.70
422-122949-0023 4.20 4.23
422-122949-0023 4.23 4.57
422-122949-0009 5.50 5.86
422-122949-0009 6.32 6.62
422-122949-0009 17.04 17.18
422-122949-0009 21.96 22.31
422-122949-0000 0.96 1.81
422-122949-0000 13.51 13.76
422-122949-0021 4.28 4.55
422-122949-0022 9.51 9.99
422-122949-0022 11.12 11.64
422-122949-0022 13.83 14.11
422-122949-0011 0.89 1.29
422-122949-0011 8.87 9.09
422-122949-0011 10.11 10.97
422-122949-0034 0.36 0.94
422-122949-0034 3.76 3.81
422-122949-0012 2.59 2.80
422-122949-0012 5.06 6.16
422-122949-0012 6.16 6.30
422-122949-0012 10.59 11.19
422-122949-0012 14.37 14.49
422-122949-0032 3.57 3.60
422-122949-0020 14.57 14.62
422-122949-0014 14.49 14.61
422-122949-0014 15.72 15.93
422-122949-0014 18.52 19.21
422-122949-0014 24.29 24.38
422-122949-0025 10.92 11.38
422-122949-0025 14.26 14.38
422-122949-0008 3.44 4.21
422-122949-0029 0.97 1.05
422-122949-0013 3.45 3.79
422-122949-0013 12.22 12.51
422-122949-0013 13.86 13.96
422-122949-0013 23.44 23.60
422-122949-0013 24.90 25.27
422-122949-0001 1.92 2.47
422-122949-0001 7.18 7.65
422-122949-0001 10.52 10.65
422-122949-0019 1.53 2.07
422-122949-0019 10.98 11.22
1462-170138-0018 0.48 0.82
1462-170138-0018 3.24 3.46
1462-170138-0008 4.38 4.68
1462-170138-0000 7.58 7.99
1462-170138-0000 9.73 10.03
1462-170138-0000 11.87 12.02
1462-170138-0014 1.55 1.80
1462-170138-0014 1.91 2.02
1462-170138-0023 0.52 0.84
1462-170138-0006 2.74 2.80
1462-170138-0025 2.79 3.02
1462-170138-0002 3.42 3.51
1462-170138-0002 3.89 4.46
1462-170138-0024 8.68 8.80
1462-170138-0022 0.74 1.19
1462-170138-0009 1.32 1.41
1462-170138-0005 5.80 6.00
1462-170138-0005 7.70 8.18
1462-170138-0005 8.83 8.94
1462-170138-0027 4.68 5.00
1462-170138-0010 1.64 1.75
1462-170138-0010 7.74 8.24
1462-170138-0011 1.53 1.96
1462-170138-0011 2.13 2.23
1462-170138-0011 4.27 4.57
1462-170138-0011 4.57 4.86
1462-170145-0016 2.54 2.64
1462-170145-0018 0.00 0.18
1462-170145-0008 1.56 1.68
1462-170145-0000 1.07 1.72
1462-170145-0000 6.61 6.82
1462-170145-0000 7.47 8.16
1462-170145-0000 13.68 14.03
1462-170145-0009 0.00 0.42
1462-170145-0007 0.30 0.42
1462-170145-0007 1.49 1.70
1462-170145-0007 3.36 3.48
1462-170145-0017 1.00 1.14
1462-170145-0015 0.82 1.28
1462-170145-0015 1.62 2.14
1462-170145-0005 0.32 0.43
1462-170145-0004 5.84 6.23
1462-170145-0022 1.22 1.57
1462-170145-0022 2.56 2.70
1462-170145-0022 3.84 4.29
1462-170145-0013 4.29 4.66
1462-170142-0025 0.94 1.27
1462-170142-0019 0.00 0.50
1462-170142-0019 3.83 4.48
1462-170142-0036 0.92 1.17
1462-170142-0035 1.65 1.77
1462-170142-0040 2.23 2.46
1462-170142-0010 3.27 3.55
1462-170142-0001 2.14 2.46
1462-170142-0015 2.59 3.01
1462-170142-0042 1.47 2.01
1462-170142-0029 0.73 1.19
1462-170142-0007 1.31 1.58
1462-170142-0037 2.78 3.03
1462-170142-0005 2.69 2.85
1462-170142-0005 8.66 8.82
1462-170142-0008 1.21 1.69
1462-170142-0020 2.42 2.46
1462-170142-0032 1.95 2.49
1462-170142-0032 2.49 2.77
1462-170142-0022 2.93 3.41
1462-170142-0031 1.63 1.91
1462-170142-0031 1.91 2.17
1462-170142-0013 1.51 1.54
1462-170142-0021 2.54 2.81
1462-170142-0021 4.41 4.56
6295-244435-0024 0.00 0.16
6295-244435-0031 3.81 4.21
6295-244435-0020 0.97 1.21
6295-244435-0020 1.65 1.74
6295-244435-0020 6.04 6.20
6295-244435-0030 1.07 1.61
6295-244435-0025 0.89 1.09
6295-244435-0025 3.48 4.26
6295-244435-0038 8.11 8.35
6295-244435-0017 5.43 5.80
6295-244435-0017 7.56 7.70
6295-244435-0000 0.54 0.98
6295-244435-0014 1.50 1.90
6295-244435-0016 8.52 8.74
6295-244435-0007 1.25 1.83
6295-244435-0012 1.60 1.78
6295-244435-0018 0.31 0.71
6295-244435-0018 3.27 3.44
6295-244435-0010 1.27 1.78
6295-244435-0001 2.37 2.68
6295-244435-0001 5.27 5.45
6295-64301-0025 1.17 1.61
6295-64301-0025 2.39 2.99
6295-64301-0021 4.29 4.45
6295-64301-0009 0.00 0.18
6295-64301-0029 4.07 4.29
6295-64301-0015 0.00 0.28
6295-64301-0015 5.27 5.55
6295-64301-0027 1.38 1.85
6295-64301-0027 5.14 5.40
6295-64301-0028 9.11 9.27
6295-64301-0024 0.90 1.14
6295-64301-0024 5.02 5.16
6295-64301-0012 0.66 0.81
6295-64301-0000 15.71 16.29
6295-64301-0023 0.68 0.84
6295-64301-0023 10.55 10.80
6295-64301-0031 2.56 2.70
6295-64301-0010 5.59 6.06
6295-64301-0020 1.33 1.92
2803-161169-0013 9.16 9.29
2803-161169-0013 10.00 10.53
2803-161169-0009 6.20 6.52
2803-161169-0009 12.44 13.14
2803-161169-0009 13.66 14.15
2803-161169-0009 18.80 19.32
2803-161169-0015 2.42 2.92
2803-161169-0015 4.49 4.99
2803-161169-0015 8.09 8.71
2803-161169-0002 0.71 0.97
2803-161169-0002 4.49 4.91
2803-161169-0005 1.25 1.76
2803-161169-0005 11.92 11.98
2803-161169-0005 13.74 13.91
2803-161169-0005 14.27 14.62
2803-161169-0010 11.13 11.24
2803-161169-0012 3.47 3.59
2803-161169-0014 0.00 0.09
2803-161169-0014 0.09 0.32
2803-161169-0014 0.79 0.95
2803-161169-0014 2.76 2.86
2803-161169-0014 3.57 4.44
2803-161169-0014 11.34 11.38
2803-161169-0014 11.38 11.77
2803-161169-0001 2.22 2.81
2803-161169-0001 4.96 5.09
2803-161169-0000 0.27 0.81
2803-161169-0000 1.75 1.92
2803-161169-0000 3.16 3.42
2803-161169-0016 3.33 3.59
2803-161169-0004 1.78 2.14
2803-161169-0006 1.59 1.90
2803-161169-0006 7.30 7.33
2803-161169-0003 4.02 4.62
2803-161169-0003 4.81 5.32
2803-161169-0003 6.39 6.56
2803-161169-0007 2.24 2.35
2803-161169-0007 11.96 12.29
2803-161169-0008 4.96 5.14
2803-161169-0008 11.82 12.20
2803-154328-0005 5.04 5.21
2803-154328-0023 2.81 3.13
2803-154328-0023 3.84 4.03
2803-154328-0010 4.06 4.48
2803-154328-0009 0.51 0.71
2803-154328-0009 2.38 2.56
2803-154328-0009 4.27 4.46
2803-154328-0009 5.16 5.61
2803-154328-0007 1.47 1.72
2803-154328-0007 1.95 2.41
2803-154328-0018 0.19 0.36
2803-154328-0018 1.74 1.84
2803-154328-0018 2.72 3.06
2803-154328-0018 9.47 9.55
2803-154328-0011 2.56 2.74
2803-154328-0008 0.64 1.32
2803-154328-0008 5.02 5.36
2803-154328-0020 1.28 1.31
2803-154328-0021 0.71 1.38
2803-154328-0012 6.91 7.41
2803-154328-0003 11.77 12.27
2803-154328-0014 2.08 2.18
2803-154320-0013 1.62 2.09
2803-154320-0000 8.87 9.07
2803-154320-0005 0.88 1.33
2803-154320-0009 0.31 0.64
2803-154320-0009 1.22 1.31
2803-154320-0012 6.28 6.96
2803-154320-0004 5.38 6.28
2803-154320-0004 8.17 8.83
3170-137482-0021 8.95 9.50
3170-137482-0043 2.01 2.09
3170-137482-0041 2.17 2.58
3170-137482-0024 0.00 0.25
3170-137482-0015 5.73 5.89
3170-137482-0015 7.24 7.47
3170-137482-0015 8.18 8.80
3170-137482-0046 0.89 1.05
3170-137482-0029 0.50 0.99
3170-137482-0031 6.95 7.03
3170-137482-0031 7.80 7.98
3170-137482-0031 11.04 11.07
3170-137482-0031 16.36 16.74
3170-137482-0037 1.46 1.84
3170-137482-0022 5.23 5.45
3170-137482-0022 12.24 12.52
3170-137482-0018 4.11 4.50
3170-137482-0025 0.00 0.29
3170-137482-0014 0.00 0.48
3170-137482-0011 1.01 1.12
3170-137482-0011 2.30 2.44
3170-137482-0011 4.77 4.96
3170-137482-0000 3.10 3.27
3170-137482-0000 7.38 7.67
3170-137482-0000 16.86 16.99
3170-137482-0000 20.63 20.71
3170-137482-0003 7.53 7.73
3170-137482-0003 12.22 12.30
3170-137482-0003 13.59 13.97
3170-137482-0008 0.39 0.63
3170-137482-0010 8.04 8.62
3170-137482-0009 4.41 4.61
3170-137482-0002 16.50 17.04
3170-137482-0040 10.17 10.70
3170-137482-0047 1.90 1.94
3170-137482-0047 2.82 3.15
3170-137482-0047 4.51 4.65
3170-137482-0047 4.65 4.86
3170-137482-0047 10.65 10.80
3170-137482-0047 13.51 13.69
3170-137482-0044 7.15 7.48
3170-137482-0044 10.99 11.37
3170-137482-0044 14.29 14.63
3170-137482-0034 4.24 4.36
3170-137482-0020 2.09 2.40
3170-137482-0020 6.28 6.42
3170-137482-0017 7.34 7.59
3170-137482-0027 4.42 4.60
3170-137482-0027 10.88 11.16
3170-137482-0039 6.00 6.40
3170-137482-0039 16.42 16.57
3170-137482-0039 16.84 16.97
3853-163249-0048 2.43 2.87
3853-163249-0021 0.28 0.44
3853-163249-0005 0.68 1.15
3853-163249-0037 3.49 3.70
3853-163249-0019 4.95 5.13
3853-163249-0049 13.26 13.56
3853-163249-0042 3.24 3.36
3853-163249-0016 0.00 0.25
3853-163249-0053 10.25 10.47
3853-163249-0036 11.78 12.07
3853-163249-0041 2.18 2.73
3853-163249-0010 1.90 2.33
3853-163249-0035 1.23 1.60
3853-163249-0055 0.27 0.52
3853-163249-0046 0.86 1.32
3853-163249-0046 2.35 2.38
3853-163249-0046 15.80 15.93
3853-163249-0031 0.67 0.85
3853-163249-0014 5.42 5.49
3853-163249-0047 5.58 6.03
3853-163249-0047 9.83 10.19
3853-163249-0050 2.17 2.46
3853-163249-0050 3.97 4.33
3853-163249-0001 4.22 4.61
3853-163249-0001 5.14 5.42
3853-163249-0006 1.12 1.15
3853-163249-0000 0.96 1.24
3853-163249-0000 7.91 8.19
3853-163249-0023 2.80 3.41
3853-163249-0025 0.00 0.30
3853-163249-0054 3.36 3.65
3853-163249-0054 16.45 16.53
3853-163249-0054 18.02 18.55
3853-163249-0052 2.92 3.13
3853-163249-0052 6.86 7.02
3853-163249-0052 11.60 11.97
3853-163249-0018 7.34 7.62
2086-149214-0002 6.10 6.27
2086-149214-0002 7.18 7.73
2086-149214-0000 1.33 1.49
2086-149214-0000 1.49 1.69
2086-149214-0000 5.04 5.76
2086-149214-0004 0.00 0.46
2086-149214-0004 1.12 1.19
2086-149214-0004 3.75 4.05
2086-149214-0004 4.66 4.78
2086-149214-0004 12.47 12.73
2086-149214-0003 5.43 5.59
2086-149214-0003 6.96 7.44
2086-149214-0003 7.89 7.97
2086-149214-0001 4.10 4.41
2086-149220-0014 5.56 5.99
2086-149220-0016 5.06 5.31
2086-149220-0016 5.44 5.52
2086-149220-0022 3.73 3.91
2086-149220-0022 5.65 5.85
2086-149220-0003 0.00 0.36
2086-149220-0003 4.33 4.59
2086-149220-0003 4.59 5.04
2086-149220-0003 6.34 6.52
2086-149220-0003 7.29 7.51
2086-149220-0003 13.62 13.77
2086-149220-0034 2.19 2.49
2086-149220-0019 7.19 7.35
2086-149220-0019 8.82 9.04
2086-149220-0019 10.20 10.45
2086-149220-0019 10.45 10.76
2086-149220-0019 11.00 11.14
2086-149220-0000 0.00 0.19
2086-149220-0000 5.45 5.57
2086-149220-0000 8.94 9.07
2086-149220-0039 2.14 2.48
2086-149220-0006 3.13 3.48
2086-149220-0006 3.48 4.02
2086-149220-0006 5.15 5.33
2086-149220-0006 5.74 6.03
2086-149220-0006 7.19 7.28
2086-149220-0006 8.54 8.72
2086-149220-0010 7.22 7.35
2086-149220-0010 8.67 8.98
2086-149220-0009 6.90 7.25
2086-149220-0009 9.71 10.20
2086-149220-0038 2.82 2.91
2086-149220-0011 9.66 9.84
2086-149220-0011 15.08 15.65
2086-149220-0041 0.53 0.68
2086-149220-0041 4.78 5.03
2086-149220-0041 5.47 5.61
2086-149220-0041 10.15 10.38
2086-149220-0041 13.88 14.32
2086-149220-0008 5.53 6.11
2086-149220-0040 3.31 3.42
2086-149220-0035 0.79 1.09
2086-149220-0035 3.27 3.54
2086-149220-0035 6.12 6.27
2086-149220-0023 1.46 1.62
2086-149220-0013 8.58 8.92
2086-149220-0013 10.27 10.43
2086-149220-0013 11.23 12.01
2086-149220-0030 1.77 2.08
2086-149220-0030 4.34 4.46
2086-149220-0030 5.74 5.80
2086-149220-0029 0.00 0.48
2086-149220-0031 6.01 6.12
2086-149220-0031 6.56 7.31
2086-149220-0046 1.51 1.92
2086-149220-0037 0.46 0.56
2086-149220-0037 0.75 1.06
2086-149220-0037 1.17 1.27
2086-149220-0037 3.47 3.66
2086-149220-0047 0.89 0.97
2086-149220-0004 3.24 3.38
2086-149220-0049 0.88 1.41
2086-149220-0049 1.85 1.96
2086-149220-0049 7.61 7.97
2086-149220-0033 1.85 2.14
2086-149220-0033 2.14 2.17
2086-149220-0033 6.03 6.28
2086-149220-0033 7.14 7.43
2086-149220-0002 2.46 2.60
2086-149220-0002 9.83 9.96
2086-149220-0002 11.88 12.33
2086-149220-0015 7.14 7.28
2086-149220-0001 0.00 0.50
2086-149220-0001 8.86 9.29
2086-149220-0001 9.29 9.65
2086-149220-0001 12.78 12.90
2086-149220-0001 13.82 14.26
2086-149220-0048 1.74 2.05
2086-149220-0048 9.58 9.61
2086-149220-0028 2.13 2.56
2086-149220-0020 0.61 0.85
84-121550-0031 3.92 3.95
84-121550-0031 4.12 4.54
84-121550-0021 7.45 7.73
84-121550-0021 7.73 8.24
84-121550-0007 0.33 0.52
84-121550-0016 3.11 3.48
84-121550-0016 7.56 7.95
84-121550-0016 7.95 7.98
84-121550-0009 1.13 1.52
84-121550-0009 8.02 8.62
84-121550-0019 0.76 1.07
84-121550-0019 1.19 1.35
84-121550-0019 2.86 3.14
84-121550-0019 6.89 7.31
84-121550-0000 5.16 5.58
84-121550-0006 0.71 0.75
84-121550-0006 4.50 4.92
84-121550-0012 2.61 2.97
84-121550-0012 4.23 4.75
84-121550-0035 0.43 0.63
84-121550-0035 1.62 1.82
84-121550-0023 3.00 3.20
84-121550-0023 3.37 3.56
84-121550-0023 5.39 5.80
84-121550-0023 6.97 7.21
84-121550-0015 7.23 7.76
84-121550-0004 1.09 1.64
84-121550-0004 2.96 3.09
84-121550-0004 3.09 3.50
84-121550-0004 5.54 5.62
84-121550-0004 7.26 7.41
84-121550-0004 7.41 7.87
84-121550-0014 3.76 3.82
84-121550-0018 0.41 0.53
84-121550-0018 2.96 3.21
84-121550-0018 4.19 4.40
84-121550-0018 4.49 5.12
84-121550-0018 6.94 7.53
84-121550-0018 7.53 7.62
84-121550-0033 3.14 3.49
84-121550-0002 0.66 1.08
84-121550-0002 4.33 4.63
84-121550-0032 4.89 5.40
84-121550-0032 5.40 5.49
84-121550-0032 5.92 5.95
84-121550-0020 3.48 3.67
84-121550-0020 5.49 5.52
84-121550-0020 6.04 6.36
84-121550-0003 7.21 7.73
84-121550-0005 5.84 6.10
84-121550-0025 0.00 0.50
84-121550-0025 1.95 2.58
84-121550-0027 1.80 2.04
84-121550-0013 4.06 4.50
84-121550-0013 15.44 15.74
84-121550-0011 3.28 3.46
84-121550-0034 8.67 8.95
84-121550-0001 6.19 6.49
84-121550-0001 6.49 6.68
84-121550-0008 2.66 2.73
84-121123-0025 1.12 1.19
84-121123-0025 1.56 1.93
84-121123-0013 0.00 0.09
84-121123-0019 0.58 0.86
84-121123-0024 0.00 0.17
84-121123-0024 1.65 1.79
84-121123-0024 5.64 5.87
84-121123-0002 10.53 10.85
84-121123-0021 4.06 4.53
84-121123-0010 1.76 1.90
84-121123-0008 5.59 6.13
84-121123-0023 3.82 3.92
84-121123-0028 2.13 2.24
84-121123-0017 8.28 8.39
251-137823-0017 2.43 2.51
251-137823-0025 2.65 3.64
251-137823-0019 7.21 7.71
251-137823-0012 0.51 0.94
251-137823-0013 2.94 3.21
251-137823-0016 6.25 6.77
251-137823-0018 5.94 6.32
251-137823-0008 2.38 2.66
251-137823-0002 0.70 0.95
251-137823-0011 3.44 3.77
251-137823-0004 4.26 4.60
251-137823-0026 2.01 2.58
251-137823-0003 1.52 1.78
251-137823-0003 2.31 2.46
251-137823-0014 2.75 2.83
251-118436-0012 6.61 6.94
251-136532-0003 0.00 0.48
251-136532-0007 5.45 5.61
251-136532-0023 6.02 6.63
251-136532-0015 0.33 0.85
251-136532-0015 6.01 6.30
251-136532-0011 2.86 3.14
251-136532-0011 4.95 5.34
251-136532-0004 0.68 0.91
251-136532-0004 3.94 4.43
251-136532-0004 19.83 19.89
251-136532-0019 0.27 0.77
251-136532-0010 6.00 6.28
251-136532-0018 5.64 5.78
251-136532-0013 2.94 3.35
251-136532-0009 2.78 3.48
251-136532-0012 1.21 1.51
251-136532-0012 1.92 2.63
251-136532-0000 0.37 0.58
251-136532-0000 7.27 7.64
2412-153947-0009 6.54 6.88
2412-153947-0009 8.23 8.72
2412-153947-0014 4.05 4.61
2412-153947-0014 6.63 7.96
2412-153947-0014 8.30 8.73
2412-153947-0006 7.59 8.14
2412-153947-0006 8.14 8.32
2412-153947-0006 8.48 8.67
2412-153947-0006 8.67 8.77
2412-153947-0002 0.75 0.90
2412-153947-0011 0.54 1.00
2412-153947-0011 6.01 6.40
2412-153947-0003 3.44 3.69
2412-153947-0010 13.84 13.94
2412-153947-0005 9.26 9.34
2412-153954-0020 2.97 3.24
2412-153954-0014 7.73 7.91
2412-153954-0014 9.65 10.20
2412-153954-0018 0.82 0.96
2412-153954-0019 3.25 3.39
2412-153954-0019 5.30 5.79
2412-153954-0021 3.35 3.46
2412-153954-0021 5.75 6.11
2412-153954-0016 3.59 3.75
2412-153954-0010 6.40 6.51
2412-153954-0012 1.36 2.06
2412-153954-0022 3.20 3.54
2412-153954-0006 0.52 0.67
2412-153954-0005 1.71 1.78
2412-153954-0000 7.22 7.44
2412-153948-0011 2.17 2.29
2412-153948-0001 5.33 5.48
2412-153948-0001 6.54 7.17
2412-153948-0001 7.47 7.71
2412-153948-0001 10.19 10.51
2412-153948-0006 2.35 2.62
2412-153948-0006 7.51 7.67
2412-153948-0006 7.67 7.96
2412-153948-0010 0.00 0.34
2412-153948-0007 5.32 5.48
2412-153948-0007 5.80 6.17
2412-153948-0007 6.17 6.34
2412-153948-0007 6.49 6.69
2412-153948-0007 8.59 8.91
2412-153948-0004 11.13 11.26
2412-153948-0004 12.45 12.86
2412-153948-0000 0.00 0.43
2412-153948-0000 4.67 4.75
2412-153948-0000 7.60 8.31
2412-153948-0000 9.62 9.90
2412-153948-0000 10.02 10.38
2277-149896-0000 0.55 0.66
2277-149896-0020 2.83 3.20
2277-149896-0020 3.93 4.32
2277-149896-0013 5.57 6.09
2277-149896-0023 1.40 1.90
2277-149896-0012 1.57 1.80
2277-149896-0019 0.54 1.16
